DID,CID
DID561,CID7335
DID562,CID3672
DID562,CID5079
DID563,CID8096
DID564,CID3371
DID564,CID7703
DID565,CID1819
DID565,CID4424
DID565,CID8302
DID565,CID9316
DID566,CID5773
DID566,CID9990
DID567,CID5304
DID567,CID6575
DID567,CID9151
DID568,CID2991
DID568,CID5402
DID568,CID7435
DID569,CID2914
DID569,CID6747
DID570,CID706
DID571,CID4556
DID572,CID2755
DID573,CID7785
DID574,CID5181
DID575,CID4999
DID576,CID1067
DID576,CID7068
DID577,CID3212
DID577,CID3508
DID577,CID493
DID577,CID722
DID577,CID8013
DID578,CID4082
DID578,CID7700
DID579,CID3310
DID579,CID3340
DID579,CID4468
DID579,CID4966
DID580,CID539
DID580,CID6420
DID580,CID6487
DID581,CID2452
DID581,CID7093
DID581,CID7740
DID581,CID8016
DID581,CID9114
DID581,CID9839
DID582,CID2877
DID582,CID4315
DID582,CID4576
DID582,CID6235
DID583,CID1646
DID583,CID2959
DID583,CID3272
DID584,CID3175
DID584,CID5215
DID584,CID9333
DID585,CID2354
DID585,CID865
DID586,CID5072
DID586,CID6950
DID586,CID9008
DID586,CID9626
DID587,CID4341
DID587,CID534
DID587,CID9424
DID588,CID2922
DID588,CID6433
DID589,CID1125
DID589,CID1640
DID589,CID8089
DID590,CID1191
DID590,CID4508
DID591,CID2489
DID591,CID2496
DID592,CID8223
DID593,CID1030
DID593,CID5623
DID594,CID4532
DID594,CID7982
DID594,CID8622
DID594,CID8694
DID595,CID2164
DID595,CID9464
DID596,CID1263
DID596,CID1627
DID597,CID1287
DID597,CID9948
DID598,CID8764
DID599,CID2784
DID600,CID2750
DID600,CID5496
DID600,CID7318
DID600,CID8205
DID601,CID9142
DID602,CID2793
DID602,CID7614
DID602,CID987
DID603,CID3890
DID603,CID9865
DID604,CID2746
DID605,CID2712
DID605,CID8245
DID605,CID8363
DID605,CID9482
DID606,CID2868
DID606,CID3776
DID607,CID2364
DID607,CID6965
DID608,CID129
DID608,CID489
DID608,CID8308
DID609,CID3611
DID609,CID4258
DID609,CID5530
DID610,CID7202
DID610,CID8707
DID610,CID9094
DID611,CID1095
DID611,CID8936
DID612,CID3253
DID612,CID4999
DID612,CID7912
DID613,CID1001
DID613,CID1814
DID614,CID2492
DID614,CID4553
DID614,CID4841
DID614,CID7774
DID614,CID8068
DID614,CID9897
DID615,CID7323
DID616,CID3241
DID616,CID8350
DID617,CID3684
DID617,CID5926
DID618,CID1271
DID618,CID7826
DID618,CID8952
DID618,CID9156
DID618,CID9529
DID619,CID6245
DID619,CID9983
DID620,CID2892
DID620,CID4452
DID620,CID939
DID621,CID6530
DID622,CID2968
DID623,CID2805
DID623,CID341
DID623,CID5117
DID623,CID7397
DID623,CID9373
DID624,CID4732
DID624,CID5503
DID624,CID6926
DID625,CID8329
DID626,CID3933
DID626,CID7099
DID626,CID9639
DID627,CID2538
DID627,CID2549
DID627,CID6342
DID628,CID1168
DID628,CID2730
DID628,CID2980
DID629,CID3062
DID629,CID6593
DID630,CID1072
DID630,CID5019
DID631,CID3471
DID631,CID4637
DID631,CID7776
DID632,CID1028
DID632,CID3025
DID632,CID3514
DID632,CID3730
DID632,CID499
DID632,CID9865
DID633,CID2860
DID633,CID4087
DID633,CID5049
DID634,CID1100
DID634,CID5353
DID634,CID5803
DID634,CID5925
DID634,CID9456
DID635,CID4701
DID636,CID4152
DID637,CID2149
DID638,CID3465
DID638,CID5990
DID639,CID2619
DID639,CID3124
DID640,CID2866
DID640,CID2986
DID640,CID8094
DID641,CID3023
DID641,CID4888
DID642,CID8120
DID643,CID3151
DID643,CID7520
DID644,CID396
DID644,CID5751
DID645,CID3570
DID645,CID536
DID645,CID8184
DID646,CID5214
DID646,CID5575
DID646,CID7368
DID646,CID8563
DID646,CID8640
DID646,CID9686
DID647,CID5412
DID648,CID1239
DID648,CID3265
DID649,CID6480
DID649,CID748
DID650,CID1778
DID650,CID8760
DID650,CID9005
DID651,CID4391
DID651,CID6109
DID651,CID8266
DID652,CID2972
DID652,CID421
DID652,CID4801
DID653,CID2602
DID653,CID5910
DID653,CID9845
DID654,CID2574
DID655,CID6398
DID656,CID3635
DID656,CID584
DID656,CID6974
DID657,CID6608
DID658,CID5157
DID659,CID401
DID659,CID5027
DID659,CID563
DID660,CID2738
DID660,CID8017
DID660,CID8029
DID661,CID2755
DID661,CID457
DID661,CID6999
DID661,CID8937
DID662,CID1216
DID662,CID1305
DID662,CID417
DID662,CID5504
DID662,CID8962
DID662,CID9818
DID663,CID5096
DID663,CID652
DID663,CID8204
DID664,CID3268
DID664,CID7298
DID665,CID2785
DID665,CID4941
DID665,CID6238
DID666,CID1188
DID666,CID2757
DID666,CID7804
DID667,CID1158
DID668,CID1298
DID669,CID1102
DID669,CID3141
DID669,CID3738
DID669,CID5860
DID669,CID6185
DID669,CID6693
DID670,CID9619
DID671,CID9297
DID672,CID1111
DID672,CID6988
DID673,CID3359
DID673,CID721
DID674,CID3463
DID674,CID5353
DID674,CID6623
DID674,CID8266
DID674,CID8594
DID674,CID9837
DID675,CID3742
DID676,CID7997
DID676,CID8798
DID677,CID1642
DID677,CID2468
DID677,CID577
DID677,CID5933
DID677,CID7005
DID678,CID5964
DID678,CID6872
DID679,CID2102
DID679,CID220
DID679,CID4868
DID680,CID1464
DID680,CID6046
DID681,CID3863
DID681,CID5033
DID682,CID8137
DID682,CID960
DID683,CID1431
DID683,CID1992
DID683,CID3498
DID684,CID6331
DID684,CID9961
DID685,CID200
DID685,CID5623
DID685,CID6168
DID685,CID9580
DID685,CID9761
DID686,CID2561
DID686,CID4020
DID687,CID617
DID688,CID1780
DID688,CID2764
DID688,CID788
DID688,CID8614
DID688,CID9907
DID689,CID182
DID689,CID3718
DID689,CID4768
DID690,CID2400
DID691,CID8187
DID692,CID4277
DID692,CID4996
DID692,CID540
DID693,CID5006
DID693,CID6748
DID693,CID7282
DID693,CID868
DID694,CID1233
DID695,CID100
DID696,CID1881
DID696,CID2060
DID696,CID3022
DID696,CID3535
DID696,CID4085
DID697,CID7830
DID698,CID9329
DID699,CID5546
DID700,CID141
DID700,CID4174
DID700,CID4303
DID701,CID6852
DID701,CID8980
DID701,CID9863
DID702,CID3101
DID702,CID366
DID702,CID4485
DID702,CID47
DID702,CID5082
DID702,CID6470
DID703,CID5842
DID703,CID9203
DID704,CID3447
DID704,CID3516
DID704,CID8398
DID705,CID1449
DID705,CID1791
DID705,CID6706
DID705,CID7987
DID706,CID1903
DID706,CID7261
DID706,CID809
DID706,CID9672
DID707,CID7995
DID707,CID8268
DID708,CID2097
DID708,CID6588
DID708,CID7436
DID709,CID2416
DID709,CID4043
DID709,CID6515
DID709,CID6620
DID709,CID7969
DID709,CID8794
DID710,CID3672
DID710,CID4595
DID710,CID4667
DID711,CID3439
DID711,CID3627
DID712,CID1329
DID712,CID402
DID713,CID8565
DID714,CID2740
DID714,CID572
DID714,CID7699
DID715,CID2501
DID715,CID3031
DID715,CID3132
DID715,CID3355
DID715,CID3668
DID716,CID75
DID717,CID3387
DID717,CID4510
DID717,CID5567
DID717,CID7352
DID718,CID6047
DID718,CID6583
DID719,CID2873
DID720,CID1431
DID720,CID1507
DID720,CID2721
DID720,CID608
DID720,CID6153
DID720,CID6336
DID721,CID7320
DID721,CID788
DID721,CID7951
DID722,CID2592
DID722,CID5162
DID722,CID6505
DID723,CID3396
DID723,CID41
DID723,CID4731
DID723,CID521
DID724,CID2122
DID725,CID173
DID725,CID4047
DID725,CID5209
DID725,CID9436
DID726,CID349
DID726,CID3766
DID726,CID411
DID726,CID7724
DID726,CID7898
DID726,CID916
DID727,CID1857
DID727,CID6507
DID727,CID7901
DID727,CID888
DID727,CID9842
DID728,CID2197
DID728,CID602
DID728,CID8634
DID729,CID1589
DID729,CID474
DID729,CID9326
DID730,CID6704
DID730,CID747
DID730,CID7867
DID730,CID897
DID731,CID5204
DID731,CID613
DID731,CID8080
DID732,CID1669
DID732,CID4263
DID732,CID615
DID733,CID9352
DID733,CID9381
DID734,CID1172
DID734,CID1680
DID734,CID2971
DID734,CID6326
DID735,CID7088
DID736,CID2157
DID737,CID2101
DID737,CID401
DID737,CID9895
DID738,CID3050
DID738,CID920
DID739,CID4963
DID739,CID8224
DID740,CID1456
DID740,CID5666
DID741,CID1347
DID741,CID1967
DID741,CID6860
DID742,CID2656
DID742,CID8197
DID742,CID8224
DID742,CID9409
DID742,CID9535
DID743,CID6019
DID744,CID1892
DID744,CID4534
DID744,CID5387
DID744,CID7604
DID744,CID8791
DID745,CID3220
DID745,CID631
DID745,CID8426
DID746,CID4850
DID746,CID7167
DID747,CID8111
DID748,CID1824
DID748,CID4029
DID749,CID1925
DID749,CID4673
DID749,CID7236
DID750,CID3227
DID750,CID9544
DID751,CID47
DID752,CID6682
DID753,CID7763
DID754,CID123
DID754,CID2156
DID754,CID2458
DID754,CID3538
DID754,CID7668
DID755,CID2304
DID756,CID114
DID756,CID3614
DID756,CID7184
DID757,CID5389
DID758,CID2438
DID758,CID6259
DID758,CID7547
DID759,CID1334
DID759,CID1774
DID759,CID396
DID759,CID4204
DID759,CID7815
DID759,CID8758
DID760,CID5600
DID760,CID7049
DID761,CID253
DID761,CID5595
DID761,CID6268
DID761,CID7635
DID761,CID92
DID762,CID2854
DID762,CID3114
DID762,CID5324
DID762,CID5355
DID762,CID7442
DID762,CID8614
DID763,CID5310
DID764,CID1049
DID764,CID3066
DID764,CID7975
DID765,CID2242
DID765,CID3596
DID766,CID1496
DID766,CID6750
DID767,CID7029
DID768,CID1315
DID768,CID1330
DID768,CID1951
DID768,CID2627
DID769,CID7638
DID769,CID8134
DID770,CID1240
DID770,CID4394
DID770,CID6977
DID770,CID9763
DID771,CID6337
DID772,CID6892
DID772,CID7902
DID773,CID1093
DID773,CID4333
DID774,CID4519
DID774,CID7570
DID775,CID1408
DID775,CID3064
DID775,CID307
DID775,CID733
DID775,CID8765
DID776,CID5135
DID776,CID6789
DID776,CID7360
DID776,CID7541
DID776,CID8225
DID777,CID9929
DID778,CID2875
DID779,CID1431
DID779,CID257
DID779,CID3236
DID779,CID960
DID780,CID1365
DID780,CID2843
DID780,CID9122
DID780,CID9743
DID780,CID9916
DID781,CID1100
DID781,CID282
DID781,CID2908
DID781,CID3648
DID781,CID9718
DID782,CID2548
DID782,CID5139
DID782,CID6088
DID782,CID6155
DID782,CID7738
DID782,CID9183
DID783,CID1306
DID783,CID3314
DID783,CID3519
DID783,CID4168
DID784,CID5743
DID784,CID5943
DID785,CID4479
DID786,CID2242
DID786,CID9808
DID787,CID3289
DID787,CID3575
DID787,CID7308
DID788,CID4302
DID788,CID9810
DID789,CID1149
DID789,CID3002
DID789,CID5400
DID789,CID5723
DID789,CID6548
DID789,CID7211
DID790,CID1561
DID790,CID3717
DID790,CID4639
DID790,CID853
DID790,CID9315
DID790,CID9890
DID791,CID7678
DID791,CID9802
DID792,CID1656
DID792,CID3786
DID792,CID7033
DID792,CID8083
DID793,CID1000
DID793,CID8364
DID793,CID8896
DID793,CID9357
DID794,CID1015
DID794,CID3016
DID794,CID6316
DID794,CID8856
DID795,CID1671
DID795,CID9708
DID796,CID3317
DID797,CID4415
DID797,CID6982
DID797,CID9112
DID798,CID2728
DID799,CID1698
DID799,CID3035
DID799,CID5156
DID799,CID5435
DID799,CID6182
DID799,CID8177
DID800,CID4533
DID800,CID8294
DID801,CID3682
DID802,CID440
DID803,CID7898
DID804,CID5070
DID804,CID837
DID805,CID1585
DID805,CID302
DID805,CID9249
DID806,CID3055
DID806,CID3303
DID806,CID6534
DID807,CID4422
DID807,CID6717
DID807,CID8275
DID807,CID9553
DID808,CID3027
DID808,CID3042
DID808,CID5495
DID808,CID7235
DID808,CID8747
DID809,CID2322
DID810,CID1686
DID810,CID2307
DID810,CID6626
DID810,CID9300
DID811,CID6102
DID811,CID7585
DID812,CID4556
DID812,CID7562
DID812,CID9842
DID813,CID1949
DID813,CID5310
DID813,CID925
DID814,CID1205
DID814,CID1996
DID814,CID8193
DID815,CID163
DID815,CID638
DID815,CID7924
DID816,CID1163
DID816,CID3007
DID816,CID6263
DID817,CID4176
DID817,CID877
DID818,CID1306
DID818,CID4632
DID818,CID5324
DID818,CID8962
DID818,CID9556
DID819,CID2299
DID819,CID4593
DID819,CID5646
DID819,CID9029
DID819,CID9603
DID820,CID6022
DID821,CID1484
DID821,CID6824
DID822,CID246
DID822,CID720
DID823,CID9994
DID824,CID1876
DID824,CID7918
DID825,CID1169
DID825,CID9734
DID826,CID3403
DID826,CID9152
DID826,CID9468
DID827,CID1250
DID827,CID6547
DID828,CID1761
DID828,CID2421
DID828,CID5591
DID828,CID7256
DID828,CID8505
DID828,CID9317
DID829,CID1991
DID829,CID6557
DID830,CID3052
DID830,CID811
DID831,CID2004
DID831,CID4052
DID831,CID5649
DID831,CID5670
DID831,CID9883
DID832,CID9801
DID833,CID1785
DID833,CID4908
DID834,CID944
DID835,CID5497
DID836,CID2059
DID837,CID13
DID837,CID3405
DID837,CID4171
DID837,CID9723
DID838,CID1081
DID838,CID170
DID838,CID3815
DID838,CID3922
DID838,CID5321
DID839,CID3972
DID839,CID6740
DID839,CID8071
DID840,CID6093
DID840,CID9780
DID841,CID4652
DID841,CID6421
DID842,CID1970
DID842,CID4051
DID843,CID1216
DID843,CID951
DID844,CID451
DID844,CID8744
DID845,CID9752
DID846,CID5970
DID846,CID7416
DID846,CID9977
DID847,CID5878
DID847,CID6016
DID847,CID645
DID847,CID8097
DID847,CID9983
DID848,CID5866
DID849,CID2695
DID849,CID4124
DID849,CID7820
DID850,CID3999
DID850,CID5107
DID851,CID1089
DID851,CID4813
DID851,CID6040
DID851,CID6732
DID851,CID6742
DID852,CID3614
DID852,CID5246
DID852,CID7933
DID852,CID8050
DID853,CID1188
DID853,CID3482
DID853,CID7534
DID854,CID9002
DID855,CID2111
DID855,CID8744
DID856,CID8815
DID857,CID2171
DID857,CID2449
DID857,CID6699
DID858,CID1245
DID858,CID1411
DID858,CID1432
DID858,CID2438
DID858,CID3319
DID858,CID4899
DID859,CID6430
DID860,CID7012
DID861,CID257
DID861,CID3669
DID861,CID5037
DID861,CID5790
DID861,CID935
DID862,CID1404
DID862,CID1774
DID862,CID4200
DID863,CID1751
DID863,CID8441
DID863,CID8626
DID863,CID8670
DID863,CID9604
DID864,CID5433
DID864,CID8118
DID865,CID6712
DID865,CID8950
DID866,CID5825
DID867,CID4704
DID867,CID574
DID867,CID645
DID868,CID2984
DID868,CID4949
DID868,CID5112
DID869,CID3039
DID869,CID9066
DID870,CID3142
DID870,CID4224
DID870,CID9462
DID870,CID9845
DID871,CID4628
DID872,CID8487
DID872,CID8808
DID873,CID7490
DID873,CID9052
DID874,CID9282
DID875,CID4086
DID875,CID5020
DID875,CID9756
DID876,CID3251
DID876,CID4083
DID876,CID4626
DID876,CID722
DID877,CID5444
DID877,CID558
DID878,CID326
DID878,CID5550
DID878,CID5693
DID879,CID2063
DID880,CID4732
DID880,CID611
DID880,CID8994
DID881,CID658
DID881,CID6586
DID881,CID8754
DID882,CID1542
DID882,CID8278
DID882,CID9470
DID883,CID2485
DID883,CID2625
DID883,CID4259
DID884,CID231
DID884,CID3578
DID884,CID5443
DID884,CID6396
DID884,CID9863
DID885,CID1631
DID885,CID1869
DID886,CID3154
DID886,CID7665
DID886,CID7957
DID887,CID2078
DID887,CID6391
DID887,CID7648
DID887,CID7666
DID887,CID7876
DID887,CID8105
DID888,CID3240
DID888,CID6839
DID889,CID2393
DID889,CID4654
DID889,CID9016
DID890,CID1886
DID890,CID2015
DID891,CID485
DID891,CID9809
DID892,CID2901
DID893,CID4934
DID894,CID6931
DID895,CID9846
DID896,CID7260
DID896,CID976
DID897,CID2692
DID897,CID484
DID898,CID1779
DID898,CID9351
DID899,CID7518
DID899,CID9883
DID900,CID6097
DID900,CID9184
DID900,CID9844
DID901,CID8982
DID902,CID2474
DID902,CID5798
DID902,CID6687
DID902,CID7734
DID903,CID649
DID904,CID3911
DID905,CID512
DID905,CID5201
DID905,CID5406
DID906,CID5733
DID906,CID6659
DID907,CID7918
DID907,CID9377
DID908,CID4980
DID909,CID6890
DID910,CID9287
DID911,CID3537
DID911,CID6019
DID911,CID8524
DID911,CID8668
DID911,CID9586
DID912,CID4698
DID912,CID9230
DID913,CID3795
DID913,CID467
DID913,CID4854
DID913,CID6263
DID913,CID7755
DID913,CID8493
DID914,CID2358
DID914,CID3593
DID914,CID4706
DID914,CID494
DID914,CID8588
DID915,CID5415
DID915,CID6188
DID916,CID6274
DID916,CID7245
DID917,CID7371
DID918,CID3263
DID918,CID4126
DID918,CID7007
DID918,CID7423
DID919,CID7312
DID919,CID7704
DID919,CID9862
DID920,CID1564
DID920,CID3512
DID920,CID4087
DID921,CID2124
DID921,CID3822
DID921,CID391
DID921,CID4459
DID921,CID6655
DID921,CID9141
DID922,CID1617
DID922,CID223
DID922,CID3593
DID923,CID3336
DID923,CID6363
DID924,CID7524
DID925,CID5126
DID925,CID773
DID925,CID7864
DID926,CID9124
DID927,CID5395
DID927,CID9952
DID928,CID1776
DID928,CID7780
DID929,CID638
DID930,CID5204
DID930,CID5419
DID931,CID2474
DID931,CID4153
DID931,CID4512
DID931,CID5217
DID931,CID8296
DID932,CID1420
DID932,CID2050
DID932,CID522
DID933,CID2535
DID933,CID3238
DID933,CID6086
DID933,CID6236
DID933,CID6915
DID933,CID7744
DID934,CID8918
DID935,CID1033
DID935,CID521
DID936,CID3600
DID936,CID4612
DID937,CID1818
DID937,CID9014
DID937,CID9779
DID938,CID400
DID939,CID5870
DID939,CID8316
DID940,CID1084
DID940,CID3021
DID940,CID3770
DID940,CID4233
DID940,CID449
DID940,CID5807
DID941,CID6039
DID941,CID6998
DID942,CID4743
DID943,CID3036
DID943,CID5878
DID943,CID9773
DID944,CID1730
DID944,CID6275
DID944,CID8886
DID945,CID2354
DID945,CID3594
DID945,CID815
DID946,CID2428
DID946,CID5553
DID947,CID8047
DID948,CID4063
DID949,CID2829
DID949,CID7108
DID950,CID46
DID951,CID2654
DID951,CID4516
DID951,CID9441
DID952,CID4295
DID952,CID6036
DID952,CID6946
DID953,CID2858
DID953,CID3276
DID953,CID3467
DID953,CID5702
DID953,CID6488
DID953,CID8149
DID954,CID4227
DID955,CID1604
DID955,CID7943
DID955,CID861
DID956,CID5261
DID956,CID6540
DID956,CID9760
DID957,CID4348
DID958,CID9511
DID959,CID4835
DID960,CID3473
DID960,CID496
DID960,CID637
DID960,CID6470
DID960,CID7744
DID961,CID2029
DID961,CID209
DID961,CID2479
DID962,CID2033
DID962,CID4781
DID962,CID5586
DID963,CID2473
DID963,CID6530
DID963,CID802
DID964,CID3497
DID964,CID652
DID964,CID9806
DID965,CID2941
DID965,CID5921
DID965,CID9520
DID966,CID7365
DID967,CID1135
DID967,CID4771
DID967,CID5708
DID968,CID4118
DID969,CID4058
DID969,CID5128
DID969,CID7178
DID970,CID4591
DID970,CID7101
DID970,CID8056
DID971,CID3028
DID971,CID5913
DID971,CID7305
DID971,CID9419
DID972,CID3972
DID972,CID5289
DID972,CID7342
DID973,CID3994
DID973,CID4894
DID974,CID2371
DID975,CID7042
DID975,CID7367
DID975,CID8108
DID976,CID2331
DID976,CID288
DID976,CID4279
DID976,CID514
DID976,CID5340
DID977,CID3437
DID977,CID5235
DID977,CID5830
DID977,CID6010
DID977,CID97
DID978,CID2794
DID979,CID30
DID979,CID4811
DID979,CID5097
DID979,CID5571
DID979,CID601
DID979,CID8322
DID980,CID1592
DID980,CID4881
DID980,CID5753
DID980,CID6360
DID980,CID8075
DID980,CID9838
DID981,CID1852
DID981,CID5731
DID981,CID9674
DID982,CID3579
DID982,CID3727
DID982,CID8278
DID983,CID6523
DID983,CID9586
DID984,CID5947
DID985,CID238
DID985,CID514
DID985,CID8064
DID985,CID9822
DID986,CID1526
DID986,CID789
DID987,CID1719
DID987,CID2940
DID987,CID9693
DID988,CID2124
DID988,CID281
DID988,CID361
DID988,CID6446
DID988,CID7895
DID989,CID7262
DID989,CID9717
DID990,CID7457
DID990,CID8968
DID990,CID9257
DID991,CID4508
DID992,CID8949
DID992,CID895
DID992,CID9396
DID993,CID1763
DID993,CID3870
DID993,CID6787
DID994,CID691
DID995,CID5441
DID995,CID8924
DID996,CID5581
DID996,CID6150
DID996,CID688
DID996,CID8184
DID996,CID8562
DID997,CID3383
DID997,CID7002
DID997,CID9596
DID998,CID5691
DID999,CID4284
DID999,CID6983
DID1000,CID1493
DID1000,CID3403
DID1000,CID9282
DID1001,CID3845
DID1002,CID462
DID1002,CID7464
DID1003,CID1298
DID1003,CID1559
DID1003,CID2485
DID1003,CID4695
DID1003,CID748
DID1003,CID7605
DID1004,CID3490
DID1004,CID5312
DID1005,CID9034
DID1006,CID429
DID1007,CID223
DID1008,CID3920
DID1008,CID4873
DID1008,CID632
DID1008,CID6659
DID1008,CID8170
DID1008,CID8812
DID1009,CID1032
DID1009,CID5618
DID1009,CID6822
DID1009,CID8455
DID1009,CID8536
DID1009,CID858
DID1010,CID6689
DID1010,CID8596
DID1011,CID4507
DID1011,CID9714
DID1012,CID4422
DID1012,CID9028
DID1012,CID9229
DID1013,CID2299
DID1013,CID2304
DID1013,CID3345
DID1013,CID8074
DID1013,CID9433
DID1013,CID9755
DID1014,CID718
DID1015,CID1187
DID1015,CID1729
DID1015,CID1778
DID1016,CID2253
DID1016,CID8740
DID1017,CID401
DID1017,CID4459
DID1017,CID9649
DID1018,CID2892
DID1018,CID4650
DID1018,CID4844
DID1018,CID854
DID1018,CID8707
DID1018,CID8915
DID1019,CID5148
DID1019,CID9595
DID1020,CID971
DID1021,CID4667
DID1022,CID1924
DID1022,CID4963
DID1022,CID6131
DID1022,CID7200
DID1023,CID6879
DID1023,CID940
DID1023,CID9947
DID1024,CID4729
DID1025,CID6806
DID1026,CID451
DID1026,CID509
DID1026,CID6110
DID1027,CID113
DID1027,CID1289
DID1027,CID144
DID1027,CID1958
DID1027,CID567
DID1027,CID6626
DID1028,CID2824
DID1028,CID2976
DID1028,CID6553
DID1029,CID124
DID1029,CID4983
DID1029,CID5231
DID1029,CID6442
DID1029,CID8462
DID1030,CID4712
DID1030,CID5587
DID1030,CID9764
DID1031,CID1718
DID1032,CID8704
DID1032,CID9126
DID1033,CID1893
DID1033,CID3691
DID1033,CID5128
DID1033,CID5260
DID1033,CID874
DID1033,CID9852
DID1034,CID4068
DID1034,CID7695
DID1035,CID2057
DID1035,CID7342
DID1036,CID3716
DID1036,CID5663
DID1037,CID2775
DID1037,CID2927
DID1037,CID7196
DID1038,CID183
DID1038,CID5625
DID1038,CID8180
DID1038,CID9295
DID1039,CID9430
DID1040,CID9288
DID1041,CID1583
DID1041,CID6875
DID1041,CID831
DID1042,CID1336
DID1042,CID1368
DID1042,CID6616
DID1042,CID7538
DID1042,CID8558
DID1042,CID9040
DID1043,CID120
DID1043,CID3973
DID1043,CID4420
DID1044,CID2674
DID1044,CID4654
DID1044,CID8687
DID1044,CID9457
DID1044,CID9910
DID1045,CID190
DID1045,CID4610
DID1045,CID5114
DID1046,CID3389
DID1046,CID8265
DID1046,CID8427
DID1046,CID960
DID1047,CID3660
DID1047,CID8018
DID1047,CID9557
DID1048,CID1580
DID1048,CID3246
DID1048,CID429
DID1049,CID2612
DID1049,CID3321
DID1049,CID476
DID1049,CID7446
DID1050,CID4175
DID1050,CID603
DID1050,CID8900
DID1051,CID3828
DID1051,CID5267
DID1051,CID5386
DID1051,CID5755
DID1051,CID6436
DID1051,CID8526
DID1052,CID2365
DID1052,CID3504
DID1052,CID4888
DID1052,CID5048
DID1053,CID8248
DID1053,CID9127
DID1053,CID9793
DID1054,CID4004
DID1055,CID3443
DID1055,CID8453
DID1056,CID4573
DID1056,CID7029
DID1057,CID1484
DID1057,CID2865
DID1057,CID5276
DID1057,CID6092
DID1057,CID7103
DID1057,CID9697
DID1058,CID1315
DID1058,CID3001
DID1058,CID8307
DID1059,CID2129
DID1059,CID3281
DID1059,CID3726
DID1059,CID6767
DID1059,CID9499
DID1059,CID9898
DID1060,CID2231
DID1060,CID2356
DID1060,CID9929
DID1061,CID1413
DID1062,CID3854
DID1063,CID1500
DID1063,CID1999
DID1063,CID5843
DID1064,CID3481
DID1064,CID4323
DID1064,CID8952
DID1064,CID9294
DID1065,CID2528
DID1065,CID3535
DID1065,CID4711
DID1065,CID6272
DID1065,CID802
DID1066,CID142
DID1066,CID7666
DID1066,CID8282
DID1066,CID8638
DID1067,CID4646
DID1067,CID5928
DID1067,CID8947
DID1068,CID1816
DID1068,CID3597
DID1068,CID6448
DID1068,CID7065
DID1068,CID7686
DID1068,CID8371
DID1069,CID3992
DID1069,CID6505
DID1070,CID2812
DID1070,CID2817
DID1070,CID2878
DID1070,CID6161
DID1070,CID7211
DID1070,CID8985
DID1071,CID2731
DID1071,CID3260
DID1071,CID6980
DID1072,CID6336
DID1072,CID7451
DID1072,CID8276
DID1072,CID8625
DID1073,CID2658
DID1073,CID3280
DID1073,CID3908
DID1073,CID6377
DID1073,CID817
DID1073,CID8896
DID1074,CID1551
DID1074,CID804
DID1075,CID3053
DID1075,CID3519
DID1075,CID5434
DID1075,CID6772
DID1075,CID9559
DID1075,CID9624
DID1076,CID4261
DID1077,CID828
DID1078,CID2986
DID1079,CID5327
DID1080,CID2674
DID1081,CID2388
DID1081,CID6961
DID1082,CID1349
DID1082,CID1660
DID1082,CID2150
DID1082,CID4143
DID1082,CID9382
DID1082,CID9970
DID1083,CID1737
DID1083,CID4681
DID1083,CID7386
DID1084,CID1295
DID1084,CID7240
DID1085,CID2523
DID1085,CID7370
DID1086,CID1436
DID1086,CID2858
DID1086,CID7165
DID1086,CID8158
DID1087,CID4572
DID1087,CID5360
DID1087,CID8466
DID1088,CID2781
DID1088,CID4269
DID1088,CID6981
DID1088,CID8618
DID1088,CID9486
DID1089,CID7210
DID1090,CID4313
DID1090,CID5682
DID1090,CID7249
DID1091,CID1024
DID1091,CID2423
DID1091,CID4377
DID1091,CID6977
DID1092,CID3192
DID1092,CID3886
DID1092,CID8180
DID1093,CID5805
DID1094,CID963
DID1095,CID3234
DID1095,CID4929
DID1095,CID4947
DID1095,CID5730
DID1095,CID7683
DID1096,CID2277
DID1096,CID3631
DID1096,CID7303
DID1097,CID1813
DID1097,CID2090
DID1097,CID2979
DID1097,CID5054
DID1097,CID528
DID1097,CID8809
DID1098,CID1458
DID1098,CID558
DID1098,CID6303
DID1099,CID4979
DID1100,CID9606
DID1101,CID7626
DID1102,CID2732
DID1102,CID3185
DID1102,CID4774
DID1102,CID9555
DID1103,CID2385
DID1103,CID5087
DID1103,CID7607
DID1103,CID7886
DID1103,CID9185
DID1103,CID9753
DID1104,CID2985
DID1105,CID5286
DID1105,CID6093
DID1105,CID6234
DID1105,CID6649
DID1106,CID276
DID1106,CID5605
DID1106,CID5815
DID1106,CID7286
DID1106,CID7655
DID1107,CID3142
DID1107,CID5402
DID1107,CID6292
DID1107,CID6909
DID1107,CID8435
DID1107,CID9801
DID1108,CID3054
DID1108,CID5530
DID1108,CID6547
DID1109,CID2969
DID1110,CID3369
DID1110,CID7827
DID1111,CID5125
DID1111,CID8055
DID1112,CID4534
DID1112,CID50
DID1112,CID6158
DID1112,CID7473
DID1113,CID4135
DID1113,CID7109
DID1113,CID9052
DID1113,CID908
DID1114,CID4838
DID1114,CID5558
DID1115,CID1619
DID1115,CID2960
DID1116,CID440
DID1116,CID4974
DID1116,CID6898
DID1116,CID8273
DID1116,CID9440
DID1117,CID1483
DID1117,CID8679
DID1118,CID1428
DID1118,CID2830
DID1119,CID208
DID1119,CID2778
DID1119,CID8568
DID1120,CID1165
DID1120,CID1935
DID1120,CID3658
DID1120,CID5449
DID1120,CID5657
DID1120,CID7101
