DID,CID
DID1071,CID2449
DID1071,CID2785
DID1071,CID3151
DID1071,CID5909
DID1072,CID963
DID1073,CID1252
DID1073,CID2853
DID1073,CID6538
DID1073,CID8003
DID1073,CID89
DID1074,CID1700
DID1074,CID2886
DID1075,CID5016
DID1075,CID8930
DID1076,CID1421
DID1076,CID6863
DID1076,CID7471
DID1076,CID8565
DID1076,CID8889
DID1077,CID5688
DID1077,CID6098
DID1077,CID6413
DID1077,CID7556
DID1077,CID8133
DID1078,CID2136
DID1078,CID3377
DID1078,CID4623
DID1078,CID5028
DID1078,CID5844
DID1079,CID2489
DID1079,CID2610
DID1079,CID4428
DID1079,CID5360
DID1079,CID948
DID1080,CID1288
DID1080,CID1333
DID1080,CID3890
DID1080,CID7247
DID1080,CID8521
DID1081,CID1267
DID1082,CID2350
DID1083,CID2374
DID1083,CID7343
DID1083,CID8483
DID1084,CID4437
DID1084,CID4972
DID1084,CID4988
DID1084,CID7787
DID1085,CID6640
DID1086,CID1345
DID1086,CID4171
DID1086,CID5040
DID1087,CID879
DID1088,CID7617
DID1088,CID8829
DID1089,CID1678
DID1090,CID292
DID1090,CID3175
DID1091,CID6146
DID1091,CID6435
DID1091,CID7034
DID1091,CID7588
DID1091,CID7777
DID1092,CID3054
DID1092,CID652
DID1092,CID8345
DID1093,CID3582
DID1093,CID4752
DID1093,CID5177
DID1093,CID6178
DID1094,CID2213
DID1094,CID4431
DID1094,CID6302
DID1094,CID7442
DID1094,CID8927
DID1095,CID3418
DID1095,CID3942
DID1096,CID1355
DID1096,CID3643
DID1096,CID5343
DID1096,CID6144
DID1096,CID7095
DID1097,CID5914
DID1097,CID654
DID1098,CID2132
DID1098,CID6133
DID1098,CID6184
DID1098,CID8149
DID1099,CID1873
DID1099,CID5669
DID1099,CID7915
DID1099,CID8344
DID1100,CID556
DID1100,CID6923
DID1101,CID2972
DID1101,CID7157
DID1102,CID6541
DID1102,CID86
DID1103,CID155
DID1103,CID1833
DID1103,CID2503
DID1103,CID3234
DID1103,CID8754
DID1104,CID465
DID1104,CID5360
DID1104,CID7675
DID1105,CID3281
DID1105,CID3422
DID1105,CID4528
DID1105,CID5670
DID1106,CID6130
DID1106,CID6593
DID1106,CID7482
DID1107,CID8652
DID1108,CID1184
DID1108,CID2595
DID1108,CID492
DID1108,CID5687
DID1109,CID1814
DID1109,CID2210
DID1109,CID2961
DID1109,CID4569
DID1109,CID5873
DID1110,CID3399
DID1110,CID3430
DID1110,CID386
DID1110,CID6569
DID1110,CID8098
DID1111,CID2533
DID1111,CID2543
DID1111,CID4992
DID1112,CID3415
DID1113,CID4659
DID1113,CID5591
DID1113,CID7550
DID1114,CID1125
DID1115,CID6857
DID1115,CID8349
DID1116,CID40
DID1116,CID463
DID1116,CID7563
DID1116,CID8401
DID1117,CID442
DID1117,CID4814
DID1117,CID5737
DID1118,CID2723
DID1118,CID3318
DID1118,CID8817
DID1119,CID1385
DID1119,CID3570
DID1119,CID8762
DID1119,CID934
DID1119,CID937
DID1120,CID233
DID1120,CID3683
DID1120,CID426
DID1120,CID600
DID1121,CID2802
DID1121,CID4376
DID1121,CID4635
DID1121,CID6457
DID1122,CID2299
DID1122,CID3051
DID1122,CID5956
DID1122,CID7732
DID1122,CID8422
DID1123,CID2482
DID1123,CID5152
DID1123,CID5787
DID1123,CID7827
DID1124,CID1229
DID1124,CID3635
DID1124,CID6121
DID1125,CID3380
DID1125,CID4492
DID1125,CID5346
DID1125,CID6775
DID1126,CID7585
DID1127,CID2308
DID1127,CID3109
DID1127,CID5597
DID1127,CID5875
DID1128,CID3280
DID1128,CID6456
DID1128,CID8301
DID1129,CID4214
DID1129,CID5565
DID1130,CID5852
DID1130,CID6113
DID1131,CID3629
DID1131,CID3866
DID1131,CID3869
DID1131,CID8560
DID1132,CID2906
DID1132,CID6151
DID1133,CID2029
DID1134,CID6921
DID1134,CID8001
DID1135,CID5306
DID1135,CID6085
DID1136,CID1460
DID1136,CID2218
DID1136,CID499
DID1136,CID551
DID1136,CID7558
DID1137,CID134
DID1137,CID6992
DID1137,CID7345
DID1138,CID3632
DID1139,CID3195
DID1139,CID7507
DID1139,CID7882
DID1140,CID1977
DID1140,CID3436
DID1141,CID8471
DID1141,CID8755
DID1142,CID3965
DID1142,CID7473
DID1143,CID2896
DID1143,CID4751
DID1143,CID7348
DID1144,CID44
DID1144,CID520
DID1144,CID8228
DID1145,CID5581
DID1146,CID4215
DID1146,CID4787
DID1146,CID909
DID1147,CID3602
DID1147,CID3682
DID1148,CID1982
DID1148,CID5905
DID1148,CID5991
DID1148,CID731
DID1149,CID3027
DID1149,CID4690
DID1149,CID6513
DID1150,CID6540
DID1150,CID8498
DID1150,CID8562
DID1151,CID1678
DID1151,CID3317
DID1152,CID2056
DID1152,CID3758
DID1152,CID4332
DID1152,CID8925
DID1153,CID775
DID1153,CID7936
DID1153,CID8187
DID1153,CID8583
DID1154,CID188
DID1154,CID5316
DID1154,CID5350
DID1154,CID6740
DID1154,CID935
DID1155,CID1795
DID1155,CID2478
DID1155,CID7443
DID1156,CID110
DID1156,CID4271
DID1156,CID532
DID1156,CID7769
DID1157,CID5976
DID1157,CID6174
DID1157,CID6327
DID1158,CID4360
DID1159,CID1982
DID1159,CID3037
DID1159,CID7446
DID1159,CID7513
DID1160,CID1419
DID1160,CID3140
DID1160,CID3484
DID1160,CID5736
DID1161,CID1169
DID1161,CID1517
DID1161,CID3640
DID1161,CID5007
DID1162,CID2266
DID1163,CID1835
DID1163,CID314
DID1163,CID6993
DID1164,CID7627
DID1164,CID8916
DID1165,CID7826
DID1166,CID3464
DID1166,CID57
DID1166,CID6131
DID1166,CID7183
DID1166,CID7903
DID1167,CID1505
DID1167,CID5062
DID1167,CID6804
DID1168,CID4720
DID1168,CID5332
DID1168,CID6628
DID1168,CID6847
DID1169,CID359
DID1169,CID6348
DID1170,CID1871
DID1170,CID4922
DID1170,CID5191
DID1171,CID121
DID1171,CID4509
DID1171,CID6929
DID1171,CID7330
DID1171,CID8943
DID1172,CID2512
DID1172,CID5097
DID1172,CID7383
DID1173,CID1465
DID1173,CID3539
DID1174,CID1441
DID1174,CID1873
DID1174,CID267
DID1174,CID6925
DID1174,CID7731
DID1175,CID1331
DID1175,CID1665
DID1176,CID6142
DID1177,CID2598
DID1177,CID3527
DID1178,CID3601
DID1178,CID5827
DID1179,CID4762
DID1179,CID5284
DID1179,CID6664
DID1180,CID5486
DID1181,CID2284
DID1181,CID4524
DID1181,CID4863
DID1181,CID570
DID1181,CID997
DID1182,CID2380
DID1182,CID3130
DID1182,CID6894
DID1183,CID5092
DID1184,CID1216
DID1185,CID3955
DID1185,CID44
DID1186,CID5764
DID1187,CID5161
DID1187,CID880
DID1188,CID3513
DID1188,CID5641
DID1188,CID6845
DID1188,CID7837
DID1189,CID2177
DID1189,CID3269
DID1189,CID7230
DID1189,CID7570
DID1189,CID907
DID1190,CID694
DID1191,CID1571
DID1191,CID7561
DID1191,CID8524
DID1192,CID1451
DID1192,CID4116
DID1192,CID452
DID1192,CID6060
DID1192,CID8375
DID1193,CID1165
DID1193,CID4225
DID1193,CID484
DID1193,CID5674
DID1193,CID8860
DID1194,CID5999
DID1194,CID7660
DID1195,CID623
DID1195,CID7479
DID1196,CID614
DID1196,CID735
DID1196,CID913
DID1197,CID2093
DID1197,CID6794
DID1198,CID1540
DID1198,CID1638
DID1198,CID3306
DID1198,CID6361
DID1199,CID3719
DID1199,CID7340
DID1199,CID8081
DID1200,CID2362
DID1200,CID3134
DID1200,CID6772
DID1200,CID7442
DID1201,CID3419
DID1201,CID3731
DID1201,CID8910
DID1202,CID3583
DID1202,CID3991
DID1202,CID6317
DID1202,CID6515
DID1202,CID812
DID1203,CID208
DID1203,CID2188
DID1203,CID3470
DID1203,CID4488
DID1203,CID8330
DID1204,CID1674
DID1204,CID2827
DID1204,CID4350
DID1204,CID6147
DID1204,CID8625
DID1205,CID4126
DID1205,CID4811
DID1205,CID5300
DID1205,CID8616
DID1206,CID1348
DID1206,CID2094
DID1206,CID3448
DID1206,CID5091
DID1207,CID1726
DID1208,CID2919
DID1208,CID6572
DID1208,CID6673
DID1208,CID8847
DID1209,CID1951
DID1209,CID3917
DID1209,CID5881
DID1209,CID7324
DID1210,CID1841
DID1211,CID173
DID1212,CID1796
DID1212,CID2959
DID1212,CID3624
DID1212,CID749
DID1212,CID8789
DID1213,CID6561
DID1213,CID6662
DID1213,CID8535
DID1214,CID1167
DID1214,CID4530
DID1214,CID4989
DID1215,CID269
DID1215,CID5767
DID1215,CID6186
DID1216,CID2961
DID1217,CID2832
DID1217,CID7545
DID1218,CID1839
DID1218,CID6352
DID1218,CID8030
DID1219,CID4903
DID1219,CID8022
DID1220,CID2353
DID1220,CID4633
DID1220,CID89
DID1220,CID893
DID1221,CID5127
DID1222,CID3547
DID1222,CID6776
DID1222,CID8262
DID1223,CID5092
DID1223,CID8328
DID1223,CID945
DID1224,CID1779
DID1224,CID3862
DID1224,CID4256
DID1224,CID6827
DID1224,CID7716
DID1225,CID2398
DID1225,CID2905
DID1225,CID3964
DID1225,CID7842
DID1226,CID3544
DID1227,CID1525
DID1227,CID1996
DID1227,CID2542
DID1227,CID770
DID1228,CID2640
DID1228,CID4034
DID1228,CID5549
DID1228,CID8671
DID1229,CID1803
DID1229,CID7027
DID1230,CID1055
DID1230,CID1805
DID1230,CID5108
DID1230,CID8257
DID1230,CID984
DID1231,CID1338
DID1231,CID1446
DID1231,CID3380
DID1231,CID5702
DID1232,CID5807
DID1232,CID6223
DID1233,CID1076
DID1233,CID5175
DID1233,CID93
DID1234,CID1295
DID1234,CID3678
DID1234,CID4128
DID1234,CID6045
DID1234,CID7996
DID1235,CID1308
DID1235,CID5377
DID1235,CID6104
DID1235,CID6558
DID1236,CID3628
DID1237,CID463
DID1238,CID5920
DID1239,CID2320
DID1239,CID7166
DID1240,CID2216
DID1240,CID4286
DID1240,CID658
DID1240,CID830
DID1241,CID5667
DID1242,CID988
DID1243,CID137
DID1243,CID3153
DID1244,CID1370
DID1244,CID4859
DID1244,CID4979
DID1244,CID5498
DID1244,CID929
DID1245,CID1227
DID1245,CID1829
DID1245,CID3053
DID1245,CID4432
DID1245,CID6647
DID1246,CID2430
DID1246,CID4476
DID1246,CID4739
DID1246,CID5896
DID1246,CID6947
DID1247,CID2603
DID1247,CID264
DID1247,CID6819
DID1247,CID8034
DID1247,CID8456
DID1248,CID6228
DID1248,CID8235
DID1248,CID8624
DID1249,CID4854
DID1249,CID7647
DID1249,CID7767
DID1249,CID8719
DID1250,CID1089
DID1250,CID3238
DID1251,CID1407
DID1251,CID2397
DID1251,CID3518
DID1251,CID745
DID1252,CID1881
DID1252,CID292
DID1253,CID1223
DID1253,CID361
DID1253,CID3735
DID1253,CID7699
DID1254,CID3099
DID1254,CID4110
DID1254,CID793
DID1254,CID8273
DID1255,CID2645
DID1255,CID6871
DID1255,CID7307
DID1255,CID8529
DID1256,CID5012
DID1256,CID5584
DID1256,CID6807
DID1256,CID8193
DID1257,CID4288
DID1258,CID1437
DID1258,CID7578
DID1259,CID3246
DID1259,CID4795
DID1259,CID6580
DID1259,CID7219
DID1260,CID1175
DID1260,CID2122
DID1260,CID6813
DID1261,CID1085
DID1261,CID1140
DID1261,CID401
DID1261,CID4593
DID1262,CID3792
DID1262,CID4979
DID1262,CID6028
DID1263,CID4530
DID1263,CID5972
DID1263,CID6475
DID1263,CID6531
DID1264,CID6677
DID1265,CID1900
DID1265,CID6991
DID1266,CID3252
DID1266,CID3629
DID1266,CID410
DID1266,CID677
DID1267,CID5183
DID1268,CID1181
DID1268,CID1428
DID1268,CID3918
DID1269,CID64
DID1269,CID7847
DID1269,CID8720
DID1270,CID6595
DID1271,CID6710
DID1271,CID7949
DID1272,CID2753
DID1272,CID5702
DID1272,CID6788
DID1272,CID7285
DID1273,CID1904
DID1273,CID3508
DID1273,CID7084
DID1273,CID722
DID1274,CID2666
DID1274,CID4782
DID1274,CID7682
DID1275,CID1634
DID1275,CID3895
DID1275,CID5463
DID1276,CID1338
DID1276,CID5233
DID1276,CID7749
DID1277,CID3908
DID1277,CID4264
DID1278,CID3048
DID1278,CID635
DID1279,CID3473
DID1279,CID7659
DID1279,CID7838
DID1280,CID4028
DID1280,CID8834
DID1281,CID1646
DID1281,CID3587
DID1282,CID295
DID1282,CID5161
DID1283,CID2029
DID1283,CID2603
DID1283,CID4089
DID1283,CID5544
DID1284,CID3526
DID1284,CID5963
DID1285,CID2839
DID1286,CID4972
DID1286,CID517
DID1286,CID5907
DID1286,CID8466
DID1287,CID1917
DID1287,CID3557
DID1287,CID8219
DID1288,CID4372
DID1289,CID1440
DID1289,CID2225
DID1289,CID2514
DID1289,CID3633
DID1289,CID7134
DID1290,CID2529
DID1290,CID4078
DID1290,CID5683
DID1290,CID7162
DID1290,CID8295
DID1291,CID1855
DID1291,CID6577
DID1292,CID2959
DID1292,CID3606
DID1292,CID3767
DID1292,CID6043
DID1292,CID8210
DID1293,CID6924
DID1293,CID8493
DID1294,CID2158
DID1294,CID5107
DID1294,CID7578
DID1295,CID7829
DID1295,CID8104
DID1296,CID6649
DID1297,CID4841
DID1298,CID1115
DID1298,CID8064
DID1299,CID1520
DID1299,CID2190
DID1299,CID3873
DID1299,CID6283
DID1299,CID6839
DID1300,CID3760
DID1300,CID3803
DID1300,CID4529
DID1300,CID4682
DID1300,CID8123
DID1301,CID5521
DID1301,CID6831
DID1301,CID8960
DID1301,CID933
DID1302,CID326
DID1302,CID3426
DID1302,CID7767
DID1302,CID8049
DID1303,CID4887
DID1303,CID6636
DID1303,CID739
DID1303,CID8896
DID1304,CID5654
DID1304,CID6321
DID1305,CID4290
DID1305,CID5066
DID1305,CID6059
DID1305,CID6238
DID1305,CID8432
DID1306,CID3213
DID1306,CID5474
DID1306,CID8514
DID1307,CID2665
DID1307,CID4408
DID1307,CID6035
DID1307,CID7685
DID1307,CID8860
DID1308,CID1065
DID1308,CID1423
DID1308,CID6841
DID1309,CID6480
DID1310,CID4353
DID1311,CID1604
DID1311,CID2302
DID1311,CID3336
DID1311,CID5419
DID1311,CID8835
DID1312,CID2909
DID1312,CID2970
DID1312,CID3964
DID1312,CID7478
DID1312,CID8213
DID1313,CID358
DID1313,CID7398
DID1313,CID8549
DID1314,CID725
DID1315,CID2042
DID1315,CID5051
DID1316,CID1365
DID1316,CID1875
DID1316,CID485
DID1316,CID5937
DID1316,CID7373
DID1317,CID2754
DID1317,CID2929
DID1317,CID5289
DID1318,CID1403
DID1319,CID6383
DID1320,CID1489
DID1321,CID3035
DID1321,CID4664
DID1322,CID4635
DID1322,CID6708
DID1322,CID7468
DID1322,CID8913
DID1323,CID14
DID1323,CID2055
DID1323,CID4316
DID1323,CID4351
DID1323,CID7136
DID1324,CID2877
DID1324,CID4376
DID1324,CID5922
DID1324,CID7688
DID1324,CID8879
DID1325,CID2674
DID1325,CID3833
DID1325,CID5173
DID1325,CID8571
DID1325,CID865
DID1326,CID8368
DID1327,CID1337
DID1327,CID2416
DID1327,CID6300
DID1327,CID7313
DID1328,CID261
DID1328,CID5871
DID1328,CID8862
DID1329,CID1025
DID1329,CID1764
DID1329,CID1819
DID1329,CID6397
DID1330,CID132
DID1330,CID1980
DID1330,CID6035
DID1331,CID1804
DID1331,CID351
DID1331,CID7129
DID1331,CID7529
DID1331,CID8082
DID1332,CID2568
DID1332,CID3850
DID1332,CID4314
DID1332,CID5617
DID1333,CID1045
DID1333,CID525
DID1333,CID7964
DID1333,CID8230
DID1334,CID1068
DID1334,CID4114
DID1334,CID6453
DID1334,CID8740
DID1335,CID3066
DID1335,CID4750
DID1335,CID8134
DID1336,CID3349
DID1336,CID3615
DID1337,CID4202
DID1338,CID2313
DID1339,CID3054
DID1339,CID3937
DID1339,CID8262
DID1340,CID2331
DID1341,CID7440
DID1341,CID7792
DID1341,CID8503
DID1342,CID1781
DID1342,CID3821
DID1342,CID7111
DID1343,CID3280
DID1343,CID4294
DID1343,CID8053
DID1344,CID1222
DID1344,CID1785
DID1344,CID2007
DID1344,CID8629
DID1345,CID3102
DID1345,CID5178
DID1345,CID7474
DID1346,CID2354
DID1346,CID238
DID1347,CID1190
DID1347,CID1236
DID1347,CID1345
DID1348,CID286
DID1348,CID458
DID1348,CID5017
DID1348,CID672
DID1348,CID8471
DID1349,CID4372
DID1349,CID6990
DID1349,CID8269
DID1350,CID4354
DID1351,CID129
DID1351,CID2671
DID1351,CID7157
DID1352,CID1665
DID1352,CID1775
DID1352,CID8296
DID1353,CID4739
DID1353,CID6386
DID1353,CID8331
DID1353,CID8847
DID1354,CID2319
DID1354,CID2555
DID1354,CID5608
DID1355,CID6395
DID1355,CID6643
DID1356,CID3710
DID1356,CID5985
DID1356,CID6845
DID1356,CID8920
DID1357,CID3747
DID1357,CID7008
DID1358,CID2331
DID1358,CID4994
DID1359,CID3175
DID1359,CID3543
DID1359,CID3752
DID1359,CID4075
DID1360,CID5043
DID1360,CID7472
DID1361,CID4057
DID1362,CID7689
DID1363,CID3041
DID1364,CID1976
DID1364,CID2931
DID1364,CID432
DID1364,CID4744
DID1365,CID2875
DID1365,CID4599
DID1365,CID6105
DID1366,CID4696
DID1366,CID5679
DID1366,CID6349
DID1366,CID931
DID1367,CID2035
DID1367,CID3809
DID1367,CID3852
DID1367,CID5598
DID1367,CID7022
DID1368,CID2285
DID1368,CID3894
DID1368,CID5188
DID1368,CID6486
DID1369,CID378
DID1369,CID5848
DID1369,CID7510
DID1370,CID1047
DID1370,CID3956
DID1370,CID6308
DID1370,CID7305
DID1370,CID8269
DID1371,CID1140
DID1371,CID2124
DID1371,CID6796
DID1371,CID8016
DID1371,CID8468
DID1372,CID3007
DID1372,CID643
DID1372,CID933
DID1373,CID1012
DID1373,CID1526
DID1373,CID5663
DID1373,CID6476
DID1374,CID2611
DID1374,CID933
DID1375,CID4092
DID1375,CID6219
DID1375,CID6357
DID1375,CID8583
DID1375,CID908
DID1376,CID1496
DID1376,CID545
DID1376,CID6998
DID1377,CID4841
DID1377,CID6343
DID1377,CID6945
DID1377,CID8143
DID1377,CID8157
DID1378,CID3937
DID1378,CID4161
DID1378,CID7060
DID1379,CID4089
DID1380,CID4385
DID1380,CID7505
DID1380,CID8609
DID1381,CID3983
DID1381,CID611
DID1382,CID5321
DID1382,CID5430
DID1382,CID6536
DID1383,CID4805
DID1384,CID1246
DID1384,CID1551
DID1384,CID7660
DID1384,CID8242
DID1385,CID1178
DID1385,CID3411
DID1385,CID6211
DID1385,CID7778
DID1385,CID8746
DID1386,CID6539
DID1387,CID2571
DID1387,CID4013
DID1388,CID141
DID1388,CID5095
DID1389,CID1895
DID1389,CID7466
DID1390,CID5591
DID1391,CID757
DID1392,CID2154
DID1392,CID4021
DID1392,CID4723
DID1392,CID6729
DID1393,CID372
DID1394,CID3483
DID1394,CID6386
DID1394,CID6585
DID1394,CID8491
DID1395,CID2504
DID1395,CID3059
DID1396,CID3598
DID1396,CID6675
DID1396,CID7144
DID1397,CID406
DID1397,CID4308
DID1397,CID6948
DID1397,CID7317
DID1397,CID7907
DID1398,CID8344
DID1399,CID2839
DID1399,CID8539
DID1400,CID2285
DID1400,CID2337
DID1400,CID5378
DID1400,CID5723
DID1401,CID4358
DID1401,CID7332
DID1401,CID8727
DID1402,CID3779
DID1402,CID6162
DID1402,CID7380
DID1403,CID3944
DID1403,CID66
DID1403,CID7083
DID1403,CID741
DID1403,CID7651
DID1404,CID1407
DID1404,CID4316
DID1405,CID3628
DID1405,CID8578
DID1406,CID2010
DID1406,CID8813
DID1407,CID5000
DID1407,CID6666
DID1407,CID6883
DID1407,CID7019
DID1408,CID2475
DID1408,CID5645
DID1408,CID6798
DID1408,CID6823
DID1409,CID3578
DID1409,CID561
DID1409,CID6998
DID1410,CID2383
DID1410,CID579
DID1411,CID3344
DID1411,CID5108
DID1412,CID8586
DID1413,CID6148
DID1414,CID2043
DID1415,CID2586
DID1415,CID4024
DID1415,CID4691
DID1416,CID6802
DID1417,CID363
DID1417,CID6028
DID1418,CID6483
DID1418,CID7522
DID1418,CID8017
DID1418,CID8276
DID1419,CID1024
DID1419,CID3290
DID1419,CID4682
DID1419,CID8634
DID1420,CID5236
DID1420,CID6998
DID1421,CID1995
DID1421,CID2502
DID1421,CID3145
DID1421,CID6330
DID1421,CID7326
DID1422,CID319
DID1423,CID180
DID1423,CID3887
DID1423,CID7672
DID1424,CID1306
DID1424,CID2756
DID1424,CID3002
DID1424,CID7236
DID1424,CID8326
DID1425,CID1579
DID1425,CID7854
DID1426,CID5738
DID1427,CID1081
DID1427,CID289
DID1427,CID3251
DID1427,CID6720
DID1427,CID7845
DID1428,CID314
DID1428,CID3643
DID1429,CID1201
DID1429,CID3776
DID1429,CID8336
DID1429,CID8632
DID1429,CID90
DID1430,CID1917
DID1430,CID4887
DID1430,CID5993
DID1431,CID1706
DID1431,CID5196
DID1431,CID5441
DID1431,CID614
DID1432,CID1256
DID1432,CID6604
DID1432,CID6983
DID1432,CID7257
DID1432,CID8742
DID1433,CID6222
DID1434,CID208
DID1434,CID2095
DID1434,CID3926
DID1434,CID8881
DID1435,CID6286
DID1435,CID6373
DID1436,CID4872
DID1436,CID8976
DID1437,CID1404
DID1437,CID352
DID1437,CID5696
DID1438,CID2485
DID1438,CID5831
DID1438,CID7612
DID1438,CID8439
DID1438,CID8717
DID1439,CID2256
DID1439,CID3
DID1439,CID4233
DID1440,CID5092
DID1440,CID5607
DID1440,CID5821
DID1440,CID6023
DID1441,CID1518
DID1441,CID4204
DID1441,CID4578
DID1441,CID6460
DID1442,CID3706
DID1442,CID534
DID1442,CID8392
DID1443,CID4901
DID1443,CID8336
DID1443,CID8709
DID1444,CID2448
DID1444,CID3654
DID1445,CID2160
DID1445,CID217
DID1445,CID280
DID1445,CID7815
DID1446,CID2304
DID1447,CID3684
DID1448,CID1890
DID1448,CID2156
DID1448,CID4083
DID1449,CID1434
DID1449,CID5506
DID1449,CID5847
DID1449,CID6805
DID1450,CID1357
DID1450,CID2407
DID1450,CID3295
DID1450,CID6039
DID1451,CID250
DID1451,CID3463
DID1451,CID5895
DID1452,CID474
DID1452,CID5582
DID1452,CID5994
DID1453,CID8438
DID1454,CID1002
DID1454,CID3066
DID1454,CID5878
DID1454,CID790
DID1454,CID8512
DID1455,CID2165
DID1455,CID5346
DID1456,CID7438
DID1456,CID7508
DID1457,CID5895
DID1457,CID7141
DID1458,CID2893
DID1458,CID4220
DID1458,CID4402
DID1458,CID4888
DID1458,CID5604
DID1459,CID1851
DID1459,CID497
DID1460,CID1667
DID1460,CID66
DID1460,CID7013
DID1461,CID5335
DID1461,CID5453
DID1462,CID5430
DID1462,CID8289
DID1462,CID8765
DID1463,CID5866
DID1463,CID6497
DID1463,CID7616
DID1463,CID8164
DID1463,CID8199
DID1464,CID2781
DID1464,CID4931
DID1464,CID5407
DID1464,CID6728
DID1465,CID2639
DID1465,CID4691
DID1465,CID47
DID1466,CID3325
DID1467,CID1072
DID1467,CID1524
DID1467,CID2514
DID1468,CID1607
DID1468,CID2961
DID1468,CID4103
DID1468,CID4815
DID1468,CID8563
DID1469,CID3294
DID1470,CID3408
DID1470,CID360
DID1470,CID5653
DID1470,CID810
DID1471,CID1575
DID1471,CID3943
DID1471,CID4155
DID1472,CID8326
DID1472,CID8364
DID1473,CID8824
DID1474,CID2205
DID1475,CID148
DID1475,CID1980
DID1475,CID6735
DID1475,CID8066
DID1475,CID8582
DID1476,CID6194
DID1476,CID6808
DID1477,CID2082
DID1477,CID2232
DID1477,CID4006
DID1477,CID8817
DID1478,CID7405
DID1478,CID7632
DID1478,CID7788
DID1478,CID8930
DID1479,CID1157
DID1479,CID2496
DID1479,CID5508
DID1479,CID6065
DID1480,CID6470
DID1480,CID7187
DID1481,CID6610
DID1481,CID8698
DID1481,CID950
DID1482,CID4055
DID1482,CID4651
DID1482,CID4778
DID1482,CID5445
DID1482,CID5882
DID1483,CID1593
DID1483,CID2356
DID1483,CID2710
DID1483,CID5012
DID1484,CID1720
DID1484,CID438
DID1484,CID5249
DID1484,CID6577
DID1485,CID2151
DID1485,CID3471
DID1486,CID1980
DID1487,CID2929
DID1488,CID1569
DID1488,CID3568
DID1488,CID988
DID1489,CID2525
DID1489,CID300
DID1489,CID4522
DID1489,CID6727
DID1489,CID8120
DID1490,CID3484
DID1490,CID7125
DID1490,CID7742
DID1491,CID1547
DID1491,CID2868
DID1491,CID64
DID1491,CID8093
DID1492,CID1348
DID1493,CID6421
DID1494,CID1429
DID1494,CID2774
DID1494,CID2855
DID1494,CID6472
DID1494,CID8717
DID1495,CID1548
DID1495,CID3874
DID1495,CID5776
DID1495,CID8219
DID1496,CID2375
DID1496,CID2997
DID1497,CID1320
DID1497,CID2375
DID1497,CID3725
DID1497,CID6953
DID1497,CID8222
DID1498,CID775
DID1498,CID8855
DID1499,CID183
DID1499,CID3321
DID1499,CID47
DID1499,CID5029
DID1500,CID1976
DID1500,CID3136
DID1500,CID3549
DID1500,CID592
DID1501,CID6619
DID1502,CID3499
DID1502,CID6248
DID1502,CID7718
DID1503,CID202
DID1503,CID2354
DID1503,CID5396
DID1503,CID5634
DID1504,CID1637
DID1505,CID4554
DID1505,CID6685
DID1505,CID7779
DID1506,CID1196
DID1506,CID2642
DID1507,CID431
DID1507,CID7876
DID1508,CID2908
DID1508,CID4124
DID1508,CID5344
DID1509,CID3149
DID1509,CID4898
DID1509,CID544
DID1509,CID8485
DID1510,CID3031
DID1510,CID3606
DID1510,CID50
DID1510,CID6221
DID1510,CID8055
DID1511,CID1503
DID1511,CID2354
DID1511,CID6241
DID1511,CID6732
DID1511,CID7728
DID1512,CID3159
DID1512,CID3210
DID1513,CID1931
DID1513,CID6135
DID1514,CID7676
DID1515,CID8201
DID1516,CID4040
DID1516,CID4609
DID1517,CID4451
DID1517,CID7683
DID1518,CID2794
DID1518,CID5166
DID1518,CID5514
DID1518,CID6098
DID1518,CID8254
DID1519,CID2547
DID1519,CID2609
DID1519,CID4634
DID1519,CID5755
DID1519,CID8858
DID1520,CID155
DID1521,CID3563
DID1521,CID3925
DID1521,CID4332
DID1521,CID5040
DID1522,CID2087
DID1523,CID2074
DID1523,CID4587
DID1524,CID1818
DID1525,CID1430
DID1525,CID788
DID1526,CID3637
DID1526,CID8794
DID1527,CID1891
DID1527,CID2209
DID1527,CID3278
DID1527,CID6598
DID1527,CID8469
DID1528,CID3969
DID1529,CID2896
DID1529,CID3205
DID1529,CID5315
DID1529,CID7337
DID1529,CID7666
DID1530,CID1356
DID1530,CID4437
DID1530,CID7858
DID1531,CID3011
DID1531,CID356
DID1531,CID4277
DID1531,CID5537
DID1531,CID6860
DID1532,CID2697
DID1532,CID3784
DID1532,CID3839
DID1532,CID5351
DID1532,CID8323
DID1533,CID8584
DID1534,CID4924
DID1534,CID6023
DID1535,CID2870
DID1535,CID4647
DID1535,CID7703
DID1536,CID3447
DID1536,CID7767
DID1536,CID7975
DID1536,CID8382
DID1536,CID941
DID1537,CID2137
DID1537,CID2493
DID1537,CID3476
DID1537,CID4705
DID1537,CID983
DID1538,CID3024
DID1538,CID3294
DID1538,CID6300
DID1538,CID949
DID1539,CID2367
DID1539,CID6297
DID1539,CID6499
DID1540,CID7071
DID1540,CID8625
DID1540,CID8689
DID1541,CID6708
DID1542,CID1797
DID1542,CID2332
DID1542,CID3132
DID1542,CID6567
DID1543,CID2695
DID1543,CID8070
DID1544,CID5541
DID1544,CID7903
DID1545,CID4090
DID1545,CID6236
DID1545,CID8193
DID1546,CID8674
DID1547,CID6563
DID1547,CID7709
DID1547,CID7784
DID1547,CID8812
DID1548,CID4079
DID1548,CID6234
DID1548,CID6568
DID1548,CID7599
DID1548,CID8035
