BID,AID
BID874,AID573
BID874,AID641
BID875,AID3181
BID876,AID1281
BID876,AID1921
BID876,AID3726
BID877,AID2564
BID878,AID1572
BID878,AID1803
BID878,AID3089
BID879,AID1681
BID879,AID1877
BID879,AID2187
BID880,AID1305
BID880,AID809
BID881,AID1558
BID881,AID960
BID882,AID2161
BID882,AID2848
BID882,AID3231
BID882,AID553
BID883,AID2264
BID884,AID1607
BID884,AID722
BID885,AID1171
BID885,AID4
BID885,AID868
BID886,AID1473
BID887,AID1206
BID887,AID2082
BID888,AID2354
BID889,AID2823
BID890,AID1128
BID890,AID1904
BID890,AID3359
BID891,AID3109
BID891,AID680
BID892,AID325
BID892,AID91
BID893,AID3496
BID894,AID1389
BID894,AID2172
BID895,AID1771
BID896,AID1601
BID897,AID2568
BID898,AID3333
BID899,AID1284
BID899,AID3333
BID900,AID3644
BID901,AID1252
BID901,AID3023
BID902,AID557
BID903,AID2441
BID903,AID3072
BID903,AID3233
BID903,AID3590
BID904,AID3720
BID905,AID2136
BID905,AID385
BID906,AID2137
BID907,AID1295
BID907,AID609
BID908,AID3758
BID909,AID3324
BID910,AID2624
BID911,AID3923
BID912,AID3318
BID912,AID3360
BID913,AID1077
BID913,AID2002
BID914,AID2199
BID914,AID3809
BID915,AID2368
BID916,AID3641
BID917,AID1667
BID918,AID1963
BID918,AID2539
BID918,AID3290
BID919,AID3984
BID919,AID399
BID920,AID243
BID920,AID2661
BID921,AID1130
BID922,AID1360
BID922,AID3238
BID922,AID864
BID923,AID3710
BID924,AID168
BID925,AID1283
BID926,AID1347
BID926,AID3233
BID927,AID2425
BID928,AID1313
BID929,AID1888
BID930,AID3330
BID930,AID3629
BID931,AID2018
BID932,AID2322
BID932,AID880
BID933,AID2819
BID933,AID3068
BID933,AID3134
BID934,AID357
BID935,AID1263
BID935,AID2603
BID935,AID381
BID935,AID785
BID936,AID1761
BID936,AID920
BID937,AID3018
BID938,AID1520
BID938,AID3508
BID938,AID3670
BID939,AID1058
BID939,AID2405
BID940,AID1325
BID940,AID3737
BID941,AID1496
BID941,AID3462
BID942,AID3888
BID943,AID1184
BID944,AID2828
BID944,AID3256
BID944,AID3489
BID944,AID3555
BID945,AID3307
BID946,AID2930
BID947,AID2303
BID948,AID208
BID948,AID2458
BID949,AID1344
BID949,AID396
BID950,AID826
BID951,AID3492
BID951,AID3585
BID952,AID1908
BID953,AID3467
BID954,AID2643
BID954,AID2915
BID954,AID3205
BID954,AID451
BID955,AID2284
BID955,AID2971
BID956,AID2478
BID956,AID3292
BID957,AID2081
BID958,AID983
BID959,AID3551
BID959,AID3596
BID960,AID1913
BID961,AID3409
BID961,AID3779
BID962,AID3582
BID963,AID3303
BID964,AID1159
BID964,AID2057
BID964,AID499
BID964,AID827
BID965,AID2012
BID966,AID2659
BID967,AID236
BID967,AID3178
BID968,AID2848
BID968,AID93
BID969,AID1152
BID969,AID3218
BID970,AID3590
BID970,AID515
BID970,AID747
BID971,AID1840
BID971,AID2780
BID972,AID1657
BID972,AID2252
BID973,AID2289
BID973,AID3140
BID973,AID3218
BID974,AID2945
BID975,AID1511
BID976,AID696
BID977,AID2620
BID977,AID340
BID978,AID3566
BID979,AID2051
BID980,AID186
BID980,AID3323
BID981,AID1101
BID982,AID2320
BID983,AID949
BID984,AID2341
BID985,AID2924
BID985,AID790
BID986,AID1631
BID987,AID997
BID988,AID2453
BID988,AID3257
BID988,AID3834
BID989,AID1534
BID989,AID1858
BID989,AID1878
BID989,AID2399
BID990,AID1502
BID990,AID2318
BID990,AID2702
BID991,AID2489
BID992,AID3035
BID993,AID639
BID994,AID3605
BID994,AID943
BID995,AID1342
BID995,AID1738
BID995,AID2206
BID996,AID3849
BID996,AID509
BID997,AID1810
BID997,AID3872
BID998,AID598
BID999,AID1986
BID1000,AID1683
BID1001,AID2308
BID1001,AID908
BID1002,AID2630
BID1002,AID3726
BID1002,AID76
BID1003,AID1361
BID1004,AID222
BID1004,AID2495
BID1005,AID2136
BID1005,AID876
BID1006,AID1177
BID1006,AID2093
BID1007,AID1869
BID1007,AID3193
BID1008,AID3646
BID1009,AID1614
BID1009,AID3358
BID1010,AID1205
BID1010,AID2422
BID1011,AID1810
BID1011,AID3701
BID1012,AID3665
BID1012,AID3736
BID1013,AID1108
BID1013,AID985
BID1014,AID1667
BID1014,AID1809
BID1015,AID121
BID1015,AID2470
BID1016,AID1544
BID1016,AID3126
BID1016,AID3263
BID1016,AID763
BID1017,AID1329
BID1017,AID2263
BID1017,AID3540
BID1017,AID3767
BID1018,AID1221
BID1018,AID2781
BID1018,AID3016
BID1018,AID530
BID1019,AID2602
BID1020,AID361
BID1020,AID3899
BID1021,AID1275
BID1021,AID321
BID1022,AID1326
BID1023,AID1580
BID1023,AID2864
BID1024,AID376
BID1025,AID1311
BID1026,AID2739
BID1026,AID2795
BID1026,AID490
BID1027,AID1149
BID1027,AID2777
BID1028,AID781
BID1029,AID1132
BID1029,AID1618
BID1030,AID3329
BID1031,AID216
BID1031,AID2267
BID1031,AID723
BID1032,AID404
BID1033,AID1657
BID1033,AID2125
BID1033,AID45
BID1034,AID1455
BID1035,AID3466
BID1035,AID55
BID1036,AID1327
BID1036,AID1559
BID1036,AID1990
BID1037,AID1036
BID1037,AID1498
BID1037,AID1601
BID1037,AID2132
BID1038,AID1727
BID1038,AID3740
BID1039,AID1664
BID1039,AID2458
BID1039,AID869
BID1040,AID1
BID1040,AID527
BID1041,AID1249
BID1041,AID2891
BID1042,AID1889
BID1042,AID825
BID1042,AID902
BID1043,AID1367
BID1043,AID3261
BID1044,AID2001
BID1044,AID3222
BID1045,AID1430
BID1045,AID2790
BID1045,AID3250
BID1046,AID2202
BID1047,AID3019
BID1048,AID1315
BID1048,AID1556
BID1048,AID1943
BID1048,AID2173
BID1049,AID3368
BID1050,AID285
BID1050,AID886
BID1051,AID162
BID1051,AID3330
BID1052,AID1410
BID1052,AID3020
BID1053,AID709
BID1054,AID91
BID1055,AID3025
BID1055,AID911
BID1056,AID1163
BID1056,AID3615
BID1056,AID689
BID1057,AID3531
BID1058,AID97
BID1059,AID2798
BID1060,AID3729
BID1061,AID2372
BID1061,AID3215
BID1062,AID3092
BID1063,AID2183
BID1063,AID3486
BID1063,AID3817
BID1064,AID2236
BID1065,AID261
BID1065,AID291
BID1066,AID740
BID1067,AID2376
BID1068,AID717
BID1068,AID972
BID1069,AID1852
BID1070,AID2152
BID1070,AID3807
BID1070,AID3952
BID1070,AID575
BID1071,AID1860
BID1071,AID2615
BID1071,AID3201
BID1071,AID3394
BID1072,AID1999
BID1072,AID2323
BID1072,AID2653
BID1073,AID382
BID1074,AID2114
BID1075,AID2653
BID1076,AID1587
BID1076,AID3586
BID1077,AID3661
BID1078,AID1257
BID1078,AID2135
BID1078,AID2602
BID1078,AID3469
BID1079,AID1110
BID1080,AID2444
BID1081,AID3581
BID1081,AID769
BID1082,AID157
BID1083,AID3118
BID1083,AID750
BID1084,AID3460
BID1084,AID657
BID1085,AID2295
BID1085,AID710
BID1086,AID2029
BID1087,AID1364
BID1088,AID417
BID1089,AID2010
BID1090,AID2387
BID1090,AID2885
BID1090,AID3556
BID1091,AID3486
BID1092,AID1214
BID1093,AID1903
BID1093,AID2688
BID1093,AID3897
BID1094,AID1052
BID1094,AID2847
BID1094,AID972
BID1095,AID1238
BID1096,AID2987
BID1097,AID115
BID1097,AID392
BID1098,AID1184
BID1099,AID962
BID1100,AID407
BID1101,AID2334
BID1101,AID31
BID1102,AID1655
BID1102,AID1674
BID1103,AID1944
BID1104,AID2284
BID1104,AID2746
BID1105,AID1082
BID1106,AID2249
BID1107,AID1744
BID1107,AID2546
BID1108,AID3876
BID1108,AID660
BID1109,AID205
BID1110,AID2821
BID1111,AID2723
BID1111,AID3178
BID1112,AID2474
BID1113,AID2740
BID1113,AID2981
BID1114,AID3154
BID1115,AID3194
BID1115,AID3908
BID1116,AID3145
BID1117,AID3628
BID1118,AID3396
BID1118,AID467
BID1119,AID1784
BID1119,AID883
BID1120,AID3205
BID1120,AID477
BID1121,AID1715
BID1121,AID1888
BID1121,AID23
BID1121,AID2916
BID1122,AID717
BID1122,AID841
BID1123,AID2991
BID1124,AID1144
BID1124,AID388
BID1124,AID762
BID1125,AID1235
BID1125,AID2212
BID1125,AID3453
BID1126,AID215
BID1127,AID2516
BID1127,AID694
BID1128,AID1650
BID1128,AID717
BID1129,AID3198
BID1130,AID1676
BID1131,AID2462
BID1132,AID289
BID1133,AID1081
BID1133,AID1651
BID1133,AID1905
BID1133,AID2275
BID1134,AID1839
BID1135,AID1835
BID1135,AID3761
BID1136,AID2666
BID1137,AID1133
BID1137,AID2206
BID1137,AID3585
BID1138,AID1605
BID1139,AID2096
BID1140,AID2988
BID1140,AID598
BID1141,AID2633
BID1142,AID112
BID1142,AID375
BID1143,AID1342
BID1143,AID540
BID1144,AID3709
BID1145,AID1785
BID1145,AID2009
BID1146,AID3365
BID1146,AID705
BID1147,AID2906
BID1147,AID3721
BID1147,AID573
BID1148,AID2352
BID1148,AID2442
BID1149,AID1136
BID1149,AID1923
BID1150,AID1226
BID1150,AID3681
BID1150,AID627
BID1150,AID694
BID1151,AID1886
BID1151,AID3066
BID1152,AID255
BID1152,AID317
BID1153,AID1607
BID1154,AID1214
BID1155,AID1314
BID1155,AID3217
BID1155,AID3601
BID1155,AID454
BID1156,AID183
BID1156,AID3432
BID1157,AID2461
BID1157,AID2661
BID1158,AID40
BID1159,AID1970
BID1159,AID2899
BID1160,AID2164
BID1161,AID2603
BID1162,AID3018
BID1162,AID3921
BID1163,AID200
BID1164,AID3740
BID1164,AID685
BID1165,AID2302
BID1165,AID3236
BID1165,AID3684
BID1166,AID2027
BID1166,AID2509
BID1166,AID3091
BID1166,AID3876
BID1167,AID1435
BID1168,AID998
BID1169,AID1559
BID1169,AID2974
BID1170,AID3892
BID1171,AID1389
BID1171,AID2584
BID1171,AID2994
BID1171,AID3399
BID1172,AID3654
BID1173,AID1216
BID1173,AID2688
BID1173,AID528
BID1174,AID2401
BID1175,AID3360
BID1176,AID2473
BID1176,AID2937
BID1176,AID870
BID1177,AID1490
BID1177,AID2269
BID1177,AID2465
BID1177,AID3326
BID1178,AID1812
BID1178,AID3508
BID1179,AID507
BID1179,AID891
BID1180,AID2696
BID1181,AID228
BID1181,AID2906
BID1181,AID363
BID1182,AID1836
BID1182,AID591
BID1183,AID1749
BID1183,AID2813
BID1184,AID1028
BID1184,AID1803
BID1184,AID2042
BID1184,AID3163
BID1185,AID1244
BID1186,AID3738
BID1187,AID3172
BID1187,AID3501
BID1188,AID2251
BID1188,AID2360
BID1188,AID2955
BID1188,AID3577
BID1189,AID1183
BID1190,AID2110
BID1190,AID593
BID1191,AID3759
BID1191,AID3912
BID1192,AID997
BID1193,AID1773
BID1194,AID2912
BID1195,AID658
BID1196,AID1109
BID1196,AID1690
BID1196,AID479
BID1197,AID2383
BID1197,AID784
BID1198,AID1295
BID1198,AID7
BID1199,AID2134
BID1200,AID2543
BID1200,AID87
BID1201,AID763
BID1202,AID444
BID1203,AID2980
BID1203,AID644
BID1204,AID3506
BID1204,AID3695
BID1205,AID2929
BID1205,AID3244
BID1206,AID1581
BID1206,AID321
BID1207,AID1513
BID1207,AID923
BID1208,AID353
BID1208,AID425
BID1209,AID2008
BID1209,AID3380
BID1210,AID556
BID1210,AID950
BID1211,AID221
BID1211,AID2481
BID1211,AID2692
BID1211,AID3056
BID1212,AID3954
BID1213,AID3416
BID1213,AID784
BID1214,AID2708
BID1214,AID2888
BID1214,AID457
BID1214,AID774
BID1215,AID1010
BID1215,AID3027
BID1215,AID3694
BID1216,AID2904
BID1216,AID614
BID1217,AID3599
BID1218,AID1941
BID1218,AID3812
BID1219,AID230
BID1220,AID1758
BID1220,AID2597
BID1220,AID945
BID1221,AID1070
BID1221,AID2890
BID1222,AID1122
BID1222,AID2431
BID1222,AID486
BID1223,AID1630
BID1223,AID2686
BID1224,AID1902
BID1225,AID1449
BID1225,AID2467
BID1225,AID2825
BID1225,AID3364
BID1226,AID1025
BID1226,AID178
BID1226,AID2606
BID1227,AID2808
BID1228,AID2168
BID1229,AID854
BID1229,AID896
BID1230,AID3487
BID1230,AID3730
BID1231,AID1345
BID1231,AID2192
BID1232,AID3
BID1232,AID3454
BID1232,AID3502
BID1232,AID590
BID1233,AID2718
BID1233,AID2842
BID1234,AID1139
BID1234,AID2177
BID1234,AID314
BID1234,AID402
BID1235,AID494
BID1236,AID1140
BID1236,AID1909
BID1236,AID986
BID1237,AID742
BID1238,AID1958
BID1238,AID2446
BID1238,AID2860
BID1238,AID697
BID1239,AID1308
BID1239,AID1399
BID1240,AID3494
BID1240,AID500
BID1240,AID857
BID1241,AID892
BID1242,AID2886
BID1243,AID2692
BID1244,AID1630
BID1244,AID3644
BID1245,AID1560
BID1246,AID3838
BID1247,AID539
BID1248,AID295
BID1248,AID3944
BID1249,AID2074
BID1250,AID2033
BID1250,AID603
BID1251,AID1002
BID1251,AID1054
BID1251,AID285
BID1252,AID1897
BID1252,AID3920
BID1253,AID229
BID1254,AID1935
BID1254,AID2612
BID1255,AID306
BID1255,AID3107
BID1256,AID1246
BID1256,AID3098
BID1257,AID1062
BID1257,AID742
BID1258,AID1048
BID1258,AID1836
BID1259,AID3320
BID1259,AID3458
BID1260,AID2360
BID1260,AID3725
BID1261,AID1424
BID1262,AID950
BID1263,AID1181
BID1263,AID3143
BID1264,AID1046
BID1264,AID532
BID1265,AID1796
BID1266,AID2702
BID1267,AID3934
BID1268,AID2311
BID1268,AID2501
BID1269,AID2012
BID1269,AID253
BID1269,AID3174
BID1269,AID3644
BID1270,AID1286
BID1271,AID1168
BID1272,AID2198
BID1272,AID2393
BID1272,AID3567
BID1273,AID3198
BID1274,AID2046
BID1274,AID2742
BID1275,AID2087
BID1275,AID2533
BID1276,AID785
BID1277,AID503
BID1278,AID1085
BID1278,AID3118
BID1278,AID3189
BID1278,AID836
BID1279,AID159
BID1279,AID2397
BID1279,AID3200
BID1280,AID2007
BID1280,AID3348
BID1281,AID3448
BID1281,AID424
BID1281,AID732
BID1282,AID2135
BID1282,AID3965
BID1283,AID1637
BID1283,AID699
BID1284,AID2240
BID1284,AID80
BID1285,AID3414
BID1286,AID1859
BID1286,AID2167
BID1287,AID2025
BID1288,AID3578
BID1289,AID1602
BID1289,AID3749
BID1290,AID1022
BID1291,AID1579
BID1291,AID1710
BID1291,AID2753
BID1292,AID1425
BID1292,AID2203
BID1292,AID3311
BID1292,AID952
BID1293,AID2545
BID1294,AID3620
BID1294,AID813
BID1295,AID3541
BID1295,AID3735
BID1296,AID1073
BID1296,AID3442
BID1296,AID3782
BID1296,AID3928
BID1297,AID739
BID1298,AID1181
BID1298,AID1676
BID1299,AID2565
BID1299,AID375
BID1300,AID1996
BID1300,AID3956
BID1301,AID1483
BID1301,AID2891
BID1302,AID2230
BID1303,AID17
BID1303,AID3794
BID1304,AID2797
BID1304,AID337
BID1304,AID92
BID1305,AID2103
BID1305,AID3110
BID1306,AID365
BID1306,AID577
BID1306,AID743
BID1307,AID1386
BID1307,AID224
BID1308,AID2874
BID1308,AID2918
BID1308,AID3607
BID1309,AID2224
BID1310,AID1429
BID1310,AID1672
BID1311,AID1398
BID1312,AID2252
BID1313,AID2731
BID1314,AID2654
BID1315,AID2004
BID1315,AID2683
BID1316,AID3663
BID1317,AID1155
BID1318,AID2765
BID1319,AID3450
BID1319,AID491
BID1320,AID3591
BID1321,AID3394
BID1322,AID1581
BID1322,AID2176
BID1323,AID1740
BID1323,AID2285
BID1324,AID200
BID1325,AID2286
BID1326,AID28
BID1327,AID1905
BID1327,AID2613
BID1327,AID2854
BID1328,AID1637
BID1328,AID2842
BID1328,AID2956
BID1329,AID554
BID1330,AID132
BID1330,AID2288
BID1330,AID2947
BID1331,AID1511
BID1331,AID1919
BID1332,AID1621
BID1332,AID2270
BID1333,AID1439
BID1333,AID354
BID1334,AID1488
BID1335,AID2000
BID1336,AID2138
BID1337,AID1818
BID1337,AID1906
BID1338,AID2080
BID1338,AID3387
BID1339,AID3747
BID1340,AID414
BID1340,AID659
BID1341,AID1357
BID1342,AID862
BID1343,AID2605
BID1344,AID1286
BID1344,AID1564
BID1345,AID2340
BID1345,AID3852
BID1345,AID630
BID1345,AID742
BID1346,AID2322
BID1346,AID3537
BID1347,AID1505
BID1348,AID2809
BID1348,AID2965
BID1349,AID3499
BID1350,AID1418
BID1350,AID2172
BID1351,AID2208
BID1351,AID2924
BID1352,AID2539
BID1352,AID94
BID1353,AID1224
BID1354,AID272
BID1354,AID2919
BID1355,AID3967
BID1355,AID3968
BID1356,AID882
BID1356,AID895
BID1357,AID3718
BID1357,AID748
BID1358,AID2782
BID1359,AID77
BID1360,AID484
BID1361,AID1258
BID1361,AID3694
BID1361,AID421
BID1361,AID488
BID1362,AID1207
BID1362,AID2733
BID1363,AID579
BID1364,AID1910
BID1364,AID259
BID1365,AID2439
BID1365,AID3023
BID1366,AID3384
BID1366,AID990
BID1367,AID1527
BID1367,AID1690
BID1368,AID2537
BID1369,AID1776
BID1370,AID802
BID1371,AID2335
BID1371,AID3324
BID1372,AID1775
BID1372,AID2997
BID1372,AID3801
BID1373,AID2024
BID1373,AID508
BID1374,AID2061
BID1374,AID2933
BID1374,AID3940
BID1375,AID3016
BID1375,AID3761
BID1376,AID3461
BID1376,AID3522
BID1377,AID1400
BID1377,AID3479
BID1378,AID121
BID1379,AID2148
BID1379,AID2750
BID1379,AID281
BID1379,AID442
BID1380,AID3716
BID1381,AID710
BID1382,AID787
BID1382,AID970
BID1383,AID2306
BID1383,AID388
BID1383,AID3906
BID1383,AID614
BID1384,AID1363
BID1384,AID2952
BID1384,AID3298
BID1385,AID1103
BID1386,AID687
BID1387,AID1246
BID1387,AID3998
BID1387,AID598
BID1388,AID219
BID1389,AID1941
BID1389,AID3642
BID1390,AID144
BID1390,AID2334
BID1391,AID3119
BID1392,AID155
BID1392,AID717
BID1393,AID190
BID1393,AID2761
BID1393,AID3753
BID1394,AID1149
BID1394,AID2378
BID1395,AID3384
BID1396,AID1616
BID1397,AID1879
BID1397,AID982
BID1398,AID2184
BID1399,AID2103
BID1399,AID3375
BID1400,AID1668
BID1400,AID2028
BID1400,AID3335
BID1401,AID1507
BID1402,AID86
BID1403,AID3209
BID1404,AID2661
BID1404,AID2673
BID1405,AID1030
BID1405,AID3674
BID1406,AID1303
BID1406,AID2924
BID1406,AID3847
BID1406,AID749
BID1407,AID1476
BID1407,AID3551
BID1407,AID420
BID1407,AID852
BID1408,AID2418
BID1408,AID3745
BID1409,AID2372
BID1409,AID2439
BID1410,AID2659
BID1411,AID1170
BID1411,AID3584
BID1411,AID3591
BID1412,AID2490
BID1412,AID3621
BID1413,AID770
BID1414,AID1254
BID1414,AID3037
BID1415,AID1776
BID1415,AID366
BID1415,AID906
BID1416,AID1628
BID1416,AID459
BID1417,AID2885
BID1417,AID466
BID1418,AID1480
BID1418,AID2386
BID1419,AID1799
BID1419,AID1828
BID1419,AID2840
BID1419,AID2904
BID1420,AID717
BID1421,AID183
BID1421,AID3034
BID1422,AID2222
BID1423,AID2144
BID1423,AID3477
BID1424,AID2176
BID1424,AID2284
BID1424,AID2317
BID1425,AID2747
BID1426,AID697
BID1426,AID816
BID1427,AID1991
BID1427,AID42
BID1428,AID2261
BID1428,AID3496
BID1429,AID21
BID1429,AID2510
BID1430,AID1750
BID1431,AID3582
BID1432,AID476
BID1432,AID82
BID1433,AID170
BID1434,AID27
BID1435,AID2915
BID1436,AID1831
BID1436,AID2354
BID1436,AID251
BID1436,AID972
BID1437,AID1338
BID1437,AID1932
BID1438,AID2516
BID1438,AID334
BID1439,AID3170
BID1440,AID2146
BID1441,AID2697
BID1442,AID1055
BID1442,AID1697
BID1443,AID1021
BID1444,AID3520
BID1444,AID864
BID1445,AID2822
BID1445,AID2941
BID1446,AID1084
BID1446,AID3321
BID1447,AID414
BID1448,AID2116
BID1448,AID2957
BID1449,AID3337
BID1449,AID902
BID1450,AID1591
BID1450,AID789
BID1451,AID3223
BID1451,AID3355
BID1452,AID3135
BID1452,AID356
BID1453,AID3401
BID1453,AID48
BID1454,AID738
BID1454,AID844
BID1455,AID127
BID1455,AID1778
BID1455,AID2569
BID1456,AID3908
BID1457,AID1067
BID1457,AID996
BID1458,AID2271
BID1458,AID3382
BID1459,AID1573
BID1459,AID1745
BID1460,AID2444
BID1460,AID329
BID1460,AID3721
BID1461,AID1577
BID1462,AID187
BID1462,AID3583
BID1463,AID297
BID1464,AID3567
BID1465,AID1009
BID1465,AID2293
BID1466,AID2704
BID1466,AID272
BID1467,AID19
BID1467,AID2391
BID1467,AID2493
BID1468,AID1436
BID1469,AID1146
BID1469,AID1450
BID1470,AID1238
BID1470,AID1749
BID1471,AID2901
BID1471,AID3455
BID1472,AID1359
BID1473,AID2369
BID1473,AID2418
BID1473,AID3294
BID1473,AID3530
BID1474,AID145
BID1474,AID2148
BID1475,AID2585
BID1476,AID1783
BID1477,AID1921
BID1477,AID3847
BID1478,AID1804
BID1479,AID2413
BID1480,AID116
BID1480,AID1362
BID1480,AID3174
BID1480,AID99
BID1481,AID149
BID1481,AID3167
BID1482,AID1956
BID1482,AID3985
BID1483,AID3044
BID1483,AID3100
BID1484,AID3690
BID1484,AID929
BID1485,AID884
BID1486,AID611
BID1487,AID259
BID1488,AID2542
BID1489,AID2756
BID1489,AID3596
BID1490,AID332
BID1490,AID3429
BID1491,AID2306
BID1491,AID3735
BID1492,AID3449
BID1492,AID820
BID1493,AID3596
BID1493,AID3712
BID1494,AID92
BID1495,AID145
BID1495,AID3003
BID1495,AID3831
BID1496,AID1704
BID1497,AID2234
BID1497,AID3905
BID1498,AID399
BID1499,AID661
BID1499,AID889
BID1500,AID2404
BID1500,AID3567
BID1501,AID920
BID1502,AID2327
BID1502,AID346
BID1502,AID3513
BID1502,AID3544
BID1503,AID3933
BID1503,AID452
BID1504,AID2589
BID1505,AID2355
BID1506,AID1155
BID1507,AID2427
BID1507,AID479
BID1508,AID381
BID1508,AID755
BID1509,AID3035
BID1509,AID3533
BID1509,AID3783
BID1510,AID239
BID1511,AID2882
BID1512,AID3597
BID1513,AID233
BID1513,AID3252
BID1514,AID3003
BID1515,AID1145
BID1516,AID3998
BID1517,AID229
BID1518,AID3324
BID1518,AID353
BID1519,AID2525
BID1520,AID2617
BID1521,AID3549
BID1522,AID573
BID1523,AID3216
BID1524,AID652
BID1525,AID1798
BID1526,AID3837
BID1527,AID191
BID1528,AID2030
BID1528,AID2983
BID1528,AID3598
BID1529,AID2158
BID1529,AID2415
BID1530,AID251
BID1530,AID2771
BID1531,AID1487
BID1532,AID1877
BID1532,AID3617
BID1533,AID111
BID1533,AID220
BID1534,AID3775
BID1535,AID3092
BID1535,AID746
BID1536,AID2285
BID1536,AID3027
BID1536,AID73
BID1537,AID1108
BID1537,AID1585
BID1538,AID1447
BID1538,AID1972
BID1539,AID2165
BID1539,AID2566
BID1539,AID426
BID1539,AID505
BID1540,AID181
BID1541,AID3168
BID1541,AID71
BID1542,AID1175
BID1542,AID1223
BID1543,AID2295
BID1543,AID2535
BID1544,AID3480
BID1545,AID225
BID1545,AID2446
BID1545,AID2675
BID1546,AID3182
BID1546,AID3768
BID1547,AID3511
BID1548,AID1159
BID1549,AID1058
BID1550,AID1932
BID1551,AID2447
BID1551,AID930
BID1552,AID3089
BID1553,AID688
BID1554,AID2425
BID1554,AID2505
BID1554,AID2586
BID1554,AID2767
BID1555,AID1124
BID1555,AID3161
BID1556,AID1026
BID1556,AID1765
BID1557,AID2575
BID1557,AID2584
BID1557,AID3143
BID1558,AID3264
BID1558,AID3923
BID1559,AID1956
BID1560,AID1623
BID1560,AID472
BID1561,AID1688
BID1562,AID1379
BID1563,AID165
BID1563,AID3966
BID1564,AID3589
BID1565,AID3385
BID1566,AID467
BID1567,AID2804
BID1568,AID179
BID1569,AID719
BID1570,AID1868
BID1570,AID2078
BID1570,AID2185
BID1570,AID253
BID1571,AID1932
BID1571,AID2794
BID1572,AID3296
BID1573,AID3749
BID1573,AID44
BID1574,AID3347
BID1575,AID264
BID1575,AID3041
BID1576,AID3123
BID1577,AID2025
BID1577,AID497
BID1578,AID133
BID1579,AID2971
BID1579,AID3014
BID1580,AID1137
BID1580,AID1834
BID1580,AID90
BID1581,AID1780
BID1581,AID186
BID1581,AID3066
BID1581,AID3620
BID1582,AID1229
BID1582,AID16
BID1582,AID2768
BID1582,AID2797
BID1583,AID2668
BID1584,AID3687
BID1585,AID3584
BID1585,AID3739
BID1585,AID771
BID1586,AID1768
BID1586,AID2732
BID1586,AID3217
BID1586,AID3687
BID1587,AID3099
BID1587,AID3869
BID1588,AID2156
BID1588,AID2762
BID1589,AID1269
BID1589,AID244
BID1589,AID3052
BID1590,AID2429
BID1590,AID2635
BID1591,AID1420
BID1591,AID2505
BID1592,AID1086
BID1592,AID3805
BID1593,AID2748
BID1594,AID2510
BID1595,AID2637
BID1596,AID3705
BID1597,AID3274
BID1598,AID3189
BID1598,AID72
BID1598,AID911
BID1599,AID1235
BID1599,AID332
BID1599,AID3533
BID1600,AID1365
BID1600,AID731
BID1601,AID659
BID1601,AID966
BID1602,AID2631
BID1603,AID3094
BID1603,AID316
BID1604,AID897
BID1605,AID2822
BID1606,AID1002
BID1606,AID2404
BID1607,AID3278
BID1607,AID3420
BID1608,AID1363
BID1608,AID2644
BID1609,AID544
BID1610,AID1228
BID1610,AID2295
BID1611,AID1256
BID1612,AID3155
BID1612,AID3195
BID1613,AID1534
BID1614,AID2169
BID1615,AID2660
BID1616,AID1368
BID1616,AID3484
BID1616,AID3513
BID1616,AID3639
BID1617,AID665
BID1618,AID3561
BID1618,AID3953
BID1619,AID2615
BID1619,AID369
BID1620,AID1247
BID1621,AID1106
BID1621,AID67
BID1622,AID3238
BID1622,AID91
BID1623,AID1534
BID1623,AID3751
BID1624,AID1418
BID1624,AID3952
BID1625,AID2213
BID1626,AID3650
BID1627,AID2290
BID1627,AID3616
BID1628,AID123
BID1628,AID3341
BID1628,AID416
BID1629,AID1647
BID1629,AID2463
BID1630,AID1810
BID1630,AID2150
BID1630,AID3312
BID1630,AID3459
BID1631,AID95
BID1632,AID2061
BID1633,AID3873
BID1633,AID895
BID1634,AID1901
BID1634,AID230
BID1635,AID2994
BID1636,AID16
BID1636,AID3160
BID1637,AID1024
BID1637,AID2064
BID1638,AID3745
BID1638,AID864
BID1639,AID1425
BID1639,AID2740
BID1640,AID2848
BID1641,AID1444
BID1642,AID777
BID1643,AID3086
BID1643,AID3362
BID1644,AID2557
BID1644,AID3423
BID1645,AID1761
BID1646,AID2348
BID1646,AID3763
BID1647,AID2124
BID1648,AID1025
BID1648,AID1164
BID1648,AID889
BID1649,AID1697
BID1649,AID2193
BID1649,AID226
BID1650,AID1765
BID1650,AID2124
BID1650,AID61
BID1651,AID1180
BID1651,AID136
BID1651,AID2900
BID1651,AID2959
BID1652,AID3903
BID1653,AID1424
BID1653,AID3251
BID1654,AID1197
BID1654,AID2194
BID1654,AID2409
BID1654,AID3094
BID1655,AID3982
BID1656,AID3006
BID1656,AID3509
BID1656,AID757
BID1656,AID807
BID1657,AID1511
BID1658,AID367
BID1659,AID1148
BID1660,AID1934
BID1660,AID1956
BID1660,AID2076
BID1660,AID2722
BID1661,AID3204
BID1662,AID1429
BID1663,AID2727
BID1663,AID3528
BID1664,AID1681
BID1665,AID3719
BID1666,AID1720
BID1667,AID3419
BID1668,AID1256
BID1668,AID1331
BID1668,AID2193
BID1669,AID3751
BID1670,AID2438
BID1670,AID435
BID1671,AID932
BID1672,AID3135
BID1672,AID749
BID1672,AID750
BID1673,AID304
BID1673,AID316
BID1674,AID130
BID1674,AID1716
