DID,DAUTHOR
DID1605,Alex
DID1606,Jane
DID1607,Caleb
DID1608,Alex
DID1609,Jane
DID1610,Caleb
DID1611,Alex
DID1612,Jane
DID1613,Caleb
DID1614,Alex
DID1615,Jane
DID1616,Caleb
DID1617,Alex
DID1618,Jane
DID1619,Caleb
DID1620,Alex
DID1621,Jane
DID1622,Caleb
DID1623,Alex
DID1624,Jane
DID1625,Caleb
DID1626,Alex
DID1627,Jane
DID1628,Caleb
DID1629,Alex
DID1630,Jane
DID1631,Caleb
DID1632,Alex
DID1633,Jane
DID1634,Caleb
DID1635,Alex
DID1636,Jane
DID1637,Caleb
DID1638,Alex
DID1639,Jane
DID1640,Caleb
DID1641,Alex
DID1642,Jane
DID1643,Caleb
DID1644,Alex
DID1645,Jane
DID1646,Caleb
DID1647,Alex
DID1648,Jane
DID1649,Caleb
DID1650,Alex
DID1651,Jane
DID1652,Caleb
DID1653,Alex
DID1654,Jane
DID1655,Caleb
DID1656,Alex
DID1657,Jane
DID1658,Caleb
DID1659,Alex
DID1660,Jane
DID1661,Caleb
DID1662,Alex
DID1663,Jane
DID1664,Caleb
DID1665,Alex
DID1666,Jane
DID1667,Caleb
DID1668,Alex
DID1669,Jane
DID1670,Caleb
DID1671,Alex
DID1672,Jane
DID1673,Caleb
DID1674,Alex
DID1675,Jane
DID1676,Caleb
DID1677,Alex
DID1678,Jane
DID1679,Caleb
DID1680,Alex
DID1681,Jane
DID1682,Caleb
DID1683,Alex
DID1684,Jane
DID1685,Caleb
DID1686,Alex
DID1687,Jane
DID1688,Caleb
DID1689,Alex
DID1690,Jane
DID1691,Caleb
DID1692,Alex
DID1693,Jane
DID1694,Caleb
DID1695,Alex
DID1696,Jane
DID1697,Caleb
DID1698,Alex
DID1699,Jane
DID1700,Caleb
DID1701,Alex
DID1702,Jane
DID1703,Caleb
DID1704,Alex
DID1705,Jane
DID1706,Caleb
DID1707,Alex
DID1708,Jane
DID1709,Caleb
DID1710,Alex
DID1711,Jane
DID1712,Caleb
DID1713,Alex
DID1714,Jane
DID1715,Caleb
DID1716,Alex
DID1717,Jane
DID1718,Caleb
DID1719,Alex
DID1720,Jane
DID1721,Caleb
DID1722,Alex
DID1723,Jane
DID1724,Caleb
DID1725,Alex
DID1726,Jane
DID1727,Caleb
DID1728,Alex
DID1729,Jane
DID1730,Caleb
DID1731,Alex
DID1732,Jane
DID1733,Caleb
DID1734,Alex
DID1735,Jane
DID1736,Caleb
DID1737,Alex
DID1738,Jane
DID1739,Caleb
DID1740,Alex
DID1741,Jane
DID1742,Caleb
DID1743,Alex
DID1744,Jane
DID1745,Caleb
DID1746,Alex
DID1747,Jane
DID1748,Caleb
DID1749,Alex
DID1750,Jane
DID1751,Caleb
DID1752,Alex
DID1753,Jane
DID1754,Caleb
DID1755,Alex
DID1756,Jane
DID1757,Caleb
DID1758,Alex
DID1759,Jane
DID1760,Caleb
DID1761,Alex
DID1762,Jane
DID1763,Caleb
DID1764,Alex
DID1765,Jane
DID1766,Caleb
DID1767,Alex
DID1768,Jane
DID1769,Caleb
DID1770,Alex
DID1771,Jane
DID1772,Caleb
DID1773,Alex
DID1774,Jane
DID1775,Caleb
DID1776,Alex
DID1777,Jane
DID1778,Caleb
DID1779,Alex
DID1780,Jane
DID1781,Caleb
DID1782,Alex
DID1783,Jane
DID1784,Caleb
DID1785,Alex
DID1786,Jane
DID1787,Caleb
DID1788,Alex
DID1789,Jane
DID1790,Caleb
DID1791,Alex
DID1792,Jane
DID1793,Caleb
DID1794,Alex
DID1795,Jane
DID1796,Caleb
DID1797,Alex
DID1798,Jane
DID1799,Caleb
DID1800,Alex
DID1801,Jane
DID1802,Caleb
DID1803,Alex
DID1804,Jane
DID1805,Caleb
DID1806,Alex
DID1807,Jane
DID1808,Caleb
DID1809,Alex
DID1810,Jane
DID1811,Caleb
DID1812,Alex
DID1813,Jane
DID1814,Caleb
DID1815,Alex
DID1816,Jane
DID1817,Caleb
DID1818,Alex
DID1819,Jane
DID1820,Caleb
DID1821,Alex
DID1822,Jane
DID1823,Caleb
DID1824,Alex
DID1825,Jane
DID1826,Caleb
DID1827,Alex
DID1828,Jane
DID1829,Caleb
DID1830,Alex
DID1831,Jane
DID1832,Caleb
DID1833,Alex
DID1834,Jane
DID1835,Caleb
DID1836,Alex
DID1837,Jane
DID1838,Caleb
DID1839,Alex
DID1840,Jane
DID1841,Caleb
DID1842,Alex
DID1843,Jane
DID1844,Caleb
DID1845,Alex
DID1846,Jane
DID1847,Caleb
DID1848,Alex
DID1849,Jane
DID1850,Caleb
DID1851,Alex
DID1852,Jane
DID1853,Caleb
DID1854,Alex
DID1855,Jane
DID1856,Caleb
DID1857,Alex
DID1858,Jane
DID1859,Caleb
DID1860,Alex
DID1861,Jane
DID1862,Caleb
DID1863,Alex
DID1864,Jane
DID1865,Caleb
DID1866,Alex
DID1867,Jane
DID1868,Caleb
DID1869,Alex
DID1870,Jane
DID1871,Caleb
DID1872,Alex
DID1873,Jane
DID1874,Caleb
DID1875,Alex
DID1876,Jane
DID1877,Caleb
DID1878,Alex
DID1879,Jane
DID1880,Caleb
DID1881,Alex
DID1882,Jane
DID1883,Caleb
DID1884,Alex
DID1885,Jane
DID1886,Caleb
DID1887,Alex
DID1888,Jane
DID1889,Caleb
DID1890,Alex
DID1891,Jane
DID1892,Caleb
DID1893,Alex
DID1894,Jane
DID1895,Caleb
DID1896,Alex
DID1897,Jane
DID1898,Caleb
DID1899,Alex
DID1900,Jane
DID1901,Caleb
DID1902,Alex
DID1903,Jane
DID1904,Caleb
DID1905,Alex
DID1906,Jane
DID1907,Caleb
DID1908,Alex
DID1909,Jane
DID1910,Caleb
DID1911,Alex
DID1912,Jane
DID1913,Caleb
DID1914,Alex
DID1915,Jane
DID1916,Caleb
DID1917,Alex
DID1918,Jane
DID1919,Caleb
DID1920,Alex
DID1921,Jane
DID1922,Caleb
DID1923,Alex
DID1924,Jane
DID1925,Caleb
DID1926,Alex
DID1927,Jane
DID1928,Caleb
DID1929,Alex
DID1930,Jane
DID1931,Caleb
DID1932,Alex
DID1933,Jane
DID1934,Caleb
DID1935,Alex
DID1936,Jane
DID1937,Caleb
DID1938,Alex
DID1939,Jane
DID1940,Caleb
DID1941,Alex
DID1942,Jane
DID1943,Caleb
DID1944,Alex
DID1945,Jane
DID1946,Caleb
DID1947,Alex
DID1948,Jane
DID1949,Caleb
DID1950,Alex
DID1951,Jane
DID1952,Caleb
DID1953,Alex
DID1954,Jane
DID1955,Caleb
DID1956,Alex
DID1957,Jane
DID1958,Caleb
DID1959,Alex
DID1960,Jane
DID1961,Caleb
DID1962,Alex
DID1963,Jane
DID1964,Caleb
DID1965,Alex
DID1966,Jane
DID1967,Caleb
DID1968,Alex
DID1969,Jane
DID1970,Caleb
DID1971,Alex
DID1972,Jane
DID1973,Caleb
DID1974,Alex
DID1975,Jane
DID1976,Caleb
DID1977,Alex
DID1978,Jane
DID1979,Caleb
DID1980,Alex
DID1981,Jane
DID1982,Caleb
DID1983,Alex
DID1984,Jane
DID1985,Caleb
DID1986,Alex
DID1987,Jane
DID1988,Caleb
DID1989,Alex
DID1990,Jane
DID1991,Caleb
DID1992,Alex
DID1993,Jane
DID1994,Caleb
DID1995,Alex
DID1996,Jane
DID1997,Caleb
DID1998,Alex
DID1999,Jane
DID2000,Caleb
