BID,AID
BID1051,AID4146
BID1051,AID633
BID1052,AID2558
BID1053,AID1606
BID1054,AID141
BID1054,AID5995
BID1055,AID2509
BID1055,AID5692
BID1056,AID3409
BID1056,AID499
BID1057,AID208
BID1057,AID36
BID1058,AID3065
BID1058,AID3487
BID1059,AID2320
BID1060,AID2438
BID1060,AID5117
BID1061,AID426
BID1061,AID4767
BID1062,AID2718
BID1062,AID5174
BID1063,AID3423
BID1063,AID682
BID1064,AID4989
BID1065,AID205
BID1065,AID4003
BID1066,AID2215
BID1066,AID4254
BID1067,AID4193
BID1068,AID2555
BID1069,AID1449
BID1070,AID2582
BID1070,AID5845
BID1071,AID2410
BID1072,AID106
BID1072,AID530
BID1073,AID3366
BID1073,AID80
BID1074,AID5186
BID1075,AID1265
BID1075,AID4681
BID1076,AID3265
BID1076,AID456
BID1077,AID4357
BID1077,AID4899
BID1078,AID5218
BID1079,AID4827
BID1079,AID5871
BID1080,AID2578
BID1080,AID819
BID1081,AID1106
BID1081,AID61
BID1082,AID205
BID1082,AID86
BID1083,AID3254
BID1083,AID5582
BID1084,AID3892
BID1084,AID5443
BID1085,AID3231
BID1085,AID4275
BID1086,AID3153
BID1087,AID4985
BID1088,AID148
BID1088,AID5159
BID1089,AID1585
BID1089,AID5007
BID1090,AID2811
BID1091,AID4702
BID1091,AID4712
BID1092,AID3402
BID1092,AID5478
BID1093,AID1650
BID1093,AID2163
BID1094,AID3946
BID1094,AID5304
BID1095,AID610
BID1096,AID2314
BID1097,AID2029
BID1098,AID4910
BID1099,AID260
BID1099,AID778
BID1100,AID2341
BID1101,AID2282
BID1102,AID2339
BID1103,AID5253
BID1104,AID2762
BID1104,AID3361
BID1105,AID2988
BID1106,AID3458
BID1107,AID903
BID1108,AID3226
BID1109,AID1024
BID1109,AID2533
BID1110,AID4876
BID1111,AID3444
BID1111,AID4295
BID1112,AID1554
BID1112,AID3445
BID1113,AID508
BID1113,AID5237
BID1114,AID2066
BID1115,AID5872
BID1115,AID5991
BID1116,AID3116
BID1117,AID3564
BID1117,AID4654
BID1118,AID2623
BID1119,AID1409
BID1119,AID93
BID1120,AID1214
BID1121,AID2655
BID1122,AID323
BID1122,AID5070
BID1123,AID1067
BID1123,AID862
BID1124,AID4813
BID1125,AID2987
BID1125,AID4785
BID1126,AID4377
BID1127,AID225
BID1128,AID3492
BID1128,AID5044
BID1129,AID473
BID1129,AID5027
BID1130,AID4544
BID1131,AID626
BID1132,AID1729
BID1132,AID2630
BID1133,AID4410
BID1134,AID381
BID1134,AID4570
BID1135,AID1136
BID1135,AID1355
BID1136,AID106
BID1136,AID955
BID1137,AID2306
BID1137,AID4323
BID1138,AID4083
BID1139,AID2774
BID1140,AID2034
BID1141,AID1130
BID1142,AID2200
BID1142,AID4851
BID1143,AID2659
BID1144,AID2440
BID1144,AID5158
BID1145,AID5152
BID1146,AID2428
BID1146,AID3697
BID1147,AID2645
BID1147,AID4807
BID1148,AID4194
BID1149,AID5416
BID1150,AID1586
BID1150,AID3718
BID1151,AID3293
BID1152,AID4353
BID1152,AID4815
BID1153,AID200
BID1153,AID5776
BID1154,AID4757
BID1155,AID5384
BID1156,AID5907
BID1156,AID680
BID1157,AID3208
BID1157,AID779
BID1158,AID3903
BID1159,AID4276
BID1160,AID1702
BID1160,AID2616
BID1161,AID992
BID1162,AID5957
BID1162,AID704
BID1163,AID4183
BID1163,AID5511
BID1164,AID5085
BID1164,AID5501
BID1165,AID3523
BID1166,AID2756
BID1166,AID683
BID1167,AID4988
BID1168,AID4126
BID1168,AID969
BID1169,AID5999
BID1170,AID1298
BID1170,AID586
BID1171,AID2932
BID1172,AID3267
BID1173,AID1157
BID1174,AID2529
BID1174,AID5699
BID1175,AID5599
BID1176,AID3575
BID1176,AID521
BID1177,AID650
BID1178,AID1998
BID1178,AID3325
BID1179,AID4818
BID1180,AID2938
BID1181,AID3242
BID1182,AID2326
BID1183,AID1679
BID1184,AID4609
BID1185,AID499
BID1186,AID1023
BID1186,AID3899
BID1187,AID2812
BID1188,AID3146
BID1188,AID5260
BID1189,AID2694
BID1189,AID4762
BID1190,AID2151
BID1190,AID3367
BID1191,AID1695
BID1192,AID2002
BID1192,AID5964
BID1193,AID4913
BID1193,AID594
BID1194,AID1079
BID1194,AID3709
BID1195,AID559
BID1196,AID5615
BID1196,AID789
BID1197,AID3882
BID1198,AID3621
BID1198,AID5648
BID1199,AID140
BID1200,AID5119
BID1200,AID5469
BID1201,AID4130
BID1202,AID2114
BID1202,AID5958
BID1203,AID4447
BID1204,AID2801
BID1205,AID2515
BID1205,AID3282
BID1206,AID1715
BID1206,AID2386
BID1207,AID3947
BID1208,AID1339
BID1208,AID1605
BID1209,AID576
BID1209,AID5875
BID1210,AID4651
BID1211,AID1940
BID1212,AID5918
BID1213,AID3545
BID1213,AID5343
BID1214,AID2913
BID1214,AID3298
BID1215,AID2634
BID1216,AID4144
BID1217,AID4154
BID1218,AID1337
BID1218,AID4952
BID1219,AID2061
BID1219,AID5646
BID1220,AID3245
BID1221,AID5100
BID1222,AID259
BID1222,AID792
BID1223,AID2018
BID1223,AID4838
BID1224,AID2265
BID1225,AID155
BID1226,AID4860
BID1227,AID3818
BID1228,AID3843
BID1229,AID2193
BID1230,AID1575
BID1231,AID2875
BID1232,AID1554
BID1232,AID4721
BID1233,AID5537
BID1234,AID3457
BID1235,AID2515
BID1235,AID4470
BID1236,AID525
BID1237,AID248
BID1237,AID3195
BID1238,AID4958
BID1239,AID2389
BID1239,AID5133
BID1240,AID4134
BID1241,AID5232
BID1241,AID633
BID1242,AID1408
BID1243,AID3442
BID1244,AID3561
BID1245,AID1656
BID1246,AID5530
BID1247,AID550
BID1248,AID3156
BID1249,AID3391
BID1249,AID3703
BID1250,AID1227
BID1250,AID3123
BID1251,AID5860
BID1252,AID2811
BID1253,AID3885
BID1254,AID1077
BID1255,AID3619
BID1255,AID4620
BID1256,AID845
BID1257,AID3047
BID1257,AID360
BID1258,AID4786
BID1259,AID1843
BID1260,AID4094
BID1260,AID6
BID1261,AID2419
BID1261,AID4524
BID1262,AID5943
BID1263,AID2202
BID1264,AID1215
BID1264,AID5088
BID1265,AID1831
BID1265,AID3282
BID1266,AID1687
BID1266,AID3051
BID1267,AID512
BID1267,AID845
BID1268,AID1634
BID1269,AID5265
BID1270,AID2437
BID1271,AID3584
BID1271,AID703
BID1272,AID3950
BID1272,AID545
BID1273,AID1084
BID1274,AID310
BID1275,AID3053
BID1275,AID4115
BID1276,AID10
BID1276,AID4075
BID1277,AID727
BID1278,AID2020
BID1278,AID4580
BID1279,AID3550
BID1279,AID4872
BID1280,AID2486
BID1280,AID2842
BID1281,AID2509
BID1282,AID1497
BID1282,AID2249
BID1283,AID1694
BID1283,AID3512
BID1284,AID1364
BID1285,AID3417
BID1285,AID5324
BID1286,AID1972
BID1287,AID5067
BID1287,AID534
BID1288,AID5501
BID1288,AID823
BID1289,AID2105
BID1289,AID2927
BID1290,AID1626
BID1290,AID5088
BID1291,AID5001
BID1292,AID3660
BID1292,AID4063
BID1293,AID4210
BID1293,AID917
BID1294,AID5681
BID1295,AID4100
BID1295,AID4780
BID1296,AID1306
BID1296,AID2700
BID1297,AID2881
BID1297,AID4731
BID1298,AID4796
BID1299,AID1082
BID1299,AID1484
BID1300,AID3004
BID1300,AID3615
BID1301,AID3091
BID1302,AID1345
BID1302,AID713
BID1303,AID2339
BID1303,AID949
BID1304,AID3899
BID1304,AID475
BID1305,AID4270
BID1305,AID4526
BID1306,AID5974
BID1307,AID4838
BID1308,AID2315
BID1308,AID580
BID1309,AID2157
BID1310,AID319
BID1311,AID3961
BID1312,AID4946
BID1312,AID817
BID1313,AID3612
BID1313,AID5891
BID1314,AID1056
BID1314,AID1714
BID1315,AID1122
BID1315,AID2607
BID1316,AID215
BID1316,AID4242
BID1317,AID3692
BID1317,AID4076
BID1318,AID278
BID1319,AID4018
BID1319,AID4592
BID1320,AID3105
BID1320,AID5861
BID1321,AID1654
BID1322,AID5319
BID1323,AID5730
BID1324,AID1761
BID1324,AID4718
BID1325,AID4699
BID1325,AID5782
BID1326,AID5577
BID1327,AID3276
BID1328,AID1549
BID1328,AID3929
BID1329,AID2736
BID1329,AID3613
BID1330,AID3499
BID1330,AID3975
BID1331,AID1367
BID1332,AID412
BID1332,AID5889
BID1333,AID208
BID1333,AID5126
BID1334,AID3266
BID1334,AID945
BID1335,AID3414
BID1336,AID2072
BID1336,AID5163
BID1337,AID937
BID1338,AID4908
BID1339,AID2745
BID1339,AID5734
BID1340,AID1935
BID1341,AID3904
BID1342,AID2223
BID1342,AID790
BID1343,AID3995
BID1344,AID1025
BID1344,AID697
BID1345,AID2977
BID1345,AID5065
BID1346,AID3472
BID1346,AID5288
BID1347,AID3382
BID1348,AID3767
BID1349,AID1402
BID1349,AID2368
BID1350,AID5115
BID1351,AID5800
BID1352,AID2784
BID1352,AID3763
BID1353,AID3535
BID1353,AID361
BID1354,AID1754
BID1354,AID3014
BID1355,AID3852
BID1355,AID886
BID1356,AID1774
BID1357,AID191
BID1357,AID940
BID1358,AID1773
BID1359,AID1008
BID1359,AID5461
BID1360,AID3575
BID1360,AID5161
BID1361,AID3662
BID1362,AID1382
BID1363,AID1850
BID1364,AID2128
BID1364,AID4550
BID1365,AID4035
BID1365,AID72
BID1366,AID4103
BID1366,AID5747
BID1367,AID68
BID1368,AID1757
BID1368,AID5258
BID1369,AID4856
BID1369,AID759
BID1370,AID1528
BID1371,AID5201
BID1371,AID823
BID1372,AID266
BID1372,AID4311
BID1373,AID1338
BID1373,AID2875
BID1374,AID4419
BID1375,AID5769
BID1376,AID3335
BID1377,AID5913
BID1378,AID1070
BID1378,AID1763
BID1379,AID991
BID1380,AID5288
BID1380,AID5733
BID1381,AID2661
BID1382,AID1690
BID1382,AID723
BID1383,AID4721
BID1384,AID4050
BID1384,AID5917
BID1385,AID2524
BID1385,AID4483
BID1386,AID4503
BID1387,AID2226
BID1387,AID3070
BID1388,AID1917
BID1388,AID4844
BID1389,AID3379
BID1389,AID5019
BID1390,AID2593
BID1390,AID3614
BID1391,AID1322
BID1392,AID5761
BID1393,AID5586
BID1394,AID760
BID1395,AID1890
BID1395,AID4332
BID1396,AID3231
BID1397,AID1184
BID1397,AID3300
BID1398,AID3580
BID1399,AID1920
BID1400,AID2193
BID1400,AID2903
BID1401,AID1503
BID1402,AID216
BID1403,AID3216
BID1403,AID4242
BID1404,AID4463
BID1405,AID4381
BID1406,AID3064
BID1407,AID1538
BID1408,AID1388
BID1409,AID2183
BID1410,AID3078
BID1410,AID4050
BID1411,AID127
BID1411,AID4668
BID1412,AID2918
BID1413,AID3655
BID1413,AID5279
BID1414,AID1711
BID1415,AID4665
BID1416,AID2154
BID1417,AID1116
BID1417,AID479
BID1418,AID1726
BID1418,AID708
BID1419,AID4620
BID1420,AID4292
BID1421,AID4845
BID1422,AID4381
BID1423,AID3840
BID1424,AID5291
BID1425,AID1242
BID1425,AID2177
BID1426,AID4158
BID1426,AID5578
BID1427,AID1374
BID1428,AID3032
BID1429,AID2477
BID1429,AID495
BID1430,AID1976
BID1430,AID2081
BID1431,AID4343
BID1432,AID1188
BID1432,AID5108
BID1433,AID1344
BID1434,AID2769
BID1434,AID5765
BID1435,AID420
BID1436,AID5080
BID1437,AID3125
BID1437,AID4361
BID1438,AID282
BID1438,AID872
BID1439,AID503
BID1439,AID686
BID1440,AID3046
BID1441,AID309
BID1441,AID5232
BID1442,AID1009
BID1442,AID5566
BID1443,AID1717
BID1443,AID1771
BID1444,AID1785
BID1445,AID4910
BID1445,AID890
BID1446,AID4645
BID1447,AID19
BID1447,AID3860
BID1448,AID1555
BID1449,AID5956
BID1450,AID154
BID1450,AID3502
BID1451,AID3411
BID1452,AID2728
BID1453,AID947
BID1454,AID2997
BID1455,AID4570
BID1456,AID4774
BID1457,AID243
BID1457,AID3788
BID1458,AID1480
BID1458,AID5022
BID1459,AID45
BID1460,AID2310
BID1460,AID3798
BID1461,AID818
BID1462,AID3
BID1463,AID2092
BID1463,AID3796
BID1464,AID1071
BID1464,AID3563
BID1465,AID1295
BID1465,AID287
BID1466,AID532
BID1467,AID239
BID1468,AID1490
BID1469,AID4321
BID1470,AID2335
BID1471,AID1067
BID1471,AID433
BID1472,AID4779
BID1473,AID2104
BID1473,AID4874
BID1474,AID5172
BID1474,AID5766
BID1475,AID3111
BID1476,AID1335
BID1477,AID38
BID1477,AID4859
BID1478,AID4803
BID1479,AID3270
BID1480,AID1824
BID1481,AID4352
BID1481,AID5063
BID1482,AID2161
BID1483,AID3429
BID1484,AID2
BID1485,AID1047
BID1485,AID4406
BID1486,AID2167
BID1487,AID2587
BID1487,AID5793
BID1488,AID4564
BID1488,AID959
BID1489,AID5645
BID1490,AID3047
BID1490,AID305
BID1491,AID4477
BID1491,AID901
BID1492,AID5788
BID1493,AID3017
BID1493,AID5463
BID1494,AID4409
BID1494,AID746
BID1495,AID5964
BID1496,AID188
BID1496,AID4057
BID1497,AID1354
BID1497,AID5530
BID1498,AID1190
BID1498,AID1841
BID1499,AID1475
BID1500,AID5079
BID1501,AID5372
BID1501,AID5847
BID1502,AID601
BID1503,AID3184
BID1503,AID3436
BID1504,AID4459
BID1505,AID2074
BID1506,AID5723
BID1507,AID3683
BID1507,AID453
BID1508,AID1541
BID1509,AID3170
BID1509,AID4245
BID1510,AID4461
BID1511,AID3536
BID1511,AID5025
BID1512,AID1966
BID1513,AID1399
BID1514,AID4332
BID1515,AID1131
BID1516,AID2681
BID1516,AID3687
BID1517,AID2239
BID1518,AID3340
BID1519,AID2681
BID1519,AID764
BID1520,AID4752
BID1521,AID3239
BID1522,AID4241
BID1522,AID5621
BID1523,AID5498
BID1524,AID2156
BID1525,AID3301
BID1526,AID5498
BID1527,AID2129
BID1527,AID5579
BID1528,AID4465
BID1528,AID5167
BID1529,AID4065
BID1529,AID5507
BID1530,AID4139
BID1530,AID714
BID1531,AID1439
BID1531,AID2313
BID1532,AID1650
BID1532,AID2445
BID1533,AID3518
BID1533,AID4860
BID1534,AID2819
BID1535,AID1823
BID1535,AID5537
BID1536,AID3573
BID1536,AID4344
BID1537,AID400
BID1538,AID1639
BID1538,AID2181
BID1539,AID2696
BID1539,AID334
BID1540,AID745
BID1541,AID3542
BID1542,AID2269
BID1543,AID1130
BID1543,AID1595
BID1544,AID181
BID1545,AID5573
BID1545,AID863
BID1546,AID3930
BID1546,AID5667
BID1547,AID463
BID1548,AID1819
BID1548,AID2406
BID1549,AID2761
BID1549,AID3327
BID1550,AID5750
BID1551,AID1204
BID1551,AID868
BID1552,AID5280
BID1552,AID5836
BID1553,AID4935
BID1554,AID252
BID1554,AID3187
BID1555,AID3306
BID1555,AID5385
BID1556,AID2144
BID1557,AID5415
BID1558,AID2462
BID1559,AID2495
BID1560,AID2785
BID1560,AID587
BID1561,AID747
BID1562,AID3414
BID1563,AID2081
BID1564,AID1558
BID1564,AID3976
BID1565,AID2351
BID1565,AID3570
BID1566,AID1520
BID1567,AID1753
BID1567,AID602
BID1568,AID130
BID1568,AID2190
BID1569,AID5065
BID1570,AID4728
BID1570,AID5123
BID1571,AID745
BID1572,AID754
BID1573,AID873
BID1574,AID1700
BID1574,AID5484
BID1575,AID501
BID1575,AID785
BID1576,AID2623
BID1576,AID564
BID1577,AID3170
BID1577,AID4400
BID1578,AID2299
BID1579,AID1260
BID1579,AID2285
BID1580,AID3037
BID1581,AID1616
BID1581,AID3319
BID1582,AID1245
BID1582,AID4574
BID1583,AID1803
BID1584,AID349
BID1585,AID2820
BID1586,AID2507
BID1587,AID1056
BID1588,AID1905
BID1588,AID4064
BID1589,AID4916
BID1590,AID3528
BID1591,AID3439
BID1592,AID3063
BID1592,AID4991
BID1593,AID5397
BID1594,AID5805
BID1595,AID1399
BID1596,AID3914
BID1597,AID5118
BID1597,AID837
BID1598,AID1926
BID1598,AID5229
BID1599,AID2341
BID1599,AID4348
BID1600,AID3749
BID1601,AID3287
BID1602,AID2542
BID1603,AID191
BID1604,AID1342
BID1604,AID1787
BID1605,AID3026
BID1605,AID5520
BID1606,AID5324
BID1607,AID2167
BID1607,AID5394
BID1608,AID2219
BID1608,AID4589
BID1609,AID4682
BID1610,AID2736
BID1611,AID335
BID1612,AID3851
BID1613,AID1939
BID1613,AID5138
BID1614,AID2864
BID1614,AID3669
BID1615,AID298
BID1616,AID5662
BID1616,AID943
BID1617,AID3002
BID1617,AID5735
BID1618,AID5187
BID1618,AID642
BID1619,AID1973
BID1620,AID4133
BID1620,AID4758
BID1621,AID2760
BID1621,AID3687
BID1622,AID4427
BID1622,AID5601
BID1623,AID3610
BID1624,AID1470
BID1625,AID1935
BID1625,AID563
BID1626,AID5756
BID1627,AID5653
BID1628,AID5403
BID1629,AID1766
BID1630,AID341
BID1630,AID3468
BID1631,AID3840
BID1632,AID3659
BID1633,AID1950
BID1633,AID2664
BID1634,AID4132
BID1634,AID4947
BID1635,AID1155
BID1636,AID5040
BID1637,AID2988
BID1638,AID4673
BID1639,AID3024
BID1639,AID3080
BID1640,AID2687
BID1641,AID3266
BID1642,AID4852
BID1642,AID5428
BID1643,AID2803
BID1643,AID2982
BID1644,AID5124
BID1645,AID448
BID1646,AID3690
BID1646,AID813
BID1647,AID1742
BID1647,AID1852
BID1648,AID5449
BID1649,AID1451
BID1649,AID2241
BID1650,AID1097
BID1650,AID882
BID1651,AID5656
BID1652,AID2689
BID1652,AID4316
BID1653,AID2750
BID1653,AID5879
BID1654,AID2694
BID1654,AID4112
BID1655,AID1273
BID1655,AID3920
BID1656,AID1849
BID1656,AID5952
BID1657,AID4885
BID1657,AID66
BID1658,AID1522
BID1658,AID3915
BID1659,AID5665
BID1660,AID1774
BID1660,AID508
BID1661,AID4983
BID1662,AID3816
BID1662,AID3910
BID1663,AID5118
BID1663,AID647
BID1664,AID1744
BID1664,AID5218
BID1665,AID5718
BID1666,AID1731
BID1667,AID1266
BID1667,AID3705
BID1668,AID1507
BID1668,AID1795
BID1669,AID5593
BID1670,AID945
BID1671,AID5558
BID1672,AID1412
BID1672,AID2527
BID1673,AID1258
BID1673,AID4091
BID1674,AID4870
BID1675,AID3745
BID1676,AID851
BID1677,AID1452
BID1677,AID5727
BID1678,AID3216
BID1678,AID771
BID1679,AID5348
BID1680,AID1753
BID1680,AID2295
BID1681,AID3426
BID1682,AID5522
BID1683,AID4623
BID1684,AID4283
BID1684,AID5063
BID1685,AID2410
BID1686,AID1695
BID1687,AID47
BID1687,AID4905
BID1688,AID5546
BID1689,AID3933
BID1690,AID2479
BID1691,AID346
BID1692,AID5974
BID1693,AID4098
BID1693,AID5434
BID1694,AID4857
BID1695,AID408
BID1695,AID864
BID1696,AID1149
BID1697,AID3905
BID1698,AID1142
BID1698,AID660
BID1699,AID1858
BID1699,AID2346
BID1700,AID4108
BID1701,AID3312
BID1702,AID4035
BID1703,AID2046
BID1703,AID4131
BID1704,AID552
BID1705,AID5679
BID1706,AID2276
BID1706,AID685
BID1707,AID3548
BID1708,AID3043
BID1708,AID5757
BID1709,AID1123
BID1710,AID2493
BID1711,AID5978
BID1711,AID5988
BID1712,AID2087
BID1712,AID3219
BID1713,AID5497
BID1714,AID3083
BID1714,AID3233
BID1715,AID5248
BID1716,AID168
BID1716,AID630
BID1717,AID1262
BID1717,AID3085
BID1718,AID2659
BID1719,AID2354
BID1719,AID5917
BID1720,AID3563
BID1720,AID4435
BID1721,AID2534
BID1722,AID1228
BID1722,AID523
BID1723,AID211
BID1723,AID2420
BID1724,AID2268
BID1724,AID3523
BID1725,AID5785
BID1726,AID4778
BID1727,AID3387
BID1727,AID4603
BID1728,AID3885
BID1729,AID2443
BID1729,AID3562
BID1730,AID1938
BID1731,AID988
BID1732,AID4946
BID1733,AID3523
BID1733,AID517
BID1734,AID2253
BID1734,AID3534
BID1735,AID897
BID1736,AID5250
BID1737,AID145
BID1737,AID5504
BID1738,AID1355
BID1739,AID203
BID1740,AID1991
BID1740,AID575
BID1741,AID1526
BID1741,AID4692
BID1742,AID4218
BID1743,AID1865
BID1743,AID3268
BID1744,AID4863
BID1744,AID5094
BID1745,AID2856
BID1746,AID130
BID1747,AID2828
BID1747,AID5463
BID1748,AID2076
BID1749,AID2459
BID1749,AID5477
BID1750,AID2916
BID1751,AID1710
BID1751,AID5894
BID1752,AID129
BID1752,AID5730
BID1753,AID3216
BID1754,AID2807
BID1754,AID4056
BID1755,AID3562
BID1755,AID75
BID1756,AID388
BID1756,AID4254
BID1757,AID1012
BID1758,AID2851
BID1758,AID3884
BID1759,AID1013
BID1759,AID5464
BID1760,AID2318
BID1760,AID932
BID1761,AID4380
BID1761,AID572
BID1762,AID1148
BID1762,AID5405
BID1763,AID2045
BID1763,AID4178
BID1764,AID3868
BID1765,AID4247
BID1766,AID1506
BID1766,AID1887
BID1767,AID1872
BID1767,AID4600
BID1768,AID2241
BID1768,AID2978
BID1769,AID4481
BID1770,AID3378
BID1770,AID4526
BID1771,AID569
BID1772,AID2952
BID1773,AID3150
BID1773,AID543
BID1774,AID4146
BID1775,AID962
BID1776,AID1812
BID1776,AID5284
BID1777,AID5743
BID1777,AID5767
BID1778,AID5379
BID1779,AID4467
BID1780,AID2742
BID1781,AID4744
BID1781,AID5646
BID1782,AID4261
BID1783,AID4673
BID1784,AID2209
BID1785,AID2621
BID1786,AID3044
BID1787,AID2239
BID1788,AID1964
BID1788,AID4970
BID1789,AID2854
BID1790,AID5037
BID1791,AID2333
BID1792,AID2455
BID1793,AID4714
BID1794,AID2240
BID1795,AID4231
BID1795,AID5300
BID1796,AID2563
BID1796,AID4735
BID1797,AID125
BID1797,AID907
BID1798,AID2222
BID1799,AID2589
BID1799,AID4701
BID1800,AID2081
BID1800,AID5332
BID1801,AID1864
BID1802,AID2020
BID1802,AID3339
BID1803,AID2704
BID1803,AID4830
BID1804,AID1535
BID1805,AID1646
BID1805,AID3440
BID1806,AID3162
BID1806,AID5040
BID1807,AID80
BID1808,AID3491
BID1809,AID1656
BID1810,AID962
BID1811,AID2430
BID1812,AID42
BID1813,AID2748
BID1814,AID1541
BID1815,AID4919
BID1815,AID5268
BID1816,AID342
BID1817,AID1692
BID1817,AID3395
BID1818,AID5933
BID1819,AID3100
BID1820,AID4032
BID1821,AID4301
BID1822,AID3094
BID1822,AID744
BID1823,AID4590
BID1824,AID1213
BID1824,AID3098
BID1825,AID1868
BID1825,AID698
BID1826,AID1309
BID1826,AID2038
BID1827,AID2874
BID1827,AID3923
BID1828,AID1257
BID1829,AID5157
BID1830,AID4912
BID1831,AID1821
BID1831,AID2786
BID1832,AID4354
BID1833,AID1888
BID1834,AID411
BID1834,AID4886
BID1835,AID1757
BID1836,AID2177
BID1837,AID576
BID1838,AID3855
BID1839,AID1669
BID1839,AID481
BID1840,AID3490
BID1840,AID3658
BID1841,AID1950
BID1841,AID5165
BID1842,AID2913
BID1842,AID4644
BID1843,AID2367
BID1844,AID4058
BID1845,AID672
BID1846,AID5606
BID1847,AID1175
BID1848,AID3181
BID1848,AID593
BID1849,AID4658
BID1850,AID5894
BID1851,AID2009
BID1851,AID3688
BID1852,AID126
BID1852,AID4272
BID1853,AID3597
BID1854,AID1595
BID1854,AID3422
BID1855,AID2390
BID1856,AID3017
BID1857,AID4136
BID1857,AID4392
BID1858,AID1213
BID1858,AID5028
BID1859,AID1829
BID1860,AID2005
BID1860,AID4891
BID1861,AID3806
BID1862,AID4948
BID1863,AID4603
BID1863,AID470
BID1864,AID5553
BID1865,AID2051
BID1866,AID1853
BID1866,AID1979
BID1867,AID4892
BID1868,AID1865
BID1869,AID3529
BID1870,AID5794
BID1871,AID5248
BID1872,AID1768
BID1873,AID3512
BID1873,AID4554
BID1874,AID1199
BID1875,AID4701
BID1876,AID5208
BID1877,AID2061
BID1877,AID2764
BID1878,AID3591
BID1879,AID1830
BID1880,AID3862
BID1880,AID899
BID1881,AID1956
BID1882,AID3689
BID1883,AID2753
BID1883,AID499
BID1884,AID3873
BID1884,AID4337
BID1885,AID618
BID1886,AID2650
BID1886,AID5641
BID1887,AID1088
BID1887,AID5791
BID1888,AID1152
BID1889,AID2756
BID1890,AID1430
BID1890,AID2791
BID1891,AID2225
BID1892,AID3590
BID1892,AID3814
BID1893,AID2509
BID1893,AID5269
BID1894,AID1300
BID1895,AID3957
BID1895,AID5407
BID1896,AID3922
BID1897,AID3044
BID1897,AID5380
BID1898,AID4270
BID1899,AID3735
BID1899,AID625
BID1900,AID63
BID1901,AID2063
BID1901,AID5818
BID1902,AID1329
BID1902,AID3784
BID1903,AID1115
BID1904,AID1379
BID1904,AID4056
BID1905,AID2559
BID1906,AID5456
BID1907,AID2061
BID1907,AID783
BID1908,AID3170
BID1908,AID4305
BID1909,AID4361
BID1909,AID78
BID1910,AID2970
BID1911,AID3103
BID1911,AID3474
BID1912,AID2345
BID1913,AID2229
BID1914,AID3564
BID1915,AID1946
BID1916,AID1550
BID1916,AID2122
BID1917,AID543
BID1918,AID55
BID1919,AID4460
BID1919,AID5804
BID1920,AID5731
BID1921,AID2200
BID1921,AID3491
BID1922,AID1334
BID1922,AID1723
BID1923,AID2027
BID1923,AID2214
BID1924,AID3555
BID1925,AID2923
BID1925,AID3542
BID1926,AID122
BID1927,AID2300
BID1928,AID3408
BID1928,AID5400
BID1929,AID5646
BID1930,AID3516
BID1930,AID4798
BID1931,AID1330
BID1931,AID5077
BID1932,AID2942
BID1932,AID5669
BID1933,AID4248
BID1934,AID523
BID1935,AID2110
BID1936,AID2514
BID1936,AID5179
BID1937,AID3699
BID1938,AID1591
BID1938,AID1999
BID1939,AID1956
BID1939,AID2759
BID1940,AID5523
BID1941,AID2090
BID1941,AID3530
BID1942,AID2799
BID1942,AID3689
BID1943,AID601
BID1944,AID4889
BID1944,AID5538
BID1945,AID195
BID1945,AID406
BID1946,AID4499
BID1947,AID3308
BID1948,AID1586
BID1948,AID4280
BID1949,AID3540
BID1949,AID921
BID1950,AID5467
BID1951,AID1321
BID1951,AID2097
BID1952,AID1846
BID1952,AID5407
BID1953,AID4585
BID1954,AID5818
BID1955,AID3161
BID1956,AID1020
BID1957,AID2359
BID1958,AID1268
BID1958,AID1337
BID1959,AID2948
BID1960,AID56
BID1961,AID1527
BID1961,AID3579
BID1962,AID2856
BID1963,AID1401
BID1964,AID3249
BID1965,AID4185
BID1965,AID929
BID1966,AID2048
BID1966,AID4670
BID1967,AID4727
BID1967,AID479
BID1968,AID956
BID1969,AID3964
BID1969,AID875
BID1970,AID5462
BID1971,AID2682
BID1971,AID2702
BID1972,AID2166
BID1972,AID5090
BID1973,AID1006
BID1973,AID4944
BID1974,AID1773
BID1974,AID2978
BID1975,AID515
BID1975,AID554
BID1976,AID4209
BID1976,AID5671
BID1977,AID5415
BID1978,AID4721
BID1979,AID1993
BID1979,AID61
BID1980,AID4513
BID1981,AID207
BID1981,AID2763
BID1982,AID24
BID1983,AID5039
BID1984,AID345
BID1984,AID3624
BID1985,AID3851
BID1985,AID4251
BID1986,AID4864
BID1987,AID3199
BID1988,AID930
BID1989,AID5653
BID1990,AID3980
BID1991,AID4062
BID1992,AID2787
BID1992,AID915
BID1993,AID1770
BID1993,AID4164
BID1994,AID4850
BID1994,AID682
BID1995,AID5948
BID1996,AID4332
BID1996,AID575
BID1997,AID3553
BID1997,AID4766
BID1998,AID197
BID1998,AID3588
BID1999,AID1346
BID1999,AID3332
BID2000,AID1604
BID2000,AID2986
BID2001,AID3931
BID2001,AID5027
BID2002,AID2859
BID2003,AID270
BID2004,AID369
BID2004,AID3770
BID2005,AID5137
BID2006,AID1688
BID2006,AID435
BID2007,AID3466
BID2007,AID838
BID2008,AID2440
BID2009,AID5533
BID2010,AID2515
BID2011,AID5430
BID2012,AID1460
BID2012,AID2329
