AID,AAUTHOR
AID1577,Caleb
AID1578,Alex
AID1579,Caleb
AID1580,Caleb
AID1581,Jane
AID1582,Alex
AID1583,Caleb
AID1584,Alex
AID1585,Caleb
AID1586,Alex
AID1587,Caleb
AID1588,Caleb
AID1589,Jane
AID1590,Alex
AID1591,Caleb
AID1592,Alex
AID1593,Caleb
AID1594,Alex
AID1595,Caleb
AID1596,Caleb
AID1597,Jane
AID1598,Alex
AID1599,Caleb
AID1600,Alex
AID1601,Caleb
AID1602,Alex
AID1603,Caleb
AID1604,Caleb
AID1605,Jane
AID1606,Alex
AID1607,Caleb
AID1608,Alex
AID1609,Caleb
AID1610,Alex
AID1611,Caleb
AID1612,Caleb
AID1613,Jane
AID1614,Alex
AID1615,Caleb
AID1616,Alex
AID1617,Caleb
AID1618,Alex
AID1619,Caleb
AID1620,Caleb
AID1621,Jane
AID1622,Alex
AID1623,Caleb
AID1624,Alex
AID1625,Caleb
AID1626,Alex
AID1627,Caleb
AID1628,Caleb
AID1629,Jane
AID1630,Alex
AID1631,Caleb
AID1632,Alex
AID1633,Caleb
AID1634,Alex
AID1635,Caleb
AID1636,Caleb
AID1637,Jane
AID1638,Alex
AID1639,Caleb
AID1640,Alex
AID1641,Caleb
AID1642,Alex
AID1643,Caleb
AID1644,Caleb
AID1645,Jane
AID1646,Alex
AID1647,Caleb
AID1648,Alex
AID1649,Caleb
AID1650,Alex
AID1651,Caleb
AID1652,Caleb
AID1653,Jane
AID1654,Alex
AID1655,Caleb
AID1656,Alex
AID1657,Caleb
AID1658,Alex
AID1659,Caleb
AID1660,Caleb
AID1661,Jane
AID1662,Alex
AID1663,Caleb
AID1664,Alex
AID1665,Caleb
AID1666,Alex
AID1667,Caleb
AID1668,Caleb
AID1669,Jane
AID1670,Alex
AID1671,Caleb
AID1672,Alex
AID1673,Caleb
AID1674,Alex
AID1675,Caleb
AID1676,Caleb
AID1677,Jane
AID1678,Alex
AID1679,Caleb
AID1680,Alex
AID1681,Caleb
AID1682,Alex
AID1683,Caleb
AID1684,Caleb
AID1685,Jane
AID1686,Alex
AID1687,Caleb
AID1688,Alex
AID1689,Caleb
AID1690,Alex
AID1691,Caleb
AID1692,Caleb
AID1693,Jane
AID1694,Alex
AID1695,Caleb
AID1696,Alex
AID1697,Caleb
AID1698,Alex
AID1699,Caleb
AID1700,Caleb
AID1701,Jane
AID1702,Alex
AID1703,Caleb
AID1704,Alex
AID1705,Caleb
AID1706,Alex
AID1707,Caleb
AID1708,Caleb
AID1709,Jane
AID1710,Alex
AID1711,Caleb
AID1712,Alex
AID1713,Caleb
AID1714,Alex
AID1715,Caleb
AID1716,Caleb
AID1717,Jane
AID1718,Alex
AID1719,Caleb
AID1720,Alex
AID1721,Caleb
AID1722,Alex
AID1723,Caleb
AID1724,Caleb
AID1725,Jane
AID1726,Alex
AID1727,Caleb
AID1728,Alex
AID1729,Caleb
AID1730,Alex
AID1731,Caleb
AID1732,Caleb
AID1733,Jane
AID1734,Alex
AID1735,Caleb
AID1736,Alex
AID1737,Caleb
AID1738,Alex
AID1739,Caleb
AID1740,Caleb
AID1741,Jane
AID1742,Alex
AID1743,Caleb
AID1744,Alex
AID1745,Caleb
AID1746,Alex
AID1747,Caleb
AID1748,Caleb
AID1749,Jane
AID1750,Alex
AID1751,Caleb
AID1752,Alex
AID1753,Caleb
AID1754,Alex
AID1755,Caleb
AID1756,Caleb
AID1757,Jane
AID1758,Alex
AID1759,Caleb
AID1760,Alex
AID1761,Caleb
AID1762,Alex
AID1763,Caleb
AID1764,Caleb
AID1765,Jane
AID1766,Alex
AID1767,Caleb
AID1768,Alex
AID1769,Caleb
AID1770,Alex
AID1771,Caleb
AID1772,Caleb
AID1773,Jane
AID1774,Alex
AID1775,Caleb
AID1776,Alex
AID1777,Caleb
AID1778,Alex
AID1779,Caleb
AID1780,Caleb
AID1781,Jane
AID1782,Alex
AID1783,Caleb
AID1784,Alex
AID1785,Caleb
AID1786,Alex
AID1787,Caleb
AID1788,Caleb
AID1789,Jane
AID1790,Alex
AID1791,Caleb
AID1792,Alex
AID1793,Caleb
AID1794,Alex
AID1795,Caleb
AID1796,Caleb
AID1797,Jane
AID1798,Alex
AID1799,Caleb
AID1800,Alex
AID1801,Caleb
AID1802,Alex
AID1803,Caleb
AID1804,Caleb
AID1805,Jane
AID1806,Alex
AID1807,Caleb
AID1808,Alex
AID1809,Caleb
AID1810,Alex
AID1811,Caleb
AID1812,Caleb
AID1813,Jane
AID1814,Alex
AID1815,Caleb
AID1816,Alex
AID1817,Caleb
AID1818,Alex
AID1819,Caleb
AID1820,Caleb
AID1821,Jane
AID1822,Alex
AID1823,Caleb
AID1824,Alex
AID1825,Caleb
AID1826,Alex
AID1827,Caleb
AID1828,Caleb
AID1829,Jane
AID1830,Alex
AID1831,Caleb
AID1832,Alex
AID1833,Caleb
AID1834,Alex
AID1835,Caleb
AID1836,Caleb
AID1837,Jane
AID1838,Alex
AID1839,Caleb
AID1840,Alex
AID1841,Caleb
AID1842,Alex
AID1843,Caleb
AID1844,Caleb
AID1845,Jane
AID1846,Alex
AID1847,Caleb
AID1848,Alex
AID1849,Caleb
AID1850,Alex
AID1851,Caleb
AID1852,Caleb
AID1853,Jane
AID1854,Alex
AID1855,Caleb
AID1856,Alex
AID1857,Caleb
AID1858,Alex
AID1859,Caleb
AID1860,Caleb
AID1861,Jane
AID1862,Alex
AID1863,Caleb
AID1864,Alex
AID1865,Caleb
AID1866,Alex
AID1867,Caleb
AID1868,Caleb
AID1869,Jane
AID1870,Alex
AID1871,Caleb
AID1872,Alex
AID1873,Caleb
AID1874,Alex
AID1875,Caleb
AID1876,Caleb
AID1877,Jane
AID1878,Alex
AID1879,Caleb
AID1880,Alex
AID1881,Caleb
AID1882,Alex
AID1883,Caleb
AID1884,Caleb
AID1885,Jane
AID1886,Alex
AID1887,Caleb
AID1888,Alex
AID1889,Caleb
AID1890,Alex
AID1891,Caleb
AID1892,Caleb
AID1893,Jane
AID1894,Alex
AID1895,Caleb
AID1896,Alex
AID1897,Caleb
AID1898,Alex
AID1899,Caleb
AID1900,Caleb
AID1901,Jane
AID1902,Alex
AID1903,Caleb
AID1904,Alex
AID1905,Caleb
AID1906,Alex
AID1907,Caleb
AID1908,Caleb
AID1909,Jane
AID1910,Alex
AID1911,Caleb
AID1912,Alex
AID1913,Caleb
AID1914,Alex
AID1915,Caleb
AID1916,Caleb
AID1917,Jane
AID1918,Alex
AID1919,Caleb
AID1920,Alex
AID1921,Caleb
AID1922,Alex
AID1923,Caleb
AID1924,Caleb
AID1925,Jane
AID1926,Alex
AID1927,Caleb
AID1928,Alex
AID1929,Caleb
AID1930,Alex
AID1931,Caleb
AID1932,Caleb
AID1933,Jane
AID1934,Alex
AID1935,Caleb
AID1936,Alex
AID1937,Caleb
AID1938,Alex
AID1939,Caleb
AID1940,Caleb
AID1941,Jane
AID1942,Alex
AID1943,Caleb
AID1944,Alex
AID1945,Caleb
AID1946,Alex
AID1947,Caleb
AID1948,Caleb
AID1949,Jane
AID1950,Alex
AID1951,Caleb
AID1952,Alex
AID1953,Caleb
AID1954,Alex
AID1955,Caleb
AID1956,Caleb
AID1957,Jane
AID1958,Alex
AID1959,Caleb
AID1960,Alex
AID1961,Caleb
AID1962,Alex
AID1963,Caleb
AID1964,Caleb
AID1965,Jane
AID1966,Alex
AID1967,Caleb
AID1968,Alex
AID1969,Caleb
AID1970,Alex
AID1971,Caleb
AID1972,Caleb
AID1973,Jane
AID1974,Alex
AID1975,Caleb
AID1976,Alex
AID1977,Caleb
AID1978,Alex
AID1979,Caleb
AID1980,Caleb
AID1981,Jane
AID1982,Alex
AID1983,Caleb
AID1984,Alex
AID1985,Caleb
AID1986,Alex
AID1987,Caleb
AID1988,Caleb
AID1989,Jane
AID1990,Alex
AID1991,Caleb
AID1992,Alex
AID1993,Caleb
AID1994,Alex
AID1995,Caleb
AID1996,Caleb
AID1997,Jane
AID1998,Alex
AID1999,Caleb
AID2000,Alex
