ssrqid,drqid
ssrqid650,drqid1627
ssrqid650,drqid1653
ssrqid650,drqid732
ssrqid651,drqid3037
ssrqid651,drqid88
ssrqid652,drqid1183
ssrqid652,drqid263
ssrqid653,drqid2081
ssrqid653,drqid229
ssrqid654,drqid2918
ssrqid655,drqid1263
ssrqid656,drqid161
ssrqid656,drqid2565
ssrqid656,drqid477
ssrqid657,drqid1514
ssrqid657,drqid2631
ssrqid658,drqid1180
ssrqid658,drqid440
ssrqid659,drqid3250
ssrqid659,drqid502
ssrqid660,drqid3481
ssrqid660,drqid949
ssrqid660,drqid959
ssrqid661,drqid1950
ssrqid662,drqid1050
ssrqid662,drqid1201
ssrqid663,drqid1325
ssrqid663,drqid1626
ssrqid664,drqid203
ssrqid665,drqid372
ssrqid665,drqid410
ssrqid665,drqid585
ssrqid666,drqid1090
ssrqid667,drqid1668
ssrqid667,drqid2363
ssrqid668,drqid1633
ssrqid669,drqid3141
ssrqid669,drqid3815
ssrqid670,drqid1378
ssrqid670,drqid1434
ssrqid670,drqid2120
ssrqid671,drqid955
ssrqid672,drqid2036
ssrqid672,drqid2471
ssrqid673,drqid327
ssrqid674,drqid45
ssrqid675,drqid570
ssrqid676,drqid3584
ssrqid676,drqid716
ssrqid677,drqid3055
ssrqid677,drqid3449
ssrqid678,drqid3469
ssrqid678,drqid400
ssrqid679,drqid113
ssrqid679,drqid190
ssrqid680,drqid1125
ssrqid680,drqid3275
ssrqid681,drqid686
ssrqid682,drqid2165
ssrqid682,drqid3791
ssrqid683,drqid1141
ssrqid684,drqid2926
ssrqid684,drqid3784
ssrqid685,drqid1945
ssrqid685,drqid3557
ssrqid686,drqid1681
ssrqid686,drqid988
ssrqid687,drqid3214
ssrqid688,drqid1202
ssrqid689,drqid1099
ssrqid689,drqid1476
ssrqid690,drqid2196
ssrqid691,drqid1628
ssrqid691,drqid2380
ssrqid692,drqid1007
ssrqid692,drqid2682
ssrqid693,drqid2061
ssrqid693,drqid2760
ssrqid694,drqid891
ssrqid695,drqid1037
ssrqid695,drqid2430
ssrqid696,drqid3259
ssrqid697,drqid2965
ssrqid697,drqid3137
ssrqid697,drqid3365
ssrqid698,drqid3150
ssrqid698,drqid596
ssrqid699,drqid3380
ssrqid699,drqid3550
ssrqid700,drqid247
ssrqid700,drqid2867
ssrqid701,drqid1308
ssrqid701,drqid2392
ssrqid702,drqid1594
ssrqid702,drqid3431
ssrqid702,drqid3775
ssrqid703,drqid2457
ssrqid704,drqid1473
ssrqid704,drqid2943
ssrqid705,drqid250
ssrqid706,drqid1496
ssrqid706,drqid2008
ssrqid707,drqid1027
ssrqid707,drqid1598
ssrqid707,drqid3656
ssrqid708,drqid1475
ssrqid708,drqid1536
ssrqid708,drqid162
ssrqid709,drqid942
ssrqid709,drqid984
ssrqid710,drqid947
ssrqid711,drqid1926
ssrqid711,drqid1958
ssrqid712,drqid1039
ssrqid712,drqid1197
ssrqid713,drqid126
ssrqid713,drqid3066
ssrqid713,drqid911
ssrqid714,drqid1739
ssrqid715,drqid365
ssrqid715,drqid3811
ssrqid715,drqid418
ssrqid716,drqid135
ssrqid716,drqid748
ssrqid716,drqid925
ssrqid717,drqid3282
ssrqid717,drqid508
ssrqid718,drqid3828
ssrqid719,drqid2227
ssrqid719,drqid2337
ssrqid720,drqid1684
ssrqid720,drqid3703
ssrqid721,drqid1970
ssrqid721,drqid2642
ssrqid722,drqid2284
ssrqid722,drqid2446
ssrqid723,drqid1042
ssrqid723,drqid2184
ssrqid724,drqid2514
ssrqid725,drqid2833
ssrqid726,drqid1762
ssrqid727,drqid3050
ssrqid728,drqid3500
ssrqid729,drqid661
ssrqid730,drqid1445
ssrqid730,drqid3685
ssrqid730,drqid3854
ssrqid731,drqid1968
ssrqid731,drqid986
ssrqid732,drqid1737
ssrqid732,drqid2126
ssrqid732,drqid2810
ssrqid733,drqid2705
ssrqid734,drqid703
ssrqid735,drqid1211
ssrqid735,drqid1454
ssrqid736,drqid156
ssrqid736,drqid2353
ssrqid737,drqid2009
ssrqid737,drqid3163
ssrqid737,drqid936
ssrqid738,drqid2894
ssrqid739,drqid1231
ssrqid739,drqid3726
ssrqid740,drqid1001
ssrqid740,drqid160
ssrqid740,drqid1863
ssrqid741,drqid2979
ssrqid742,drqid1371
ssrqid742,drqid3570
ssrqid743,drqid687
ssrqid744,drqid2458
ssrqid744,drqid2610
ssrqid745,drqid2055
ssrqid745,drqid921
ssrqid745,drqid942
ssrqid746,drqid1339
ssrqid746,drqid940
ssrqid747,drqid29
ssrqid747,drqid3586
ssrqid748,drqid2607
ssrqid748,drqid929
ssrqid749,drqid2874
ssrqid749,drqid336
ssrqid749,drqid3461
ssrqid750,drqid2720
ssrqid751,drqid3727
ssrqid752,drqid3962
ssrqid752,drqid50
ssrqid753,drqid1080
ssrqid754,drqid138
ssrqid755,drqid2545
ssrqid755,drqid2658
ssrqid756,drqid1404
ssrqid757,drqid1343
ssrqid757,drqid461
ssrqid758,drqid2571
ssrqid759,drqid1186
ssrqid760,drqid1245
ssrqid761,drqid2136
ssrqid761,drqid3081
ssrqid761,drqid505
ssrqid762,drqid1761
ssrqid762,drqid392
ssrqid763,drqid1199
ssrqid764,drqid3939
ssrqid764,drqid619
ssrqid765,drqid1491
ssrqid766,drqid1620
ssrqid766,drqid2748
ssrqid767,drqid1815
ssrqid767,drqid642
ssrqid767,drqid791
ssrqid768,drqid3530
ssrqid769,drqid1831
ssrqid770,drqid1449
ssrqid770,drqid997
ssrqid771,drqid1729
ssrqid771,drqid3707
ssrqid772,drqid3066
ssrqid773,drqid763
ssrqid774,drqid2282
ssrqid774,drqid3473
ssrqid775,drqid1070
ssrqid775,drqid1212
ssrqid776,drqid1755
ssrqid776,drqid3080
ssrqid777,drqid3230
ssrqid777,drqid821
ssrqid778,drqid1565
ssrqid778,drqid3136
ssrqid779,drqid413
ssrqid779,drqid978
ssrqid780,drqid577
ssrqid780,drqid664
ssrqid781,drqid1955
ssrqid781,drqid2849
ssrqid782,drqid2803
ssrqid782,drqid759
ssrqid783,drqid2249
ssrqid784,drqid2316
ssrqid785,drqid164
ssrqid785,drqid964
ssrqid786,drqid1514
ssrqid787,drqid1689
ssrqid787,drqid2784
ssrqid788,drqid1353
ssrqid788,drqid2751
ssrqid789,drqid1200
ssrqid790,drqid2704
ssrqid790,drqid3574
ssrqid791,drqid1274
ssrqid791,drqid2375
ssrqid791,drqid630
ssrqid792,drqid2728
ssrqid793,drqid3581
ssrqid793,drqid922
ssrqid794,drqid805
ssrqid795,drqid3425
ssrqid795,drqid767
ssrqid796,drqid765
ssrqid797,drqid2378
ssrqid797,drqid940
ssrqid798,drqid2883
ssrqid798,drqid3286
ssrqid799,drqid1526
ssrqid799,drqid3319
ssrqid799,drqid429
ssrqid800,drqid22
ssrqid800,drqid2708
ssrqid801,drqid3678
ssrqid802,drqid1535
ssrqid802,drqid2800
ssrqid802,drqid726
ssrqid803,drqid2327
ssrqid804,drqid232
ssrqid804,drqid2766
ssrqid805,drqid1452
ssrqid805,drqid342
ssrqid806,drqid3157
ssrqid806,drqid3392
ssrqid807,drqid1283
ssrqid808,drqid3494
ssrqid809,drqid1978
ssrqid809,drqid2314
ssrqid809,drqid455
ssrqid810,drqid3040
ssrqid811,drqid2479
ssrqid812,drqid858
ssrqid812,drqid942
ssrqid813,drqid1303
ssrqid813,drqid2497
ssrqid814,drqid1990
ssrqid814,drqid3162
ssrqid815,drqid3064
ssrqid816,drqid1109
ssrqid816,drqid3624
ssrqid816,drqid937
ssrqid817,drqid1304
ssrqid817,drqid38
ssrqid818,drqid1402
ssrqid818,drqid3280
ssrqid819,drqid2446
ssrqid819,drqid3286
ssrqid820,drqid703
ssrqid821,drqid1633
ssrqid821,drqid2421
ssrqid821,drqid2427
ssrqid822,drqid1593
ssrqid822,drqid3903
ssrqid823,drqid2844
ssrqid824,drqid3320
ssrqid824,drqid435
ssrqid825,drqid2753
ssrqid825,drqid880
ssrqid826,drqid3002
ssrqid826,drqid3004
ssrqid826,drqid3287
ssrqid827,drqid2484
ssrqid827,drqid3464
ssrqid828,drqid2160
ssrqid828,drqid2553
ssrqid829,drqid1839
ssrqid829,drqid3180
ssrqid830,drqid2680
ssrqid831,drqid1263
ssrqid831,drqid3632
ssrqid832,drqid3147
ssrqid833,drqid3422
ssrqid833,drqid929
ssrqid834,drqid2285
ssrqid834,drqid384
ssrqid835,drqid1263
ssrqid835,drqid3361
ssrqid835,drqid3413
ssrqid836,drqid2460
ssrqid836,drqid3754
ssrqid837,drqid2818
ssrqid837,drqid3925
ssrqid837,drqid906
ssrqid838,drqid3875
ssrqid839,drqid712
ssrqid839,drqid883
ssrqid840,drqid1248
ssrqid840,drqid374
ssrqid841,drqid1119
ssrqid841,drqid169
ssrqid841,drqid2009
ssrqid842,drqid2534
ssrqid842,drqid2989
ssrqid843,drqid702
ssrqid843,drqid895
ssrqid844,drqid402
ssrqid845,drqid1362
ssrqid846,drqid3064
ssrqid847,drqid1662
ssrqid847,drqid3934
ssrqid848,drqid1737
ssrqid848,drqid257
ssrqid849,drqid1385
ssrqid849,drqid2735
ssrqid850,drqid1480
ssrqid851,drqid2794
ssrqid851,drqid2834
ssrqid852,drqid2064
ssrqid853,drqid1846
ssrqid854,drqid1449
ssrqid854,drqid2712
ssrqid855,drqid3657
ssrqid855,drqid652
ssrqid856,drqid1372
ssrqid856,drqid2323
ssrqid857,drqid2214
ssrqid857,drqid2754
ssrqid858,drqid1600
ssrqid858,drqid2368
ssrqid859,drqid2028
ssrqid860,drqid1243
ssrqid860,drqid2704
ssrqid861,drqid1385
ssrqid861,drqid1665
ssrqid861,drqid596
ssrqid862,drqid1596
ssrqid862,drqid3684
ssrqid863,drqid3038
ssrqid863,drqid3597
ssrqid864,drqid3417
ssrqid865,drqid3750
ssrqid865,drqid3875
ssrqid866,drqid2897
ssrqid866,drqid3321
ssrqid866,drqid341
ssrqid867,drqid1342
ssrqid867,drqid2694
ssrqid867,drqid496
ssrqid868,drqid2681
ssrqid868,drqid2891
ssrqid869,drqid3840
ssrqid869,drqid939
ssrqid870,drqid505
ssrqid871,drqid2088
ssrqid872,drqid2785
ssrqid873,drqid206
ssrqid873,drqid2950
ssrqid874,drqid3756
ssrqid874,drqid518
ssrqid874,drqid659
ssrqid875,drqid2764
ssrqid876,drqid2080
ssrqid876,drqid554
ssrqid877,drqid1985
ssrqid877,drqid644
ssrqid878,drqid1940
ssrqid878,drqid3691
ssrqid879,drqid930
ssrqid880,drqid2351
ssrqid881,drqid3056
ssrqid881,drqid83
ssrqid882,drqid3740
ssrqid883,drqid1044
ssrqid883,drqid168
ssrqid883,drqid2423
ssrqid884,drqid3790
ssrqid884,drqid912
ssrqid885,drqid3457
ssrqid886,drqid3737
ssrqid887,drqid2171
ssrqid887,drqid3112
ssrqid888,drqid1610
ssrqid888,drqid3313
ssrqid889,drqid2375
ssrqid889,drqid680
ssrqid890,drqid2909
ssrqid891,drqid182
ssrqid891,drqid3173
ssrqid892,drqid2147
ssrqid893,drqid256
ssrqid893,drqid3209
ssrqid894,drqid2013
ssrqid895,drqid2483
ssrqid895,drqid305
ssrqid896,drqid1053
ssrqid897,drqid3869
ssrqid897,drqid749
ssrqid898,drqid2083
ssrqid898,drqid280
ssrqid899,drqid1767
ssrqid899,drqid782
ssrqid900,drqid1769
ssrqid900,drqid612
ssrqid901,drqid1973
ssrqid902,drqid1407
ssrqid903,drqid1350
ssrqid903,drqid2905
ssrqid904,drqid146
ssrqid905,drqid285
ssrqid905,drqid3939
ssrqid906,drqid1445
ssrqid906,drqid580
ssrqid907,drqid3747
ssrqid908,drqid3468
ssrqid909,drqid3748
ssrqid910,drqid2422
ssrqid910,drqid2430
ssrqid911,drqid1675
ssrqid912,drqid2636
ssrqid912,drqid2883
ssrqid913,drqid3123
ssrqid914,drqid2787
ssrqid915,drqid2386
ssrqid915,drqid3629
ssrqid916,drqid2811
ssrqid916,drqid3400
ssrqid917,drqid2565
ssrqid917,drqid366
ssrqid917,drqid3919
ssrqid918,drqid185
ssrqid918,drqid3365
ssrqid919,drqid1705
ssrqid920,drqid12
ssrqid920,drqid855
ssrqid921,drqid2330
ssrqid921,drqid2357
ssrqid922,drqid3580
ssrqid923,drqid1097
ssrqid923,drqid1189
ssrqid924,drqid3638
ssrqid924,drqid998
ssrqid925,drqid3637
ssrqid925,drqid529
ssrqid925,drqid865
ssrqid926,drqid1347
ssrqid927,drqid1353
ssrqid928,drqid1493
ssrqid928,drqid2087
ssrqid929,drqid1910
ssrqid930,drqid1768
ssrqid931,drqid2008
ssrqid931,drqid2351
ssrqid932,drqid2215
ssrqid933,drqid1835
ssrqid933,drqid230
ssrqid934,drqid123
ssrqid934,drqid486
ssrqid935,drqid2314
ssrqid935,drqid390
ssrqid936,drqid3926
ssrqid936,drqid867
ssrqid937,drqid2069
ssrqid938,drqid301
ssrqid939,drqid371
ssrqid940,drqid3367
ssrqid940,drqid942
ssrqid941,drqid3207
ssrqid942,drqid1177
ssrqid942,drqid398
ssrqid942,drqid876
ssrqid943,drqid1233
ssrqid943,drqid3595
ssrqid943,drqid3987
ssrqid944,drqid2864
ssrqid944,drqid572
ssrqid945,drqid1577
ssrqid945,drqid2415
ssrqid946,drqid2522
ssrqid947,drqid3976
ssrqid947,drqid56
ssrqid948,drqid794
ssrqid948,drqid837
ssrqid949,drqid659
ssrqid950,drqid312
ssrqid951,drqid3633
ssrqid951,drqid909
ssrqid952,drqid2220
ssrqid952,drqid3123
ssrqid953,drqid3950
ssrqid954,drqid75
ssrqid955,drqid3215
ssrqid955,drqid3774
ssrqid956,drqid1285
ssrqid956,drqid3567
ssrqid957,drqid2705
ssrqid957,drqid3756
ssrqid958,drqid1680
ssrqid959,drqid2428
ssrqid959,drqid618
ssrqid960,drqid1539
ssrqid960,drqid160
ssrqid960,drqid210
ssrqid961,drqid31
ssrqid962,drqid2562
ssrqid962,drqid2567
ssrqid963,drqid734
ssrqid964,drqid2
ssrqid964,drqid2829
ssrqid965,drqid1694
ssrqid965,drqid2244
ssrqid966,drqid1619
ssrqid966,drqid1766
ssrqid966,drqid3158
ssrqid967,drqid712
ssrqid968,drqid1518
ssrqid968,drqid1728
ssrqid969,drqid2436
ssrqid969,drqid2859
ssrqid969,drqid3676
ssrqid970,drqid2795
ssrqid971,drqid2736
ssrqid971,drqid725
ssrqid971,drqid778
ssrqid972,drqid736
ssrqid973,drqid1383
ssrqid974,drqid2503
ssrqid974,drqid712
ssrqid975,drqid2115
ssrqid975,drqid2844
ssrqid976,drqid185
ssrqid976,drqid312
ssrqid977,drqid1360
ssrqid977,drqid1788
ssrqid977,drqid3321
ssrqid978,drqid1062
ssrqid978,drqid1858
ssrqid979,drqid2353
ssrqid979,drqid2531
ssrqid980,drqid3533
ssrqid980,drqid656
ssrqid980,drqid830
ssrqid981,drqid946
ssrqid982,drqid319
ssrqid983,drqid1902
ssrqid984,drqid2002
ssrqid984,drqid3475
ssrqid985,drqid3489
ssrqid986,drqid1943
ssrqid987,drqid419
ssrqid988,drqid2502
ssrqid988,drqid3141
ssrqid989,drqid3173
ssrqid990,drqid2516
ssrqid991,drqid1119
ssrqid991,drqid3981
ssrqid992,drqid3916
ssrqid992,drqid606
ssrqid992,drqid91
ssrqid993,drqid2692
ssrqid994,drqid1114
ssrqid994,drqid239
ssrqid995,drqid1268
ssrqid995,drqid608
ssrqid996,drqid3840
ssrqid997,drqid186
ssrqid997,drqid413
ssrqid998,drqid3119
ssrqid999,drqid3675
ssrqid999,drqid655
ssrqid1000,drqid1931
ssrqid1000,drqid3
ssrqid1000,drqid3723
ssrqid1001,drqid493
ssrqid1002,drqid3028
ssrqid1003,drqid2342
ssrqid1003,drqid3345
ssrqid1003,drqid3691
ssrqid1004,drqid2071
ssrqid1004,drqid2825
ssrqid1005,drqid40
ssrqid1006,drqid3614
ssrqid1006,drqid94
ssrqid1007,drqid1183
ssrqid1007,drqid231
ssrqid1007,drqid3585
ssrqid1008,drqid1255
ssrqid1008,drqid592
ssrqid1009,drqid706
ssrqid1009,drqid947
ssrqid1010,drqid2240
ssrqid1010,drqid2473
ssrqid1010,drqid3046
ssrqid1011,drqid1178
ssrqid1012,drqid200
ssrqid1013,drqid297
ssrqid1014,drqid3063
ssrqid1015,drqid1340
ssrqid1015,drqid2477
ssrqid1016,drqid3874
ssrqid1016,drqid392
ssrqid1017,drqid1849
ssrqid1018,drqid1174
ssrqid1018,drqid2010
ssrqid1018,drqid2797
ssrqid1019,drqid3373
ssrqid1020,drqid3946
ssrqid1020,drqid95
ssrqid1021,drqid3163
ssrqid1021,drqid3528
ssrqid1022,drqid2535
ssrqid1022,drqid860
ssrqid1023,drqid583
ssrqid1024,drqid2065
ssrqid1024,drqid738
ssrqid1025,drqid525
ssrqid1026,drqid3245
ssrqid1027,drqid337
ssrqid1027,drqid3763
ssrqid1028,drqid1132
ssrqid1028,drqid3083
ssrqid1029,drqid1156
ssrqid1029,drqid69
ssrqid1030,drqid313
ssrqid1030,drqid3649
ssrqid1031,drqid174
ssrqid1031,drqid492
ssrqid1032,drqid1313
ssrqid1033,drqid1101
ssrqid1033,drqid3039
ssrqid1034,drqid1388
ssrqid1034,drqid505
ssrqid1034,drqid587
ssrqid1035,drqid135
ssrqid1035,drqid2152
ssrqid1036,drqid2421
ssrqid1037,drqid1824
ssrqid1038,drqid1157
ssrqid1038,drqid588
ssrqid1039,drqid1776
ssrqid1039,drqid728
ssrqid1040,drqid3067
ssrqid1041,drqid1995
ssrqid1041,drqid433
ssrqid1042,drqid117
ssrqid1042,drqid1637
ssrqid1043,drqid617
ssrqid1044,drqid2259
ssrqid1044,drqid2691
ssrqid1045,drqid832
ssrqid1046,drqid3291
ssrqid1046,drqid947
ssrqid1047,drqid845
ssrqid1048,drqid2227
ssrqid1048,drqid3633
ssrqid1049,drqid2680
ssrqid1049,drqid3297
ssrqid1050,drqid1008
ssrqid1050,drqid947
ssrqid1051,drqid3896
ssrqid1052,drqid2650
ssrqid1052,drqid2911
ssrqid1053,drqid1686
ssrqid1053,drqid2505
ssrqid1054,drqid2424
ssrqid1055,drqid3088
ssrqid1055,drqid3380
ssrqid1056,drqid3264
ssrqid1057,drqid2825
ssrqid1057,drqid987
ssrqid1058,drqid2750
ssrqid1058,drqid2756
ssrqid1059,drqid1078
ssrqid1059,drqid1661
ssrqid1060,drqid3127
ssrqid1061,drqid1262
ssrqid1061,drqid565
ssrqid1062,drqid839
ssrqid1063,drqid3147
ssrqid1063,drqid996
ssrqid1064,drqid3730
ssrqid1065,drqid1142
ssrqid1065,drqid3200
ssrqid1066,drqid1087
ssrqid1066,drqid164
ssrqid1067,drqid2847
ssrqid1068,drqid3454
ssrqid1069,drqid3771
ssrqid1070,drqid2638
ssrqid1070,drqid3867
ssrqid1071,drqid1627
ssrqid1072,drqid3037
ssrqid1072,drqid307
ssrqid1073,drqid1690
ssrqid1073,drqid2750
ssrqid1073,drqid624
ssrqid1074,drqid1908
ssrqid1075,drqid3339
ssrqid1076,drqid1609
ssrqid1076,drqid535
ssrqid1077,drqid3953
ssrqid1078,drqid32
ssrqid1079,drqid919
ssrqid1080,drqid271
ssrqid1081,drqid2040
ssrqid1082,drqid3213
ssrqid1083,drqid2851
ssrqid1083,drqid3367
ssrqid1083,drqid3895
ssrqid1084,drqid2615
ssrqid1084,drqid634
ssrqid1085,drqid325
ssrqid1085,drqid758
ssrqid1086,drqid3333
ssrqid1086,drqid3733
ssrqid1087,drqid3641
ssrqid1087,drqid928
ssrqid1088,drqid749
ssrqid1089,drqid829
ssrqid1090,drqid1371
ssrqid1091,drqid2849
ssrqid1092,drqid260
ssrqid1092,drqid295
ssrqid1092,drqid3645
ssrqid1093,drqid1219
ssrqid1093,drqid2511
ssrqid1094,drqid2215
ssrqid1094,drqid224
ssrqid1095,drqid1921
ssrqid1095,drqid2848
ssrqid1096,drqid956
ssrqid1097,drqid1974
ssrqid1097,drqid3168
ssrqid1098,drqid1114
ssrqid1098,drqid2834
ssrqid1099,drqid3988
ssrqid1099,drqid670
ssrqid1100,drqid3424
ssrqid1100,drqid3963
ssrqid1101,drqid183
ssrqid1101,drqid3228
ssrqid1102,drqid1423
ssrqid1102,drqid2731
ssrqid1103,drqid2524
ssrqid1103,drqid253
ssrqid1103,drqid915
ssrqid1104,drqid2082
ssrqid1105,drqid929
ssrqid1106,drqid1516
ssrqid1106,drqid687
ssrqid1107,drqid2050
ssrqid1107,drqid2182
ssrqid1107,drqid3277
ssrqid1108,drqid1151
ssrqid1109,drqid2133
ssrqid1109,drqid344
ssrqid1110,drqid3174
ssrqid1111,drqid2418
ssrqid1111,drqid27
ssrqid1112,drqid1569
ssrqid1112,drqid241
ssrqid1112,drqid27
ssrqid1113,drqid3267
ssrqid1113,drqid629
ssrqid1114,drqid3813
ssrqid1115,drqid3297
ssrqid1116,drqid1254
ssrqid1116,drqid26
ssrqid1117,drqid1787
ssrqid1117,drqid730
ssrqid1118,drqid1587
ssrqid1119,drqid337
ssrqid1119,drqid685
ssrqid1120,drqid2687
ssrqid1121,drqid586
ssrqid1122,drqid1175
ssrqid1122,drqid3711
ssrqid1123,drqid1822
ssrqid1123,drqid3484
ssrqid1124,drqid3223
ssrqid1124,drqid3600
ssrqid1125,drqid1590
ssrqid1125,drqid1670
ssrqid1125,drqid912
ssrqid1126,drqid2881
ssrqid1126,drqid3574
ssrqid1127,drqid3682
ssrqid1127,drqid775
ssrqid1128,drqid724
ssrqid1129,drqid1868
ssrqid1130,drqid2333
ssrqid1130,drqid2888
ssrqid1130,drqid3497
ssrqid1131,drqid3075
ssrqid1131,drqid3840
ssrqid1131,drqid519
ssrqid1132,drqid1578
ssrqid1132,drqid2542
ssrqid1133,drqid1843
ssrqid1133,drqid1869
ssrqid1134,drqid2284
ssrqid1134,drqid3367
ssrqid1135,drqid507
ssrqid1136,drqid1092
ssrqid1136,drqid112
ssrqid1136,drqid2690
ssrqid1137,drqid3098
ssrqid1138,drqid1089
ssrqid1138,drqid3006
ssrqid1138,drqid3578
ssrqid1139,drqid279
ssrqid1140,drqid2118
ssrqid1141,drqid1956
ssrqid1141,drqid3183
ssrqid1142,drqid2721
ssrqid1142,drqid3504
ssrqid1142,drqid3641
ssrqid1143,drqid3830
ssrqid1144,drqid616
ssrqid1144,drqid822
ssrqid1145,drqid88
ssrqid1146,drqid3416
ssrqid1147,drqid2571
ssrqid1147,drqid2978
ssrqid1147,drqid650
ssrqid1148,drqid522
ssrqid1149,drqid408
ssrqid1150,drqid1527
ssrqid1151,drqid195
ssrqid1151,drqid2318
ssrqid1151,drqid2818
ssrqid1152,drqid156
ssrqid1153,drqid569
ssrqid1154,drqid1018
ssrqid1154,drqid1849
ssrqid1155,drqid2875
ssrqid1155,drqid3769
ssrqid1156,drqid1705
ssrqid1156,drqid472
ssrqid1157,drqid1213
ssrqid1157,drqid687
ssrqid1158,drqid1418
ssrqid1158,drqid2627
ssrqid1159,drqid1200
ssrqid1159,drqid3178
ssrqid1160,drqid202
ssrqid1160,drqid799
ssrqid1161,drqid2509
ssrqid1162,drqid1458
ssrqid1163,drqid31
ssrqid1164,drqid2361
ssrqid1165,drqid1418
ssrqid1165,drqid3282
ssrqid1166,drqid420
ssrqid1167,drqid1871
ssrqid1167,drqid2249
ssrqid1167,drqid3767
ssrqid1168,drqid3824
ssrqid1168,drqid3930
ssrqid1168,drqid668
ssrqid1169,drqid630
ssrqid1169,drqid860
ssrqid1170,drqid3533
ssrqid1171,drqid2001
ssrqid1171,drqid3014
ssrqid1172,drqid2486
ssrqid1173,drqid1762
ssrqid1173,drqid3864
ssrqid1174,drqid1106
ssrqid1175,drqid740
ssrqid1176,drqid1071
ssrqid1177,drqid100
ssrqid1177,drqid63
ssrqid1178,drqid1755
ssrqid1179,drqid1472
ssrqid1179,drqid506
ssrqid1180,drqid2994
ssrqid1181,drqid2847
ssrqid1182,drqid3644
ssrqid1182,drqid3713
ssrqid1183,drqid2221
ssrqid1184,drqid2786
ssrqid1185,drqid646
ssrqid1186,drqid3098
ssrqid1186,drqid836
ssrqid1187,drqid1702
ssrqid1187,drqid2669
ssrqid1188,drqid2103
ssrqid1188,drqid609
ssrqid1189,drqid3956
ssrqid1189,drqid616
ssrqid1190,drqid127
ssrqid1190,drqid1553
ssrqid1190,drqid1607
ssrqid1191,drqid3378
ssrqid1191,drqid3800
ssrqid1192,drqid1206
ssrqid1192,drqid1472
ssrqid1193,drqid2127
ssrqid1193,drqid3258
ssrqid1194,drqid3690
ssrqid1195,drqid2097
ssrqid1195,drqid2366
ssrqid1196,drqid1416
ssrqid1196,drqid3610
ssrqid1197,drqid2299
ssrqid1197,drqid876
ssrqid1198,drqid1306
ssrqid1198,drqid2256
ssrqid1198,drqid3965
ssrqid1199,drqid242
ssrqid1200,drqid1404
ssrqid1200,drqid368
ssrqid1201,drqid2651
ssrqid1201,drqid474
ssrqid1202,drqid3606
ssrqid1203,drqid3195
ssrqid1204,drqid3080
ssrqid1204,drqid811
ssrqid1205,drqid2242
ssrqid1206,drqid482
ssrqid1207,drqid1291
ssrqid1207,drqid1375
ssrqid1208,drqid561
ssrqid1208,drqid802
ssrqid1209,drqid2036
ssrqid1210,drqid1539
ssrqid1210,drqid2021
ssrqid1211,drqid3500
ssrqid1211,drqid768
ssrqid1212,drqid2725
ssrqid1213,drqid1814
ssrqid1213,drqid3710
ssrqid1214,drqid2351
ssrqid1214,drqid2876
ssrqid1215,drqid220
ssrqid1215,drqid3130
ssrqid1216,drqid564
ssrqid1217,drqid3796
ssrqid1218,drqid881
ssrqid1219,drqid1781
ssrqid1219,drqid1921
ssrqid1220,drqid1730
ssrqid1220,drqid339
ssrqid1221,drqid524
ssrqid1222,drqid406
ssrqid1222,drqid853
ssrqid1223,drqid1501
ssrqid1224,drqid3279
ssrqid1224,drqid3480
ssrqid1225,drqid2353
ssrqid1225,drqid3944
ssrqid1225,drqid718
ssrqid1226,drqid1887
ssrqid1226,drqid308
ssrqid1226,drqid3545
ssrqid1227,drqid2368
ssrqid1228,drqid991
ssrqid1229,drqid1013
ssrqid1229,drqid180
ssrqid1230,drqid3726
ssrqid1231,drqid2429
ssrqid1231,drqid3834
ssrqid1232,drqid3465
ssrqid1233,drqid2779
ssrqid1233,drqid3626
ssrqid1234,drqid3332
ssrqid1234,drqid3945
ssrqid1235,drqid253
ssrqid1236,drqid1479
ssrqid1236,drqid224
ssrqid1236,drqid2477
ssrqid1237,drqid1166
ssrqid1237,drqid149
ssrqid1237,drqid1811
ssrqid1238,drqid1306
ssrqid1238,drqid2667
ssrqid1239,drqid2226
ssrqid1239,drqid3136
ssrqid1240,drqid208
ssrqid1240,drqid2420
ssrqid1240,drqid2618
ssrqid1241,drqid1269
ssrqid1242,drqid1036
ssrqid1242,drqid3744
ssrqid1243,drqid2585
ssrqid1243,drqid3756
ssrqid1243,drqid3840
ssrqid1244,drqid1270
ssrqid1244,drqid402
ssrqid1245,drqid1257
ssrqid1245,drqid239
ssrqid1246,drqid1243
ssrqid1246,drqid3637
ssrqid1246,drqid3923
ssrqid1247,drqid1680
ssrqid1247,drqid3170
ssrqid1248,drqid3202
ssrqid1248,drqid3308
ssrqid1249,drqid2871
ssrqid1249,drqid3229
ssrqid1250,drqid1861
ssrqid1251,drqid1113
ssrqid1251,drqid3581
ssrqid1252,drqid1899
ssrqid1253,drqid315
ssrqid1253,drqid3544
ssrqid1254,drqid2741
ssrqid1254,drqid784
ssrqid1255,drqid571
ssrqid1256,drqid1992
ssrqid1256,drqid2011
ssrqid1257,drqid1998
ssrqid1258,drqid3267
ssrqid1258,drqid525
ssrqid1259,drqid3641
ssrqid1260,drqid3650
ssrqid1261,drqid1940
ssrqid1261,drqid2859
