"DRQID","BGRID"
"drqid1028","bgrid12887"
"drqid1028","bgrid8220"
"drqid1028","bgrid11215"
"drqid1028","bgrid7877"
"drqid1028","bgrid11038"
"drqid1028","bgrid8215"
"drqid1028","bgrid10084"
"drqid1028","bgrid12723"
"drqid1029","bgrid11489"
"drqid1029","bgrid12218"
"drqid1030","bgrid3527"
"drqid1030","bgrid4128"
"drqid1030","bgrid7664"
"drqid1030","bgrid7809"
"drqid1030","bgrid10813"
"drqid1030","bgrid791"
"drqid1030","bgrid6660"
"drqid1030","bgrid6706"
"drqid1030","bgrid2989"
"drqid1030","bgrid5654"
"drqid1030","bgrid11746"
"drqid1030","bgrid12949"
"drqid1030","bgrid80"
"drqid1030","bgrid1774"
"drqid1030","bgrid5294"
"drqid1030","bgrid9342"
"drqid1030","bgrid10427"
"drqid1031","bgrid1130"
"drqid1031","bgrid8794"
"drqid1031","bgrid2243"
"drqid1031","bgrid7701"
"drqid1031","bgrid12713"
"drqid1032","bgrid10895"
"drqid1032","bgrid11253"
"drqid1033","bgrid5509"
"drqid1033","bgrid5959"
"drqid1033","bgrid11385"
"drqid1033","bgrid2477"
"drqid1033","bgrid8161"
"drqid1034","bgrid3175"
"drqid1034","bgrid3589"
"drqid1034","bgrid7232"
"drqid1035","bgrid5396"
"drqid1035","bgrid6258"
"drqid1035","bgrid3"
"drqid1035","bgrid7110"
"drqid1035","bgrid8997"
"drqid1035","bgrid10574"
"drqid1035","bgrid11187"
"drqid1035","bgrid11592"
"drqid1035","bgrid6062"
"drqid1035","bgrid7565"
"drqid1035","bgrid3549"
"drqid1035","bgrid6554"
"drqid1035","bgrid12338"
"drqid1035","bgrid8649"
"drqid1035","bgrid10472"
"drqid1035","bgrid3102"
"drqid1035","bgrid1156"
"drqid1035","bgrid5017"
"drqid1035","bgrid4125"
"drqid1035","bgrid4688"
"drqid1035","bgrid5230"
"drqid1035","bgrid12105"
"drqid1035","bgrid6408"
"drqid1035","bgrid8366"
"drqid1035","bgrid3468"
"drqid1035","bgrid8025"
"drqid1035","bgrid9389"
"drqid1035","bgrid12700"
"drqid1035","bgrid3376"
"drqid1035","bgrid10804"
"drqid1035","bgrid12976"
"drqid1035","bgrid12524"
"drqid1035","bgrid6429"
"drqid1035","bgrid12402"
"drqid1036","bgrid178"
"drqid1036","bgrid578"
"drqid1036","bgrid3643"
"drqid1036","bgrid6991"
"drqid1036","bgrid8275"
"drqid1037","bgrid11160"
"drqid1037","bgrid10171"
"drqid1038","bgrid1360"
"drqid1038","bgrid11083"
"drqid1038","bgrid2486"
"drqid1038","bgrid3340"
"drqid1038","bgrid7237"
"drqid1039","bgrid1680"
"drqid1039","bgrid2191"
"drqid1039","bgrid8605"
"drqid1039","bgrid11008"
"drqid1040","bgrid3249"
"drqid1040","bgrid5184"
"drqid1040","bgrid2331"
"drqid1040","bgrid9847"
"drqid1041","bgrid191"
"drqid1041","bgrid1629"
"drqid1041","bgrid6184"
"drqid1041","bgrid7889"
"drqid1041","bgrid7918"
"drqid1041","bgrid8162"
"drqid1041","bgrid2248"
"drqid1041","bgrid12384"
"drqid1041","bgrid3249"
"drqid1041","bgrid10292"
"drqid1041","bgrid12524"
"drqid1041","bgrid3551"
"drqid1042","bgrid614"
"drqid1042","bgrid10914"
"drqid1042","bgrid6140"
"drqid1042","bgrid7549"
"drqid1043","bgrid2090"
"drqid1044","bgrid11397"
"drqid1044","bgrid7623"
"drqid1044","bgrid2508"
"drqid1045","bgrid6210"
"drqid1045","bgrid8632"
"drqid1045","bgrid12455"
"drqid1045","bgrid12867"
"drqid1045","bgrid9783"
"drqid1045","bgrid10858"
"drqid1045","bgrid12819"
"drqid1045","bgrid8198"
"drqid1045","bgrid11447"
"drqid1045","bgrid10731"
"drqid1045","bgrid11116"
"drqid1045","bgrid6629"
"drqid1045","bgrid7067"
"drqid1045","bgrid10132"
"drqid1045","bgrid4102"
"drqid1045","bgrid4468"
"drqid1045","bgrid7630"
"drqid1045","bgrid3839"
"drqid1046","bgrid652"
"drqid1046","bgrid4136"
"drqid1046","bgrid7969"
"drqid1046","bgrid5784"
"drqid1046","bgrid10585"
"drqid1046","bgrid413"
"drqid1046","bgrid2681"
"drqid1046","bgrid2852"
"drqid1046","bgrid10792"
"drqid1046","bgrid12230"
"drqid1046","bgrid2439"
"drqid1046","bgrid11935"
"drqid1046","bgrid3957"
"drqid1046","bgrid10684"
"drqid1046","bgrid11339"
"drqid1046","bgrid8930"
"drqid1046","bgrid12952"
"drqid1046","bgrid4392"
"drqid1046","bgrid5967"
"drqid1046","bgrid11405"
"drqid1046","bgrid1624"
"drqid1046","bgrid10335"
"drqid1046","bgrid7512"
"drqid1046","bgrid8627"
"drqid1046","bgrid9506"
"drqid1047","bgrid1230"
"drqid1047","bgrid4712"
"drqid1047","bgrid8984"
"drqid1047","bgrid12658"
"drqid1048","bgrid4044"
"drqid1048","bgrid4739"
"drqid1048","bgrid12717"
"drqid1049","bgrid653"
"drqid1049","bgrid851"
"drqid1049","bgrid9034"
"drqid1049","bgrid1525"
"drqid1049","bgrid7285"
"drqid1049","bgrid10996"
"drqid1049","bgrid3937"
"drqid1050","bgrid7723"
"drqid1050","bgrid5380"
"drqid1050","bgrid240"
"drqid1050","bgrid2736"
"drqid1050","bgrid3638"
"drqid1050","bgrid9642"
"drqid1051","bgrid1358"
"drqid1051","bgrid4634"
"drqid1051","bgrid4094"
"drqid1051","bgrid8381"
"drqid1051","bgrid6086"
"drqid1051","bgrid7268"
"drqid1051","bgrid8843"
"drqid1051","bgrid8961"
"drqid1051","bgrid10799"
"drqid1052","bgrid1071"
"drqid1052","bgrid3275"
"drqid1052","bgrid6788"
"drqid1052","bgrid36"
"drqid1052","bgrid4725"
"drqid1052","bgrid7413"
"drqid1052","bgrid11029"
"drqid1052","bgrid7403"
"drqid1052","bgrid12326"
"drqid1053","bgrid5797"
"drqid1053","bgrid11191"
"drqid1053","bgrid12708"
"drqid1053","bgrid217"
"drqid1053","bgrid6668"
"drqid1053","bgrid125"
"drqid1053","bgrid10476"
"drqid1054","bgrid4908"
"drqid1054","bgrid11128"
"drqid1054","bgrid11490"
"drqid1054","bgrid1994"
"drqid1054","bgrid11314"
"drqid1054","bgrid12703"
"drqid1054","bgrid3362"
"drqid1054","bgrid7704"
"drqid1054","bgrid10913"
"drqid1054","bgrid1371"
"drqid1054","bgrid5218"
"drqid1054","bgrid10692"
"drqid1054","bgrid9471"
"drqid1054","bgrid10174"
"drqid1054","bgrid1180"
"drqid1054","bgrid2454"
"drqid1054","bgrid11870"
"drqid1054","bgrid12570"
"drqid1054","bgrid3741"
"drqid1054","bgrid11017"
"drqid1055","bgrid6635"
"drqid1055","bgrid5295"
"drqid1055","bgrid7672"
"drqid1056","bgrid11747"
"drqid1056","bgrid7645"
"drqid1056","bgrid7888"
"drqid1056","bgrid12750"
"drqid1056","bgrid1803"
"drqid1056","bgrid7302"
"drqid1056","bgrid3453"
"drqid1056","bgrid3066"
"drqid1056","bgrid9523"
"drqid1056","bgrid7144"
"drqid1056","bgrid744"
"drqid1056","bgrid2441"
"drqid1056","bgrid5244"
"drqid1056","bgrid7298"
"drqid1056","bgrid7394"
"drqid1056","bgrid12852"
"drqid1056","bgrid3036"
"drqid1056","bgrid12234"
"drqid1056","bgrid1356"
"drqid1057","bgrid1443"
"drqid1057","bgrid2206"
"drqid1057","bgrid3733"
"drqid1058","bgrid4214"
"drqid1058","bgrid1241"
"drqid1058","bgrid10202"
"drqid1058","bgrid12893"
"drqid1059","bgrid10904"
"drqid1059","bgrid5319"
"drqid1059","bgrid8427"
"drqid1059","bgrid12550"
"drqid1059","bgrid2492"
"drqid1059","bgrid3855"
"drqid1059","bgrid6385"
"drqid1059","bgrid9667"
"drqid1060","bgrid4953"
"drqid1060","bgrid9172"
"drqid1060","bgrid9181"
"drqid1060","bgrid2825"
"drqid1060","bgrid3138"
"drqid1060","bgrid5823"
"drqid1060","bgrid9177"
"drqid1060","bgrid2406"
"drqid1060","bgrid8862"
"drqid1060","bgrid6872"
"drqid1060","bgrid11942"
"drqid1060","bgrid2269"
"drqid1060","bgrid6738"
"drqid1060","bgrid9622"
"drqid1060","bgrid10595"
"drqid1060","bgrid10846"
"drqid1060","bgrid3317"
"drqid1060","bgrid9442"
"drqid1060","bgrid3974"
"drqid1060","bgrid7893"
"drqid1060","bgrid1167"
"drqid1060","bgrid5305"
"drqid1060","bgrid1487"
"drqid1060","bgrid12552"
"drqid1060","bgrid1179"
"drqid1060","bgrid7921"
"drqid1060","bgrid8929"
"drqid1060","bgrid9647"
"drqid1060","bgrid2722"
"drqid1060","bgrid8047"
"drqid1061","bgrid5191"
"drqid1062","bgrid3555"
"drqid1062","bgrid1250"
"drqid1062","bgrid11575"
"drqid1062","bgrid12767"
"drqid1063","bgrid2631"
"drqid1063","bgrid9110"
"drqid1063","bgrid6769"
"drqid1063","bgrid9208"
"drqid1063","bgrid1787"
"drqid1063","bgrid12669"
"drqid1063","bgrid2590"
"drqid1063","bgrid11258"
"drqid1063","bgrid12777"
"drqid1063","bgrid8956"
"drqid1063","bgrid11947"
"drqid1063","bgrid12506"
"drqid1063","bgrid1171"
"drqid1063","bgrid9470"
"drqid1063","bgrid11230"
"drqid1063","bgrid8308"
"drqid1063","bgrid1459"
"drqid1063","bgrid5055"
"drqid1063","bgrid5746"
"drqid1063","bgrid8617"
"drqid1063","bgrid1831"
"drqid1063","bgrid2982"
"drqid1063","bgrid3010"
"drqid1063","bgrid4298"
"drqid1063","bgrid8734"
"drqid1063","bgrid11598"
"drqid1063","bgrid12691"
"drqid1064","bgrid9274"
"drqid1064","bgrid10263"
"drqid1064","bgrid4158"
"drqid1064","bgrid3230"
"drqid1064","bgrid6359"
"drqid1064","bgrid7478"
"drqid1064","bgrid12202"
"drqid1064","bgrid3366"
"drqid1064","bgrid11503"
"drqid1064","bgrid2018"
"drqid1064","bgrid11130"
"drqid1064","bgrid7301"
"drqid1064","bgrid11107"
"drqid1064","bgrid24"
"drqid1064","bgrid1402"
"drqid1064","bgrid3974"
"drqid1064","bgrid9261"
"drqid1064","bgrid10248"
"drqid1064","bgrid12463"
"drqid1064","bgrid1695"
"drqid1064","bgrid12914"
"drqid1065","bgrid2320"
"drqid1065","bgrid12333"
"drqid1065","bgrid10235"
"drqid1065","bgrid10473"
"drqid1065","bgrid5689"
"drqid1065","bgrid8136"
"drqid1065","bgrid109"
"drqid1065","bgrid5134"
"drqid1065","bgrid7405"
"drqid1066","bgrid723"
"drqid1066","bgrid1511"
"drqid1066","bgrid12416"
"drqid1066","bgrid12519"
"drqid1066","bgrid4712"
"drqid1066","bgrid12866"
"drqid1067","bgrid2479"
"drqid1067","bgrid3493"
"drqid1067","bgrid4074"
"drqid1067","bgrid8556"
"drqid1067","bgrid9720"
"drqid1067","bgrid4021"
"drqid1067","bgrid11877"
"drqid1067","bgrid2268"
"drqid1067","bgrid4332"
"drqid1068","bgrid3599"
"drqid1068","bgrid11389"
"drqid1068","bgrid2000"
"drqid1068","bgrid10343"
"drqid1068","bgrid12667"
"drqid1069","bgrid5090"
"drqid1069","bgrid231"
"drqid1069","bgrid2190"
"drqid1069","bgrid11053"
"drqid1069","bgrid5695"
"drqid1069","bgrid7019"
"drqid1069","bgrid11141"
"drqid1069","bgrid8172"
"drqid1069","bgrid12002"
"drqid1069","bgrid12152"
"drqid1069","bgrid1696"
"drqid1069","bgrid1909"
"drqid1069","bgrid3883"
"drqid1069","bgrid11392"
"drqid1069","bgrid8182"
"drqid1069","bgrid12006"
"drqid1069","bgrid567"
"drqid1069","bgrid6399"
"drqid1069","bgrid11127"
"drqid1069","bgrid9232"
"drqid1069","bgrid10052"
"drqid1069","bgrid344"
"drqid1069","bgrid3372"
"drqid1069","bgrid4615"
"drqid1069","bgrid3821"
"drqid1070","bgrid796"
"drqid1070","bgrid1255"
"drqid1070","bgrid2466"
"drqid1070","bgrid10022"
"drqid1070","bgrid2811"
"drqid1070","bgrid3713"
"drqid1070","bgrid10522"
"drqid1070","bgrid12761"
"drqid1070","bgrid1872"
"drqid1070","bgrid6367"
"drqid1070","bgrid63"
"drqid1070","bgrid4154"
"drqid1070","bgrid8042"
"drqid1070","bgrid9889"
"drqid1070","bgrid11254"
"drqid1070","bgrid11376"
"drqid1071","bgrid10066"
"drqid1071","bgrid609"
"drqid1071","bgrid2698"
"drqid1071","bgrid3302"
"drqid1071","bgrid4316"
"drqid1071","bgrid9636"
"drqid1071","bgrid277"
"drqid1071","bgrid2991"
"drqid1072","bgrid4060"
"drqid1072","bgrid4555"
"drqid1072","bgrid9247"
"drqid1073","bgrid11996"
"drqid1074","bgrid7057"
"drqid1074","bgrid8887"
"drqid1074","bgrid8973"
"drqid1074","bgrid1140"
"drqid1074","bgrid2212"
"drqid1074","bgrid3323"
"drqid1074","bgrid5341"
"drqid1074","bgrid5821"
"drqid1075","bgrid2357"
"drqid1075","bgrid5914"
"drqid1075","bgrid7523"
"drqid1075","bgrid6949"
"drqid1076","bgrid12066"
"drqid1077","bgrid2989"
"drqid1077","bgrid4142"
"drqid1077","bgrid2920"
"drqid1077","bgrid10623"
"drqid1077","bgrid3435"
"drqid1077","bgrid7373"
"drqid1077","bgrid10894"
"drqid1077","bgrid2845"
"drqid1077","bgrid11129"
"drqid1079","bgrid71"
"drqid1079","bgrid7821"
"drqid1080","bgrid6956"
"drqid1080","bgrid12689"
"drqid1081","bgrid2902"
"drqid1081","bgrid10648"
"drqid1081","bgrid6240"
"drqid1081","bgrid4840"
"drqid1081","bgrid5188"
"drqid1081","bgrid2355"
"drqid1081","bgrid12235"
"drqid1081","bgrid6855"
"drqid1081","bgrid11926"
"drqid1081","bgrid8522"
"drqid1081","bgrid10017"
"drqid1081","bgrid8195"
"drqid1081","bgrid3234"
"drqid1081","bgrid5217"
"drqid1081","bgrid33"
"drqid1081","bgrid12712"
"drqid1081","bgrid5912"
"drqid1081","bgrid10710"
"drqid1082","bgrid569"
"drqid1082","bgrid6888"
"drqid1082","bgrid8105"
"drqid1083","bgrid7994"
"drqid1083","bgrid8493"
"drqid1083","bgrid9444"
"drqid1084","bgrid192"
"drqid1084","bgrid10444"
"drqid1084","bgrid589"
"drqid1084","bgrid4344"
"drqid1084","bgrid5564"
"drqid1084","bgrid8254"
"drqid1084","bgrid6805"
"drqid1084","bgrid7668"
"drqid1085","bgrid3680"
"drqid1085","bgrid7576"
"drqid1085","bgrid9512"
"drqid1085","bgrid9578"
"drqid1086","bgrid10089"
"drqid1086","bgrid12254"
"drqid1086","bgrid1027"
"drqid1086","bgrid8365"
"drqid1086","bgrid9425"
"drqid1086","bgrid10077"
"drqid1086","bgrid10410"
"drqid1086","bgrid10811"
"drqid1086","bgrid2284"
"drqid1086","bgrid7342"
"drqid1087","bgrid10560"
"drqid1087","bgrid10844"
"drqid1087","bgrid10867"
"drqid1087","bgrid12912"
"drqid1087","bgrid773"
"drqid1087","bgrid1423"
"drqid1087","bgrid9384"
"drqid1087","bgrid10767"
"drqid1087","bgrid5236"
"drqid1087","bgrid6523"
"drqid1087","bgrid10848"
"drqid1087","bgrid12203"
"drqid1087","bgrid31"
"drqid1087","bgrid3834"
"drqid1087","bgrid6315"
"drqid1087","bgrid9939"
"drqid1088","bgrid11990"
"drqid1088","bgrid12643"
"drqid1088","bgrid9548"
"drqid1088","bgrid12138"
"drqid1089","bgrid665"
"drqid1089","bgrid10319"
"drqid1089","bgrid9958"
"drqid1089","bgrid12402"
"drqid1090","bgrid11312"
"drqid1090","bgrid5431"
"drqid1090","bgrid7552"
"drqid1090","bgrid7719"
"drqid1090","bgrid7464"
"drqid1090","bgrid11765"
"drqid1090","bgrid408"
"drqid1090","bgrid2114"
"drqid1090","bgrid5513"
"drqid1090","bgrid6811"
"drqid1090","bgrid7673"
"drqid1090","bgrid10700"
"drqid1090","bgrid3660"
"drqid1090","bgrid7320"
"drqid1091","bgrid2478"
"drqid1091","bgrid2501"
"drqid1091","bgrid3125"
"drqid1091","bgrid3520"
"drqid1091","bgrid5712"
"drqid1091","bgrid9752"
"drqid1091","bgrid9876"
"drqid1091","bgrid11882"
"drqid1091","bgrid9214"
"drqid1091","bgrid12584"
"drqid1091","bgrid6448"
"drqid1091","bgrid4956"
"drqid1091","bgrid6308"
"drqid1091","bgrid1150"
"drqid1091","bgrid6482"
"drqid1091","bgrid7167"
"drqid1091","bgrid366"
"drqid1091","bgrid1511"
"drqid1091","bgrid8011"
"drqid1091","bgrid10958"
"drqid1092","bgrid12628"
"drqid1092","bgrid4295"
"drqid1092","bgrid10762"
"drqid1092","bgrid5443"
"drqid1092","bgrid10063"
"drqid1092","bgrid11157"
"drqid1092","bgrid12562"
"drqid1092","bgrid3616"
"drqid1093","bgrid2859"
"drqid1093","bgrid4266"
"drqid1093","bgrid5271"
"drqid1093","bgrid5909"
"drqid1093","bgrid9420"
"drqid1093","bgrid10853"
"drqid1093","bgrid740"
"drqid1093","bgrid1026"
"drqid1093","bgrid7932"
"drqid1093","bgrid12731"
"drqid1094","bgrid6181"
"drqid1094","bgrid7344"
"drqid1094","bgrid11446"
"drqid1094","bgrid3249"
"drqid1094","bgrid2012"
"drqid1094","bgrid10219"
"drqid1094","bgrid11039"
"drqid1095","bgrid5416"
"drqid1095","bgrid7414"
"drqid1095","bgrid11903"
"drqid1095","bgrid5735"
"drqid1095","bgrid7830"
"drqid1095","bgrid12870"
"drqid1095","bgrid7381"
"drqid1095","bgrid11267"
"drqid1095","bgrid2378"
"drqid1095","bgrid3508"
"drqid1095","bgrid3787"
"drqid1095","bgrid6526"
"drqid1095","bgrid54"
"drqid1095","bgrid640"
"drqid1095","bgrid5590"
"drqid1095","bgrid1260"
"drqid1095","bgrid4102"
"drqid1095","bgrid6260"
"drqid1095","bgrid10659"
"drqid1095","bgrid459"
"drqid1095","bgrid4903"
"drqid1095","bgrid10111"
"drqid1095","bgrid10457"
"drqid1095","bgrid12254"
"drqid1095","bgrid7716"
"drqid1096","bgrid5640"
"drqid1096","bgrid8238"
"drqid1096","bgrid538"
"drqid1096","bgrid781"
"drqid1096","bgrid3345"
"drqid1097","bgrid5855"
"drqid1097","bgrid710"
"drqid1097","bgrid7217"
"drqid1097","bgrid8458"
"drqid1097","bgrid3964"
"drqid1098","bgrid187"
"drqid1098","bgrid7090"
"drqid1098","bgrid2623"
"drqid1098","bgrid3692"
"drqid1099","bgrid3059"
"drqid1099","bgrid11678"
"drqid1099","bgrid6870"
"drqid1099","bgrid3725"
"drqid1099","bgrid10278"
"drqid1099","bgrid11305"
"drqid1099","bgrid7021"
"drqid1099","bgrid9644"
"drqid1099","bgrid1148"
"drqid1099","bgrid11960"
"drqid1099","bgrid4750"
"drqid1099","bgrid2457"
"drqid1099","bgrid6247"
"drqid1099","bgrid3379"
"drqid1099","bgrid5576"
"drqid1099","bgrid8218"
"drqid1099","bgrid1707"
"drqid1099","bgrid6345"
"drqid1099","bgrid12006"
"drqid1099","bgrid10588"
"drqid1099","bgrid12982"
"drqid1099","bgrid514"
"drqid1099","bgrid524"
"drqid1099","bgrid4333"
"drqid1099","bgrid7352"
"drqid1099","bgrid9064"
"drqid1099","bgrid6179"
"drqid1099","bgrid10845"
"drqid1099","bgrid4227"
"drqid1099","bgrid8148"
"drqid1099","bgrid1722"
"drqid1099","bgrid6397"
"drqid1099","bgrid6432"
"drqid1099","bgrid4387"
"drqid1099","bgrid123"
"drqid1100","bgrid4631"
"drqid1100","bgrid10001"
"drqid1100","bgrid10361"
"drqid1101","bgrid1762"
"drqid1101","bgrid9222"
"drqid1101","bgrid1096"
"drqid1101","bgrid3808"
"drqid1102","bgrid92"
"drqid1102","bgrid789"
"drqid1102","bgrid1447"
"drqid1102","bgrid3487"
"drqid1102","bgrid7407"
"drqid1103","bgrid8655"
"drqid1103","bgrid10297"
"drqid1103","bgrid11698"
"drqid1103","bgrid3100"
"drqid1103","bgrid4657"
"drqid1103","bgrid8097"
"drqid1103","bgrid11804"
"drqid1104","bgrid2750"
"drqid1104","bgrid10729"
"drqid1104","bgrid11641"
"drqid1104","bgrid1534"
"drqid1104","bgrid6552"
"drqid1104","bgrid10047"
"drqid1104","bgrid243"
"drqid1104","bgrid3307"
"drqid1104","bgrid4400"
"drqid1104","bgrid10139"
"drqid1105","bgrid1908"
"drqid1105","bgrid5605"
"drqid1105","bgrid7694"
"drqid1105","bgrid11178"
"drqid1105","bgrid11579"
"drqid1105","bgrid2603"
"drqid1105","bgrid5080"
"drqid1105","bgrid7093"
"drqid1105","bgrid7731"
"drqid1105","bgrid11795"
"drqid1105","bgrid1777"
"drqid1105","bgrid2283"
"drqid1105","bgrid3626"
"drqid1105","bgrid8853"
"drqid1105","bgrid10351"
"drqid1105","bgrid10573"
"drqid1105","bgrid11066"
"drqid1105","bgrid805"
"drqid1106","bgrid4980"
"drqid1106","bgrid12913"
"drqid1107","bgrid2455"
"drqid1107","bgrid7781"
"drqid1108","bgrid11261"
"drqid1108","bgrid403"
"drqid1108","bgrid2169"
"drqid1108","bgrid4108"
"drqid1108","bgrid8504"
"drqid1108","bgrid3695"
"drqid1108","bgrid808"
"drqid1108","bgrid8801"
"drqid1108","bgrid9350"
"drqid1108","bgrid7496"
"drqid1108","bgrid8205"
"drqid1108","bgrid9168"
"drqid1109","bgrid5625"
"drqid1109","bgrid8423"
"drqid1109","bgrid9190"
"drqid1109","bgrid9856"
"drqid1109","bgrid5068"
"drqid1109","bgrid11295"
"drqid1109","bgrid4246"
"drqid1109","bgrid5893"
"drqid1109","bgrid11351"
"drqid1110","bgrid2869"
"drqid1110","bgrid6476"
"drqid1110","bgrid5558"
"drqid1110","bgrid6112"
"drqid1110","bgrid7776"
"drqid1110","bgrid4486"
"drqid1110","bgrid4788"
"drqid1110","bgrid6620"
"drqid1111","bgrid10066"
"drqid1111","bgrid6001"
"drqid1111","bgrid9254"
"drqid1111","bgrid11498"
"drqid1111","bgrid12676"
"drqid1111","bgrid4691"
"drqid1111","bgrid11682"
"drqid1112","bgrid4916"
"drqid1112","bgrid9655"
"drqid1112","bgrid7148"
"drqid1113","bgrid4683"
"drqid1113","bgrid6593"
"drqid1113","bgrid1525"
"drqid1114","bgrid9811"
"drqid1114","bgrid10052"
"drqid1114","bgrid2460"
"drqid1114","bgrid2268"
"drqid1114","bgrid3076"
"drqid1114","bgrid4594"
"drqid1114","bgrid970"
"drqid1114","bgrid7140"
"drqid1114","bgrid12177"
"drqid1115","bgrid3995"
"drqid1115","bgrid7726"
"drqid1115","bgrid5115"
"drqid1115","bgrid5401"
"drqid1115","bgrid6577"
"drqid1115","bgrid6181"
"drqid1115","bgrid12537"
"drqid1115","bgrid12736"
"drqid1115","bgrid482"
"drqid1115","bgrid7508"
"drqid1115","bgrid11030"
"drqid1115","bgrid10371"
"drqid1115","bgrid5027"
"drqid1115","bgrid9381"
"drqid1115","bgrid7867"
"drqid1115","bgrid5594"
"drqid1115","bgrid10703"
"drqid1115","bgrid7290"
"drqid1115","bgrid10529"
"drqid1115","bgrid1799"
"drqid1115","bgrid4489"
"drqid1115","bgrid4963"
"drqid1115","bgrid2594"
"drqid1115","bgrid2238"
"drqid1115","bgrid2333"
"drqid1115","bgrid2773"
"drqid1115","bgrid7018"
"drqid1115","bgrid2611"
"drqid1115","bgrid5172"
"drqid1115","bgrid11828"
"drqid1115","bgrid6594"
"drqid1115","bgrid7283"
"drqid1115","bgrid2100"
"drqid1115","bgrid4597"
"drqid1115","bgrid11906"
"drqid1115","bgrid807"
"drqid1115","bgrid11972"
"drqid1116","bgrid12909"
"drqid1116","bgrid5528"
"drqid1116","bgrid11001"
"drqid1116","bgrid2005"
"drqid1116","bgrid7142"
"drqid1117","bgrid5422"
"drqid1117","bgrid8618"
"drqid1117","bgrid10413"
"drqid1117","bgrid539"
"drqid1117","bgrid12672"
"drqid1117","bgrid12780"
"drqid1118","bgrid2327"
"drqid1118","bgrid7364"
"drqid1118","bgrid2568"
"drqid1118","bgrid2827"
"drqid1118","bgrid11413"
"drqid1118","bgrid12800"
"drqid1118","bgrid1299"
"drqid1119","bgrid2357"
"drqid1119","bgrid5914"
"drqid1119","bgrid342"
"drqid1119","bgrid605"
"drqid1119","bgrid5702"
"drqid1119","bgrid11903"
"drqid1120","bgrid1297"
"drqid1120","bgrid3720"
"drqid1120","bgrid1663"
"drqid1120","bgrid6499"
"drqid1120","bgrid6988"
"drqid1120","bgrid8805"
"drqid1120","bgrid1297"
"drqid1120","bgrid5056"
"drqid1120","bgrid7356"
"drqid1120","bgrid7595"
"drqid1120","bgrid8105"
"drqid1120","bgrid12973"
"drqid1121","bgrid2105"
"drqid1121","bgrid7948"
"drqid1121","bgrid10072"
"drqid1121","bgrid2211"
"drqid1121","bgrid10246"
"drqid1121","bgrid11753"
"drqid1121","bgrid7366"
"drqid1121","bgrid7"
"drqid1121","bgrid6099"
"drqid1121","bgrid7053"
"drqid1121","bgrid7080"
"drqid1121","bgrid4956"
"drqid1121","bgrid4084"
"drqid1121","bgrid10881"
"drqid1121","bgrid3924"
"drqid1121","bgrid5963"
"drqid1121","bgrid12459"
"drqid1121","bgrid7429"
"drqid1121","bgrid10638"
"drqid1121","bgrid11169"
"drqid1121","bgrid1321"
"drqid1121","bgrid3285"
"drqid1121","bgrid3334"
"drqid1121","bgrid11580"
"drqid1121","bgrid11793"
"drqid1121","bgrid1964"
"drqid1121","bgrid10499"
"drqid1122","bgrid547"
"drqid1122","bgrid2361"
"drqid1122","bgrid9536"
"drqid1122","bgrid8932"
"drqid1122","bgrid4380"
"drqid1122","bgrid10159"
"drqid1123","bgrid2440"
"drqid1123","bgrid5252"
"drqid1123","bgrid4096"
"drqid1123","bgrid5312"
"drqid1123","bgrid6059"
"drqid1123","bgrid10345"
"drqid1123","bgrid7699"
"drqid1123","bgrid11149"
"drqid1123","bgrid1032"
"drqid1123","bgrid2107"
"drqid1123","bgrid10691"
"drqid1124","bgrid613"
"drqid1124","bgrid2379"
"drqid1125","bgrid11936"
"drqid1126","bgrid1590"
"drqid1126","bgrid3515"
"drqid1126","bgrid884"
"drqid1126","bgrid2380"
"drqid1126","bgrid5899"
"drqid1126","bgrid10393"
"drqid1126","bgrid12127"
"drqid1126","bgrid7958"
"drqid1127","bgrid2417"
"drqid1127","bgrid4615"
"drqid1127","bgrid10820"
"drqid1127","bgrid4125"
"drqid1127","bgrid4688"
"drqid1127","bgrid5230"
"drqid1127","bgrid12105"
"drqid1127","bgrid9401"
"drqid1127","bgrid4837"
"drqid1128","bgrid524"
"drqid1128","bgrid4224"
"drqid1128","bgrid1750"
"drqid1128","bgrid10910"
"drqid1128","bgrid144"
"drqid1128","bgrid2616"
"drqid1128","bgrid7828"
"drqid1128","bgrid9869"
"drqid1129","bgrid1180"
"drqid1129","bgrid3900"
"drqid1129","bgrid5259"
"drqid1129","bgrid5977"
"drqid1129","bgrid9792"
"drqid1129","bgrid9893"
"drqid1129","bgrid6372"
"drqid1129","bgrid9256"
"drqid1129","bgrid11657"
"drqid1129","bgrid401"
"drqid1129","bgrid4654"
"drqid1129","bgrid6412"
"drqid1129","bgrid4820"
"drqid1130","bgrid8421"
"drqid1130","bgrid12172"
"drqid1130","bgrid4311"
"drqid1130","bgrid5986"
"drqid1130","bgrid7839"
"drqid1130","bgrid7855"
"drqid1130","bgrid11906"
"drqid1130","bgrid11363"
"drqid1131","bgrid2043"
"drqid1131","bgrid2440"
"drqid1131","bgrid3859"
"drqid1131","bgrid6033"
"drqid1131","bgrid12822"
"drqid1132","bgrid5413"
"drqid1132","bgrid5210"
"drqid1132","bgrid4577"
"drqid1132","bgrid12727"
"drqid1133","bgrid5667"
"drqid1133","bgrid720"
"drqid1133","bgrid1060"
"drqid1133","bgrid2876"
"drqid1133","bgrid5451"
