drqid,clsid
drqid982,clsid8991
drqid983,clsid119
drqid983,clsid2534
drqid983,clsid5034
drqid983,clsid5900
drqid983,clsid6909
drqid984,clsid11554
drqid984,clsid5389
drqid984,clsid6036
drqid984,clsid9556
drqid985,clsid3930
drqid985,clsid4231
drqid985,clsid4688
drqid985,clsid5723
drqid986,clsid10989
drqid986,clsid1671
drqid986,clsid3595
drqid986,clsid4235
drqid986,clsid489
drqid987,clsid10852
drqid987,clsid12775
drqid987,clsid2071
drqid987,clsid4503
drqid987,clsid4887
drqid988,clsid11131
drqid988,clsid12022
drqid988,clsid3870
drqid988,clsid6354
drqid988,clsid873
drqid988,clsid8973
drqid988,clsid9984
drqid989,clsid154
drqid989,clsid1619
drqid989,clsid7494
drqid990,clsid8857
drqid991,clsid10803
drqid991,clsid7528
drqid991,clsid7834
drqid991,clsid8500
drqid991,clsid9037
drqid992,clsid12014
drqid992,clsid3913
drqid992,clsid4830
drqid992,clsid6474
drqid992,clsid8762
drqid993,clsid4285
drqid993,clsid5714
drqid993,clsid6607
drqid993,clsid7965
drqid993,clsid9621
drqid994,clsid5719
drqid994,clsid7465
drqid994,clsid8884
drqid995,clsid1047
drqid995,clsid10796
drqid995,clsid12624
drqid995,clsid12826
drqid995,clsid12999
drqid995,clsid1398
drqid995,clsid145
drqid995,clsid2083
drqid995,clsid2620
drqid995,clsid3224
drqid995,clsid4022
drqid995,clsid407
drqid995,clsid6049
drqid995,clsid7338
drqid995,clsid7633
drqid995,clsid7957
drqid995,clsid964
drqid995,clsid978
drqid996,clsid12485
drqid997,clsid3249
drqid997,clsid8694
drqid998,clsid10794
drqid998,clsid10852
drqid998,clsid3065
drqid998,clsid6659
drqid998,clsid8118
drqid999,clsid10136
drqid999,clsid3386
drqid999,clsid9028
drqid1000,clsid11545
drqid1000,clsid11685
drqid1000,clsid4238
drqid1000,clsid4761
drqid1000,clsid6181
drqid1001,clsid2086
drqid1001,clsid5244
drqid1001,clsid8267
drqid1002,clsid11308
drqid1002,clsid5484
drqid1002,clsid5601
drqid1002,clsid923
drqid1002,clsid9864
drqid1003,clsid7924
drqid1004,clsid1656
drqid1004,clsid321
drqid1004,clsid5160
drqid1004,clsid5512
drqid1004,clsid8103
drqid1005,clsid12690
drqid1006,clsid12658
drqid1006,clsid3183
drqid1006,clsid960
drqid1007,clsid6274
drqid1008,clsid11791
drqid1008,clsid6701
drqid1008,clsid9988
drqid1009,clsid8498
drqid1010,clsid10622
drqid1010,clsid11169
drqid1010,clsid11292
drqid1010,clsid11769
drqid1010,clsid200
drqid1010,clsid2456
drqid1010,clsid2730
drqid1010,clsid2974
drqid1010,clsid3202
drqid1010,clsid4205
drqid1010,clsid4375
drqid1010,clsid4659
drqid1010,clsid6105
drqid1010,clsid6878
drqid1010,clsid8381
drqid1010,clsid8937
drqid1011,clsid11009
drqid1011,clsid12322
drqid1011,clsid6940
drqid1012,clsid11703
drqid1012,clsid1651
drqid1012,clsid7843
drqid1013,clsid4658
drqid1014,clsid12975
drqid1014,clsid6512
drqid1014,clsid7037
drqid1014,clsid8371
drqid1015,clsid10068
drqid1015,clsid11313
drqid1015,clsid4684
drqid1015,clsid5451
drqid1015,clsid6741
drqid1016,clsid3235
drqid1016,clsid4499
drqid1016,clsid7420
drqid1016,clsid8455
drqid1016,clsid8840
drqid1017,clsid4489
drqid1017,clsid5696
drqid1017,clsid6563
drqid1017,clsid8380
drqid1018,clsid3894
drqid1018,clsid9300
drqid1019,clsid115
drqid1019,clsid12364
drqid1019,clsid2388
drqid1019,clsid2526
drqid1019,clsid3636
drqid1019,clsid4189
drqid1019,clsid6378
drqid1019,clsid7256
drqid1019,clsid9650
drqid1020,clsid9376
drqid1020,clsid9706
drqid1021,clsid10990
drqid1021,clsid11368
drqid1021,clsid11795
drqid1021,clsid14
drqid1021,clsid2887
drqid1021,clsid2981
drqid1021,clsid3346
drqid1021,clsid3502
drqid1021,clsid3769
drqid1021,clsid4831
drqid1021,clsid5451
drqid1021,clsid577
drqid1021,clsid5778
drqid1021,clsid6229
drqid1021,clsid6563
drqid1021,clsid6637
drqid1021,clsid6901
drqid1021,clsid7268
drqid1021,clsid7656
drqid1021,clsid7976
drqid1021,clsid8039
drqid1021,clsid8260
drqid1021,clsid8331
drqid1021,clsid8505
drqid1021,clsid8850
drqid1021,clsid8863
drqid1021,clsid921
drqid1021,clsid9315
drqid1021,clsid945
drqid1021,clsid9742
drqid1022,clsid1897
drqid1023,clsid6048
drqid1023,clsid9576
drqid1024,clsid10054
drqid1024,clsid11856
drqid1024,clsid12252
drqid1024,clsid12640
drqid1024,clsid2470
drqid1024,clsid3538
drqid1024,clsid3842
drqid1024,clsid4335
drqid1024,clsid6031
drqid1024,clsid6142
drqid1024,clsid6771
drqid1024,clsid6906
drqid1024,clsid7401
drqid1024,clsid889
drqid1024,clsid995
drqid1025,clsid11985
drqid1025,clsid4157
drqid1025,clsid5217
drqid1025,clsid8583
drqid1026,clsid10051
drqid1026,clsid10373
drqid1027,clsid12939
drqid1027,clsid3296
drqid1027,clsid5853
drqid1028,clsid10811
drqid1028,clsid12958
drqid1028,clsid3511
drqid1028,clsid6767
drqid1028,clsid9634
drqid1029,clsid4450
drqid1029,clsid5341
drqid1030,clsid10068
drqid1030,clsid4261
drqid1030,clsid5274
drqid1030,clsid8779
drqid1031,clsid11407
drqid1031,clsid1217
drqid1031,clsid245
drqid1031,clsid6887
drqid1032,clsid6106
drqid1033,clsid12969
drqid1033,clsid2216
drqid1033,clsid446
drqid1033,clsid490
drqid1034,clsid11013
drqid1035,clsid10009
drqid1035,clsid10393
drqid1035,clsid10405
drqid1035,clsid1250
drqid1035,clsid12813
drqid1035,clsid1442
drqid1035,clsid2146
drqid1035,clsid2374
drqid1035,clsid2510
drqid1035,clsid2557
drqid1035,clsid2989
drqid1035,clsid3040
drqid1035,clsid3047
drqid1035,clsid3463
drqid1035,clsid432
drqid1035,clsid4834
drqid1035,clsid5971
drqid1035,clsid6096
drqid1035,clsid6674
drqid1035,clsid7159
drqid1035,clsid7235
drqid1035,clsid8356
drqid1035,clsid8546
drqid1035,clsid8551
drqid1035,clsid8618
drqid1036,clsid7663
drqid1037,clsid199
drqid1037,clsid9477
drqid1038,clsid5864
drqid1038,clsid6247
drqid1038,clsid8256
drqid1038,clsid8277
drqid1039,clsid1366
drqid1039,clsid2301
drqid1040,clsid3248
drqid1040,clsid5352
drqid1040,clsid9503
drqid1041,clsid10452
drqid1041,clsid10868
drqid1041,clsid11498
drqid1041,clsid4783
drqid1041,clsid5032
drqid1041,clsid7012
drqid1041,clsid75
drqid1041,clsid8551
drqid1041,clsid8713
drqid1042,clsid3933
drqid1042,clsid6007
drqid1042,clsid7373
drqid1043,clsid591
drqid1044,clsid1310
drqid1044,clsid1453
drqid1044,clsid8464
drqid1045,clsid12139
drqid1045,clsid12727
drqid1045,clsid1678
drqid1045,clsid177
drqid1045,clsid8297
drqid1045,clsid8473
drqid1045,clsid8802
drqid1045,clsid9599
drqid1046,clsid10066
drqid1046,clsid10545
drqid1046,clsid10773
drqid1046,clsid11662
drqid1046,clsid2334
drqid1046,clsid301
drqid1046,clsid3334
drqid1046,clsid5979
drqid1046,clsid711
drqid1046,clsid8014
drqid1046,clsid8086
drqid1046,clsid8984
drqid1047,clsid5970
drqid1047,clsid634
drqid1047,clsid840
drqid1048,clsid2699
drqid1049,clsid12013
drqid1049,clsid4459
drqid1049,clsid8723
drqid1050,clsid3027
drqid1050,clsid6144
drqid1050,clsid8556
drqid1050,clsid9777
drqid1051,clsid12052
drqid1051,clsid7525
drqid1051,clsid7572
drqid1051,clsid8418
drqid1051,clsid902
drqid1052,clsid10108
drqid1052,clsid12868
drqid1052,clsid3375
drqid1052,clsid7795
drqid1052,clsid9956
drqid1053,clsid10543
drqid1053,clsid12659
drqid1053,clsid3155
drqid1053,clsid5539
drqid1053,clsid9395
drqid1054,clsid10297
drqid1054,clsid11177
drqid1054,clsid167
drqid1054,clsid2428
drqid1054,clsid5447
drqid1054,clsid695
drqid1054,clsid7214
drqid1054,clsid7441
drqid1054,clsid8368
drqid1054,clsid9976
drqid1055,clsid1144
drqid1055,clsid7270
drqid1055,clsid9217
drqid1056,clsid11300
drqid1056,clsid12729
drqid1056,clsid1292
drqid1056,clsid3498
drqid1056,clsid3555
drqid1056,clsid5215
drqid1056,clsid5286
drqid1056,clsid5530
drqid1056,clsid5840
drqid1056,clsid6039
drqid1056,clsid6197
drqid1056,clsid6985
drqid1057,clsid1840
drqid1057,clsid1933
drqid1057,clsid4431
drqid1058,clsid12748
drqid1058,clsid6747
drqid1058,clsid9822
drqid1059,clsid4995
drqid1059,clsid7066
drqid1059,clsid7191
drqid1059,clsid8469
drqid1060,clsid10085
drqid1060,clsid1010
drqid1060,clsid10788
drqid1060,clsid1548
drqid1060,clsid2019
drqid1060,clsid31
drqid1060,clsid3316
drqid1060,clsid4010
drqid1060,clsid4354
drqid1060,clsid5168
drqid1060,clsid5420
drqid1060,clsid5591
drqid1060,clsid6006
drqid1060,clsid658
drqid1060,clsid7245
drqid1060,clsid7517
drqid1060,clsid8267
drqid1061,clsid9449
drqid1062,clsid11945
drqid1062,clsid5752
drqid1063,clsid10296
drqid1063,clsid11116
drqid1063,clsid112
drqid1063,clsid1232
drqid1063,clsid12491
drqid1063,clsid2045
drqid1063,clsid2238
drqid1063,clsid2381
drqid1063,clsid5069
drqid1063,clsid5501
drqid1063,clsid5789
drqid1063,clsid7125
drqid1063,clsid726
drqid1063,clsid7925
drqid1063,clsid8640
drqid1064,clsid10388
drqid1064,clsid10394
drqid1064,clsid11247
drqid1064,clsid11322
drqid1064,clsid1185
drqid1064,clsid12161
drqid1064,clsid12275
drqid1064,clsid1754
drqid1064,clsid1847
drqid1064,clsid2560
drqid1064,clsid2797
drqid1064,clsid399
drqid1064,clsid4107
drqid1064,clsid6873
drqid1064,clsid8589
drqid1064,clsid8972
drqid1065,clsid3091
drqid1065,clsid4152
drqid1065,clsid9102
drqid1065,clsid9709
drqid1066,clsid10202
drqid1066,clsid10958
drqid1066,clsid3780
drqid1067,clsid3030
drqid1067,clsid3760
drqid1067,clsid6765
drqid1067,clsid7184
drqid1068,clsid1348
drqid1068,clsid1434
drqid1068,clsid465
drqid1069,clsid11007
drqid1069,clsid1178
drqid1069,clsid12151
drqid1069,clsid1220
drqid1069,clsid12437
drqid1069,clsid12470
drqid1069,clsid1834
drqid1069,clsid2309
drqid1069,clsid2525
drqid1069,clsid3390
drqid1069,clsid5188
drqid1069,clsid7715
drqid1069,clsid8331
drqid1069,clsid9468
drqid1069,clsid9637
drqid1070,clsid11139
drqid1070,clsid1141
drqid1070,clsid3006
drqid1070,clsid455
drqid1070,clsid6301
drqid1071,clsid12672
drqid1071,clsid1767
drqid1071,clsid8338
drqid1072,clsid2572
drqid1072,clsid8372
drqid1073,clsid8167
drqid1074,clsid1995
drqid1074,clsid3528
drqid1074,clsid4122
drqid1075,clsid12402
drqid1075,clsid4117
drqid1075,clsid6163
drqid1076,clsid3204
drqid1077,clsid11204
drqid1077,clsid1200
drqid1077,clsid12464
drqid1077,clsid3214
drqid1077,clsid9674
drqid1078,clsid2096
drqid1078,clsid7408
drqid1079,clsid11107
drqid1080,clsid4819
drqid1080,clsid7109
drqid1081,clsid10509
drqid1081,clsid11729
drqid1081,clsid12746
drqid1081,clsid2784
drqid1081,clsid2835
drqid1081,clsid3682
drqid1081,clsid5218
drqid1081,clsid559
drqid1081,clsid6485
drqid1081,clsid6664
drqid1081,clsid6682
drqid1081,clsid7952
drqid1081,clsid8241
drqid1081,clsid8370
drqid1081,clsid9462
drqid1082,clsid4642
drqid1082,clsid6327
drqid1083,clsid5074
drqid1084,clsid10840
drqid1084,clsid12915
drqid1084,clsid1913
drqid1084,clsid4817
drqid1084,clsid5760
drqid1085,clsid4276
drqid1085,clsid676
drqid1086,clsid11872
drqid1086,clsid3475
drqid1086,clsid4852
drqid1086,clsid6186
drqid1086,clsid8034
drqid1087,clsid11017
drqid1087,clsid11858
drqid1087,clsid2431
drqid1087,clsid4640
drqid1087,clsid5675
drqid1087,clsid5994
drqid1087,clsid6205
drqid1087,clsid7535
drqid1087,clsid8729
drqid1088,clsid11158
drqid1088,clsid3825
drqid1089,clsid7092
drqid1089,clsid8169
drqid1090,clsid2203
drqid1090,clsid4121
drqid1090,clsid6359
drqid1090,clsid766
drqid1090,clsid8149
drqid1091,clsid1173
drqid1091,clsid1902
drqid1091,clsid2079
drqid1091,clsid4173
drqid1091,clsid6963
drqid1091,clsid6986
drqid1091,clsid8016
drqid1091,clsid8251
drqid1091,clsid8630
drqid1091,clsid9125
drqid1092,clsid12034
drqid1092,clsid12044
drqid1092,clsid4144
drqid1092,clsid4307
drqid1093,clsid1666
drqid1093,clsid6126
drqid1093,clsid6133
drqid1093,clsid809
drqid1094,clsid11392
drqid1094,clsid5026
drqid1094,clsid5032
drqid1094,clsid6738
drqid1094,clsid9570
drqid1095,clsid10366
drqid1095,clsid10868
drqid1095,clsid1725
drqid1095,clsid3003
drqid1095,clsid4638
drqid1095,clsid4975
drqid1095,clsid5658
drqid1095,clsid5842
drqid1095,clsid8763
drqid1095,clsid939
drqid1095,clsid9995
drqid1096,clsid2602
drqid1096,clsid402
drqid1096,clsid8719
drqid1097,clsid11400
drqid1097,clsid2823
drqid1097,clsid4416
drqid1097,clsid6333
drqid1098,clsid10463
drqid1098,clsid5454
drqid1098,clsid9261
drqid1099,clsid10334
drqid1099,clsid10855
drqid1099,clsid11141
drqid1099,clsid11670
drqid1099,clsid12247
drqid1099,clsid1494
drqid1099,clsid2509
drqid1099,clsid3068
drqid1099,clsid3088
drqid1099,clsid4076
drqid1099,clsid4408
drqid1099,clsid589
drqid1099,clsid6065
drqid1099,clsid6858
drqid1099,clsid7150
drqid1099,clsid7294
drqid1099,clsid7779
drqid1099,clsid972
drqid1100,clsid929
drqid1101,clsid5412
drqid1101,clsid8410
drqid1102,clsid122
drqid1102,clsid1819
drqid1102,clsid9233
drqid1103,clsid4652
drqid1103,clsid7237
drqid1104,clsid10724
drqid1104,clsid11018
drqid1104,clsid6721
drqid1104,clsid8513
drqid1105,clsid10663
drqid1105,clsid1280
drqid1105,clsid5044
drqid1105,clsid6613
drqid1105,clsid8442
drqid1106,clsid2186
drqid1107,clsid3653
drqid1107,clsid4031
drqid1108,clsid10793
drqid1108,clsid273
drqid1108,clsid3442
drqid1108,clsid3464
drqid1108,clsid454
drqid1109,clsid11179
drqid1109,clsid12584
drqid1109,clsid4807
drqid1109,clsid5025
drqid1109,clsid689
drqid1110,clsid4749
drqid1110,clsid6703
drqid1110,clsid7669
drqid1110,clsid8725
drqid1110,clsid8763
drqid1111,clsid12672
drqid1111,clsid3968
drqid1111,clsid5801
drqid1111,clsid65
drqid1111,clsid9065
drqid1112,clsid5249
drqid1112,clsid7304
drqid1112,clsid9509
drqid1113,clsid12755
drqid1113,clsid321
drqid1113,clsid3883
drqid1114,clsid10982
drqid1114,clsid11834
drqid1114,clsid1567
drqid1114,clsid5804
drqid1114,clsid8001
drqid1115,clsid10609
drqid1115,clsid10796
drqid1115,clsid12067
drqid1115,clsid12414
drqid1115,clsid12637
drqid1115,clsid12703
drqid1115,clsid12982
drqid1115,clsid2093
drqid1115,clsid3338
drqid1115,clsid3654
drqid1115,clsid4004
drqid1115,clsid4317
drqid1115,clsid4916
drqid1115,clsid5068
drqid1115,clsid5325
drqid1115,clsid5533
drqid1115,clsid5941
drqid1115,clsid7620
drqid1115,clsid8128
drqid1115,clsid8908
drqid1115,clsid8979
drqid1115,clsid9200
drqid1116,clsid11555
drqid1116,clsid3694
drqid1116,clsid9225
drqid1116,clsid9677
drqid1117,clsid11888
drqid1117,clsid1802
drqid1117,clsid5608
drqid1118,clsid10451
drqid1118,clsid12800
drqid1118,clsid8947
drqid1118,clsid9040
drqid1119,clsid12402
drqid1119,clsid7022
drqid1120,clsid3474
drqid1120,clsid3665
drqid1120,clsid4457
drqid1120,clsid5041
drqid1120,clsid5082
drqid1121,clsid11131
drqid1121,clsid11425
drqid1121,clsid11551
drqid1121,clsid11651
drqid1121,clsid11985
drqid1121,clsid2123
drqid1121,clsid2840
drqid1121,clsid3041
drqid1121,clsid3052
drqid1121,clsid4173
drqid1121,clsid5050
drqid1121,clsid5635
drqid1121,clsid6394
drqid1121,clsid6421
drqid1121,clsid6749
drqid1121,clsid7094
drqid1121,clsid7133
drqid1121,clsid7765
drqid1121,clsid7969
drqid1122,clsid6890
drqid1122,clsid9137
drqid1122,clsid9195
drqid1122,clsid9369
drqid1123,clsid3340
drqid1123,clsid3625
drqid1123,clsid4040
drqid1123,clsid5476
drqid1123,clsid9758
drqid1124,clsid9086
drqid1125,clsid2746
drqid1126,clsid1058
drqid1126,clsid3166
drqid1126,clsid6487
drqid1126,clsid8700
drqid1127,clsid3359
drqid1127,clsid6096
drqid1127,clsid7529
drqid1127,clsid8305
drqid1128,clsid1204
drqid1128,clsid3409
drqid1128,clsid9545
drqid1129,clsid11924
drqid1129,clsid1923
drqid1129,clsid3693
drqid1129,clsid803
drqid1130,clsid2371
drqid1130,clsid4352
drqid1130,clsid8097
drqid1130,clsid8908
drqid1130,clsid9080
drqid1131,clsid3478
drqid1131,clsid7330
drqid1132,clsid12897
drqid1132,clsid5417
drqid1132,clsid7488
drqid1133,clsid4175
drqid1133,clsid449
drqid1133,clsid4706
drqid1133,clsid9084
drqid1134,clsid3421
drqid1134,clsid3499
drqid1134,clsid4100
drqid1134,clsid9121
drqid1134,clsid9978
drqid1135,clsid11476
drqid1135,clsid5687
drqid1135,clsid6348
drqid1135,clsid8284
drqid1136,clsid12901
drqid1137,clsid1396
drqid1137,clsid2598
drqid1137,clsid4453
drqid1138,clsid1265
drqid1139,clsid10424
drqid1139,clsid3836
drqid1139,clsid4225
drqid1139,clsid748
drqid1140,clsid2376
drqid1141,clsid12358
drqid1141,clsid574
drqid1142,clsid4769
drqid1142,clsid6588
drqid1142,clsid6673
drqid1142,clsid8177
drqid1143,clsid5189
drqid1143,clsid7772
drqid1144,clsid4437
drqid1145,clsid3644
drqid1145,clsid8665
drqid1145,clsid9402
drqid1146,clsid11449
drqid1146,clsid1476
drqid1146,clsid2016
drqid1146,clsid2292
drqid1146,clsid7301
drqid1146,clsid7540
drqid1146,clsid9627
drqid1147,clsid1047
drqid1147,clsid12471
drqid1147,clsid4912
drqid1147,clsid784
drqid1147,clsid9611
drqid1148,clsid11691
drqid1148,clsid858
drqid1149,clsid4391
drqid1150,clsid12217
drqid1150,clsid3645
drqid1150,clsid6197
drqid1150,clsid8352
drqid1151,clsid10226
drqid1151,clsid2493
drqid1151,clsid3644
drqid1151,clsid5490
drqid1151,clsid8571
drqid1152,clsid1035
drqid1152,clsid10568
drqid1152,clsid11256
drqid1152,clsid11268
drqid1152,clsid12012
drqid1152,clsid1585
drqid1152,clsid1764
drqid1152,clsid2419
drqid1152,clsid2499
drqid1152,clsid2905
drqid1152,clsid4350
drqid1152,clsid4399
drqid1152,clsid4804
drqid1152,clsid4996
drqid1152,clsid5384
drqid1152,clsid5665
drqid1152,clsid624
drqid1152,clsid7329
drqid1152,clsid7542
drqid1152,clsid7702
drqid1152,clsid7706
drqid1152,clsid870
drqid1152,clsid880
drqid1152,clsid9949
drqid1153,clsid11709
drqid1154,clsid12198
drqid1154,clsid2237
drqid1154,clsid3414
drqid1154,clsid3635
drqid1155,clsid4661
drqid1155,clsid7492
drqid1156,clsid1196
drqid1156,clsid8981
drqid1157,clsid12821
drqid1157,clsid782
drqid1158,clsid179
drqid1158,clsid3209
drqid1158,clsid5562
drqid1158,clsid5668
drqid1158,clsid9520
drqid1159,clsid10268
drqid1159,clsid10876
drqid1159,clsid10903
drqid1160,clsid10436
drqid1160,clsid1276
drqid1160,clsid5869
drqid1161,clsid5543
drqid1162,clsid5674
drqid1162,clsid7502
drqid1163,clsid4455
drqid1164,clsid10309
drqid1164,clsid5656
drqid1164,clsid581
drqid1164,clsid7115
drqid1165,clsid3214
drqid1165,clsid3846
drqid1165,clsid4039
drqid1165,clsid6779
drqid1165,clsid7223
drqid1165,clsid7474
drqid1165,clsid8272
drqid1165,clsid8997
drqid1165,clsid9397
drqid1166,clsid6789
drqid1167,clsid2759
drqid1167,clsid8007
drqid1167,clsid9377
drqid1167,clsid9473
drqid1168,clsid10912
drqid1168,clsid2008
drqid1168,clsid3932
drqid1169,clsid10967
drqid1169,clsid1244
drqid1169,clsid12761
drqid1170,clsid11050
drqid1170,clsid1296
drqid1170,clsid2103
drqid1170,clsid634
drqid1170,clsid6847
drqid1170,clsid6985
drqid1170,clsid8313
drqid1170,clsid8449
drqid1170,clsid943
drqid1171,clsid10735
drqid1171,clsid374
drqid1171,clsid3789
drqid1171,clsid5588
drqid1171,clsid621
drqid1172,clsid2751
drqid1172,clsid8739
drqid1172,clsid8780
drqid1172,clsid9352
drqid1173,clsid10329
drqid1173,clsid3552
drqid1173,clsid6934
drqid1173,clsid9676
drqid1174,clsid2155
drqid1174,clsid4487
drqid1175,clsid2545
drqid1175,clsid4102
drqid1175,clsid4494
drqid1176,clsid10100
drqid1176,clsid10575
drqid1176,clsid10868
drqid1176,clsid2881
drqid1176,clsid3046
drqid1176,clsid3154
drqid1176,clsid5314
drqid1176,clsid5479
drqid1176,clsid57
drqid1176,clsid5779
drqid1176,clsid6385
drqid1176,clsid7655
drqid1176,clsid8512
drqid1177,clsid11006
drqid1177,clsid1524
drqid1177,clsid2554
drqid1177,clsid6593
drqid1178,clsid10514
drqid1178,clsid10605
drqid1178,clsid7363
drqid1179,clsid1566
drqid1180,clsid12519
drqid1180,clsid12915
drqid1180,clsid1415
drqid1180,clsid4978
drqid1180,clsid9366
drqid1181,clsid12533
drqid1181,clsid2731
drqid1181,clsid4388
drqid1181,clsid5088
drqid1181,clsid7879
drqid1182,clsid11805
drqid1182,clsid9692
drqid1183,clsid555
drqid1184,clsid12143
drqid1184,clsid2079
drqid1184,clsid68
drqid1185,clsid6275
drqid1185,clsid8918
drqid1186,clsid6955
drqid1186,clsid8524
drqid1187,clsid5664
drqid1187,clsid7860
drqid1187,clsid8643
drqid1187,clsid9811
drqid1188,clsid3552
drqid1188,clsid7171
drqid1189,clsid12962
drqid1190,clsid7838
drqid1191,clsid6064
drqid1192,clsid4710
drqid1192,clsid5202
drqid1192,clsid8327
drqid1192,clsid8488
drqid1193,clsid12345
drqid1193,clsid1439
drqid1193,clsid271
drqid1193,clsid383
drqid1193,clsid4436
drqid1194,clsid10437
drqid1194,clsid12022
drqid1194,clsid12187
drqid1194,clsid1848
drqid1194,clsid277
drqid1194,clsid340
drqid1194,clsid4239
drqid1194,clsid4805
drqid1194,clsid577
drqid1194,clsid6292
drqid1194,clsid6368
drqid1194,clsid7013
drqid1194,clsid7501
drqid1194,clsid7627
drqid1194,clsid7958
drqid1194,clsid8300
drqid1194,clsid9200
drqid1195,clsid2476
drqid1195,clsid4559
drqid1195,clsid6945
drqid1195,clsid9305
drqid1196,clsid1108
drqid1196,clsid1871
drqid1196,clsid6299
drqid1197,clsid10448
drqid1197,clsid12426
drqid1197,clsid5637
drqid1197,clsid6276
drqid1197,clsid9119
drqid1198,clsid8856
drqid1199,clsid11986
drqid1199,clsid2244
drqid1199,clsid479
drqid1199,clsid6618
drqid1200,clsid2018
drqid1200,clsid4742
drqid1200,clsid6380
drqid1201,clsid1047
drqid1201,clsid11881
drqid1201,clsid1772
drqid1201,clsid238
drqid1201,clsid3200
drqid1201,clsid3288
drqid1201,clsid5675
drqid1201,clsid8051
drqid1201,clsid8293
drqid1201,clsid9792
drqid1202,clsid10535
drqid1202,clsid11720
drqid1202,clsid2046
drqid1202,clsid2630
drqid1202,clsid796
drqid1203,clsid11815
drqid1203,clsid2534
drqid1203,clsid5896
drqid1204,clsid10756
drqid1204,clsid1277
drqid1204,clsid1308
drqid1204,clsid233
drqid1204,clsid4394
drqid1204,clsid5880
drqid1204,clsid7857
drqid1204,clsid8333
drqid1204,clsid9496
drqid1205,clsid1676
drqid1205,clsid7463
drqid1206,clsid10072
drqid1206,clsid12891
drqid1206,clsid7541
drqid1206,clsid8524
drqid1207,clsid10771
drqid1207,clsid11756
drqid1207,clsid1189
drqid1207,clsid148
drqid1207,clsid5968
drqid1207,clsid7069
drqid1207,clsid7476
drqid1207,clsid7526
drqid1207,clsid7585
drqid1207,clsid7899
drqid1207,clsid8091
drqid1207,clsid8817
drqid1208,clsid3943
drqid1209,clsid10204
drqid1209,clsid10430
drqid1209,clsid10445
drqid1209,clsid11621
drqid1209,clsid1190
drqid1209,clsid12289
drqid1209,clsid12617
drqid1209,clsid1841
drqid1209,clsid3586
drqid1209,clsid4432
drqid1209,clsid6343
drqid1209,clsid7397
drqid1209,clsid7508
drqid1209,clsid7872
drqid1209,clsid7920
drqid1209,clsid8472
drqid1209,clsid8620
drqid1209,clsid9431
drqid1210,clsid11583
drqid1210,clsid12292
drqid1211,clsid1226
drqid1211,clsid4891
drqid1211,clsid8395
drqid1212,clsid10299
drqid1212,clsid12301
drqid1212,clsid3442
drqid1212,clsid3739
drqid1213,clsid11766
drqid1213,clsid3732
drqid1213,clsid6430
drqid1213,clsid851
drqid1214,clsid5438
drqid1214,clsid9111
drqid1215,clsid10751
drqid1215,clsid12065
drqid1215,clsid12578
drqid1215,clsid3611
drqid1215,clsid9557
drqid1216,clsid2908
drqid1216,clsid3841
drqid1216,clsid7109
drqid1216,clsid9224
drqid1217,clsid9918
drqid1218,clsid1354
drqid1219,clsid2045
drqid1219,clsid2071
drqid1219,clsid7573
drqid1220,clsid12671
drqid1220,clsid12878
drqid1220,clsid9001
drqid1221,clsid331
drqid1222,clsid11825
drqid1223,clsid12622
drqid1223,clsid3729
drqid1223,clsid9808
drqid1224,clsid10395
drqid1224,clsid11129
drqid1224,clsid11259
drqid1224,clsid11467
drqid1224,clsid1300
drqid1224,clsid2409
drqid1224,clsid3388
drqid1224,clsid3405
drqid1224,clsid3556
drqid1224,clsid3913
drqid1224,clsid4626
drqid1224,clsid5069
drqid1224,clsid526
drqid1224,clsid6059
drqid1224,clsid7282
drqid1224,clsid8365
drqid1224,clsid8905
drqid1225,clsid10571
drqid1225,clsid12266
drqid1225,clsid1831
drqid1225,clsid5432
drqid1225,clsid9689
drqid1226,clsid8217
drqid1227,clsid122
drqid1227,clsid2556
drqid1227,clsid2631
drqid1227,clsid2726
drqid1227,clsid3316
drqid1227,clsid3445
drqid1227,clsid4957
drqid1227,clsid6428
drqid1227,clsid7183
drqid1227,clsid7328
drqid1227,clsid8247
drqid1227,clsid8566
drqid1227,clsid9823
drqid1228,clsid3407
drqid1229,clsid114
drqid1229,clsid11735
drqid1229,clsid5168
drqid1229,clsid5337
drqid1229,clsid7711
drqid1230,clsid10138
drqid1230,clsid3586
drqid1230,clsid6082
drqid1231,clsid3447
drqid1231,clsid8398
drqid1232,clsid12940
drqid1232,clsid2540
drqid1233,clsid11585
drqid1233,clsid11783
drqid1233,clsid1496
drqid1233,clsid2089
drqid1233,clsid4815
drqid1234,clsid12088
drqid1234,clsid12165
drqid1234,clsid12636
drqid1234,clsid502
drqid1234,clsid843
drqid1234,clsid9759
drqid1235,clsid1524
drqid1235,clsid3229
drqid1235,clsid3924
drqid1235,clsid8583
drqid1235,clsid9119
drqid1236,clsid11785
drqid1236,clsid2208
drqid1236,clsid2289
drqid1236,clsid2949
drqid1236,clsid3381
drqid1236,clsid3397
drqid1236,clsid4607
drqid1236,clsid5822
drqid1236,clsid6299
drqid1236,clsid6713
drqid1236,clsid7019
drqid1236,clsid8083
drqid1236,clsid8218
drqid1236,clsid8619
drqid1236,clsid8795
drqid1236,clsid8847
drqid1237,clsid10072
drqid1237,clsid7780
