"ID","SUBCOMPONENTID"
"R6.1.0(1)","SCP195"
"R6.1.0(1)","SCP579"
"R6.1.0(1)","SCP772"
"R6.1.0(1)","SCP1007"
"R6.1.0(1)","SCP1059"
"R6.1.0(1)","SCP1151"
"R6.1.0(1)","SCP1325"
"R6.1.0(1)","SCP1436"
"R6.1.0(1)","SCP2128"
"R6.1.0(1)","SCP2262"
"R6.1.0(1)","SCP2452"
"R6.1.0(1)","SCP3190"
"R6.1.0(1)","SCP3518"
"R6.1.0(1)","SCP3604"
"R6.1.0(1)","SCP4427"
"R6.1.0(1)","SCP4513"
"R6.1.0(1)","SCP4712"
"R6.1.0(1)","SCP4778"
"R6.1.0(1)","SCP5221"
"R6.1.0(1)","SCP5497"
"R6.1.0(1)","SCP5502"
"R6.1.0(1)","SCP5987"
"R6.1.0(1)","SCP6302"
"R6.1.0(1)","SCP6605"
"R6.1.0(1)","SCP6638"
"R6.1.0(1)","SCP6688"
"R6.1.0(1)","SCP6788"
"R6.1.0(1)","SCP6922"
"R6.1.0(1)","SCP7159"
"R6.1.0(1)","SCP7219"
"R6.1.0(1)","SCP8252"
"R6.1.0(1)","SCP8287"
"R6.1.0(1)","SCP8890"
"R6.1.0(1)","SCP9279"
"R6.1.0(1)","SCP9608"
"R6.1.0(1)","SCP9619"
"R6.1.0(1)","SCP9669"
"R6.1.0(1)","SCP10030"
"R6.1.0(1)","SCP10335"
"R6.1.0(1)","SCP10336"
"R6.1.0(1)","SCP11203"
"R6.1.0(1)","SCP11990"
"R6.1.0(1)","SCP12559"
"R6.1.0(1)","SCP12562"
"R6.1.0(1)","SCP12604"
"R6.1.0(1)","SCP12614"
"R6.1.0(1)","SCP12634"
"R6.1.0(1)","SCP12899"
"R6.1.0(1)","SCP13515"
"R6.1.0(1)","SCP14355"
"R6.1.0(1)","SCP14412"
"R6.1.0(1)","SCP14508"
"R4.1.0(1)","SCP11"
"R4.1.0(1)","SCP118"
"R4.1.0(1)","SCP520"
"R4.1.0(1)","SCP883"
"R4.1.0(1)","SCP984"
"R4.1.0(1)","SCP1486"
"R4.1.0(1)","SCP1945"
"R4.1.0(1)","SCP3331"
"R4.1.0(1)","SCP3480"
"R4.1.0(1)","SCP3693"
"R4.1.0(1)","SCP3707"
"R4.1.0(1)","SCP3723"
"R4.1.0(1)","SCP3971"
"R4.1.0(1)","SCP4217"
"R4.1.0(1)","SCP4338"
"R4.1.0(1)","SCP4585"
"R4.1.0(1)","SCP4785"
"R4.1.0(1)","SCP5082"
"R4.1.0(1)","SCP5604"
"R4.1.0(1)","SCP5886"
"R4.1.0(1)","SCP6330"
"R4.1.0(1)","SCP6829"
"R4.1.0(1)","SCP7243"
"R4.1.0(1)","SCP7412"
"R4.1.0(1)","SCP7511"
"R4.1.0(1)","SCP7781"
"R4.1.0(1)","SCP8072"
"R4.1.0(1)","SCP9029"
"R4.1.0(1)","SCP9158"
"R4.1.0(1)","SCP9294"
"R4.1.0(1)","SCP9784"
"R4.1.0(1)","SCP10887"
"R4.1.0(1)","SCP11332"
"R4.1.0(1)","SCP11521"
"R4.1.0(1)","SCP11687"
"R4.1.0(1)","SCP11713"
"R4.1.0(1)","SCP11771"
"R4.1.0(1)","SCP11800"
"R4.1.0(1)","SCP12106"
"R4.1.0(1)","SCP12378"
"R4.1.0(1)","SCP12609"
"R4.1.0(1)","SCP12720"
"R4.1.0(1)","SCP13324"
"R4.1.0(1)","SCP13593"
"R4.1.0(1)","SCP13840"
"R4.1.0(1)","SCP14588"
"R4.1.0(1)","SCP14658"
"R6.4.0(1)","SCP11"
"R6.4.0(1)","SCP118"
"R6.4.0(1)","SCP520"
"R6.4.0(1)","SCP883"
"R6.4.0(1)","SCP984"
"R6.4.0(1)","SCP1486"
"R6.4.0(1)","SCP1945"
"R6.4.0(1)","SCP3331"
"R6.4.0(1)","SCP3480"
"R6.4.0(1)","SCP3693"
"R6.4.0(1)","SCP3707"
"R6.4.0(1)","SCP3723"
"R6.4.0(1)","SCP3971"
"R6.4.0(1)","SCP4217"
"R6.4.0(1)","SCP4338"
"R6.4.0(1)","SCP4585"
"R6.4.0(1)","SCP4785"
"R6.4.0(1)","SCP5082"
"R6.4.0(1)","SCP5604"
"R6.4.0(1)","SCP5886"
"R6.4.0(1)","SCP6330"
"R6.4.0(1)","SCP6829"
"R6.4.0(1)","SCP7243"
"R6.4.0(1)","SCP7412"
"R6.4.0(1)","SCP7511"
"R6.4.0(1)","SCP7781"
"R6.4.0(1)","SCP8072"
"R6.4.0(1)","SCP9029"
"R6.4.0(1)","SCP9158"
"R6.4.0(1)","SCP9294"
"R6.4.0(1)","SCP9784"
"R6.4.0(1)","SCP10887"
"R6.4.0(1)","SCP11332"
"R6.4.0(1)","SCP11521"
"R6.4.0(1)","SCP11687"
"R6.4.0(1)","SCP11713"
"R6.4.0(1)","SCP11771"
"R6.4.0(1)","SCP11800"
"R6.4.0(1)","SCP12106"
"R6.4.0(1)","SCP12378"
"R6.4.0(1)","SCP12609"
"R6.4.0(1)","SCP12720"
"R6.4.0(1)","SCP13324"
"R6.4.0(1)","SCP13593"
"R6.4.0(1)","SCP13840"
"R6.4.0(1)","SCP14588"
"R6.4.0(1)","SCP14658"
"R6.4.0(6)","SCP11"
"R6.4.0(6)","SCP118"
"R6.4.0(6)","SCP520"
"R6.4.0(6)","SCP883"
"R6.4.0(6)","SCP984"
"R6.4.0(6)","SCP1486"
"R6.4.0(6)","SCP1945"
"R6.4.0(6)","SCP3331"
"R6.4.0(6)","SCP3480"
"R6.4.0(6)","SCP3693"
"R6.4.0(6)","SCP3707"
"R6.4.0(6)","SCP3723"
"R6.4.0(6)","SCP3971"
"R6.4.0(6)","SCP4217"
"R6.4.0(6)","SCP4338"
"R6.4.0(6)","SCP4585"
"R6.4.0(6)","SCP4785"
"R6.4.0(6)","SCP5082"
"R6.4.0(6)","SCP5604"
"R6.4.0(6)","SCP5886"
"R6.4.0(6)","SCP6330"
"R6.4.0(6)","SCP6829"
"R6.4.0(6)","SCP7243"
"R6.4.0(6)","SCP7412"
"R6.4.0(6)","SCP7511"
"R6.4.0(6)","SCP7781"
"R6.4.0(6)","SCP8072"
"R6.4.0(6)","SCP9029"
"R6.4.0(6)","SCP9158"
"R6.4.0(6)","SCP9294"
"R6.4.0(6)","SCP9784"
"R6.4.0(6)","SCP10887"
"R6.4.0(6)","SCP11332"
"R6.4.0(6)","SCP11521"
"R6.4.0(6)","SCP11687"
"R6.4.0(6)","SCP11713"
"R6.4.0(6)","SCP11771"
"R6.4.0(6)","SCP11800"
"R6.4.0(6)","SCP12106"
"R6.4.0(6)","SCP12378"
"R6.4.0(6)","SCP12609"
"R6.4.0(6)","SCP12720"
"R6.4.0(6)","SCP13324"
"R6.4.0(6)","SCP13593"
"R6.4.0(6)","SCP13840"
"R6.4.0(6)","SCP14588"
"R6.4.0(6)","SCP14658"
"R6.2.0(8)","SCP213"
"R6.2.0(8)","SCP584"
"R6.2.0(8)","SCP653"
"R6.2.0(8)","SCP1335"
"R6.2.0(8)","SCP1545"
"R6.2.0(8)","SCP1557"
"R6.2.0(8)","SCP1589"
"R6.2.0(8)","SCP1592"
"R6.2.0(8)","SCP2050"
"R6.2.0(8)","SCP2125"
"R6.2.0(8)","SCP2144"
"R6.2.0(8)","SCP2405"
"R6.2.0(8)","SCP3201"
"R6.2.0(8)","SCP3351"
"R6.2.0(8)","SCP3412"
"R6.2.0(8)","SCP4964"
"R6.2.0(8)","SCP5335"
"R6.2.0(8)","SCP5928"
"R6.2.0(8)","SCP6077"
"R6.2.0(8)","SCP6855"
"R6.2.0(8)","SCP6937"
"R6.2.0(8)","SCP7109"
"R6.2.0(8)","SCP7234"
"R6.2.0(8)","SCP7660"
"R6.2.0(8)","SCP7685"
"R6.2.0(8)","SCP7837"
"R6.2.0(8)","SCP7975"
"R6.2.0(8)","SCP8203"
"R6.2.0(8)","SCP8240"
"R6.2.0(8)","SCP9127"
"R6.2.0(8)","SCP9196"
"R6.2.0(8)","SCP10224"
"R6.2.0(8)","SCP10692"
"R6.2.0(8)","SCP10705"
"R6.2.0(8)","SCP11194"
"R6.2.0(8)","SCP11355"
"R6.2.0(8)","SCP11367"
"R6.2.0(8)","SCP11393"
"R6.2.0(8)","SCP11534"
"R6.2.0(8)","SCP12034"
"R6.2.0(8)","SCP12539"
"R6.2.0(8)","SCP12674"
"R6.2.0(8)","SCP12747"
"R6.2.0(8)","SCP13206"
"R6.2.0(8)","SCP13365"
"R6.2.0(8)","SCP13537"
"R6.2.0(8)","SCP13864"
"R6.2.0(8)","SCP14067"
"R6.2.0(8)","SCP14353"
"R6.2.0(8)","SCP14465"
"R6.2.0(8)","SCP14516"
"R6.2.0(8)","SCP14580"
"R6.4.0(6)","SCP213"
"R6.4.0(6)","SCP584"
"R6.4.0(6)","SCP653"
"R6.4.0(6)","SCP1335"
"R6.4.0(6)","SCP1545"
"R6.4.0(6)","SCP1557"
"R6.4.0(6)","SCP1589"
"R6.4.0(6)","SCP1592"
"R6.4.0(6)","SCP2050"
"R6.4.0(6)","SCP2125"
"R6.4.0(6)","SCP2144"
"R6.4.0(6)","SCP2405"
"R6.4.0(6)","SCP3201"
"R6.4.0(6)","SCP3351"
"R6.4.0(6)","SCP3412"
"R6.4.0(6)","SCP4964"
"R6.4.0(6)","SCP5335"
"R6.4.0(6)","SCP5928"
"R6.4.0(6)","SCP6077"
"R6.4.0(6)","SCP6855"
"R6.4.0(6)","SCP6937"
"R6.4.0(6)","SCP7109"
"R6.4.0(6)","SCP7234"
"R6.4.0(6)","SCP7660"
"R6.4.0(6)","SCP7685"
"R6.4.0(6)","SCP7837"
"R6.4.0(6)","SCP7975"
"R6.4.0(6)","SCP8203"
"R6.4.0(6)","SCP8240"
"R6.4.0(6)","SCP9127"
"R6.4.0(6)","SCP9196"
"R6.4.0(6)","SCP10224"
"R6.4.0(6)","SCP10692"
"R6.4.0(6)","SCP10705"
"R6.4.0(6)","SCP11194"
"R6.4.0(6)","SCP11355"
"R6.4.0(6)","SCP11367"
"R6.4.0(6)","SCP11393"
"R6.4.0(6)","SCP11534"
"R6.4.0(6)","SCP12034"
"R6.4.0(6)","SCP12539"
"R6.4.0(6)","SCP12674"
"R6.4.0(6)","SCP12747"
"R6.4.0(6)","SCP13206"
"R6.4.0(6)","SCP13365"
"R6.4.0(6)","SCP13537"
"R6.4.0(6)","SCP13864"
"R6.4.0(6)","SCP14067"
"R6.4.0(6)","SCP14353"
"R6.4.0(6)","SCP14465"
"R6.4.0(6)","SCP14516"
"R6.4.0(6)","SCP14580"
"R5.5.0(9)","SCP213"
"R5.5.0(9)","SCP584"
"R5.5.0(9)","SCP653"
"R5.5.0(9)","SCP1335"
"R5.5.0(9)","SCP1545"
"R5.5.0(9)","SCP1557"
"R5.5.0(9)","SCP1589"
"R5.5.0(9)","SCP1592"
"R5.5.0(9)","SCP2050"
"R5.5.0(9)","SCP2125"
"R5.5.0(9)","SCP2144"
"R5.5.0(9)","SCP2405"
"R5.5.0(9)","SCP3201"
"R5.5.0(9)","SCP3351"
"R5.5.0(9)","SCP3412"
"R5.5.0(9)","SCP4964"
"R5.5.0(9)","SCP5335"
"R5.5.0(9)","SCP5928"
"R5.5.0(9)","SCP6077"
"R5.5.0(9)","SCP6855"
"R5.5.0(9)","SCP6937"
"R5.5.0(9)","SCP7109"
"R5.5.0(9)","SCP7234"
"R5.5.0(9)","SCP7660"
"R5.5.0(9)","SCP7685"
"R5.5.0(9)","SCP7837"
"R5.5.0(9)","SCP7975"
"R5.5.0(9)","SCP8203"
"R5.5.0(9)","SCP8240"
"R5.5.0(9)","SCP9127"
"R5.5.0(9)","SCP9196"
"R5.5.0(9)","SCP10224"
"R5.5.0(9)","SCP10692"
"R5.5.0(9)","SCP10705"
"R5.5.0(9)","SCP11194"
"R5.5.0(9)","SCP11355"
"R5.5.0(9)","SCP11367"
"R5.5.0(9)","SCP11393"
"R5.5.0(9)","SCP11534"
"R5.5.0(9)","SCP12034"
"R5.5.0(9)","SCP12539"
"R5.5.0(9)","SCP12674"
"R5.5.0(9)","SCP12747"
"R5.5.0(9)","SCP13206"
"R5.5.0(9)","SCP13365"
"R5.5.0(9)","SCP13537"
"R5.5.0(9)","SCP13864"
"R5.5.0(9)","SCP14067"
"R5.5.0(9)","SCP14353"
"R5.5.0(9)","SCP14465"
"R5.5.0(9)","SCP14516"
"R5.5.0(9)","SCP14580"
"R6.4.0(7)","SCP336"
"R6.4.0(7)","SCP405"
"R6.4.0(7)","SCP1016"
"R6.4.0(7)","SCP1239"
"R6.4.0(7)","SCP1279"
"R6.4.0(7)","SCP1310"
"R6.4.0(7)","SCP1749"
"R6.4.0(7)","SCP2353"
"R6.4.0(7)","SCP2539"
"R6.4.0(7)","SCP2780"
"R6.4.0(7)","SCP3394"
"R6.4.0(7)","SCP3819"
"R6.4.0(7)","SCP3883"
"R6.4.0(7)","SCP4136"
"R6.4.0(7)","SCP5577"
"R6.4.0(7)","SCP5607"
"R6.4.0(7)","SCP5937"
"R6.4.0(7)","SCP6126"
"R6.4.0(7)","SCP6343"
"R6.4.0(7)","SCP6565"
"R6.4.0(7)","SCP6711"
"R6.4.0(7)","SCP7429"
"R6.4.0(7)","SCP7839"
"R6.4.0(7)","SCP7989"
"R6.4.0(7)","SCP8009"
"R6.4.0(7)","SCP8275"
"R6.4.0(7)","SCP8330"
"R6.4.0(7)","SCP8450"
"R6.4.0(7)","SCP9045"
"R6.4.0(7)","SCP9647"
"R6.4.0(7)","SCP10085"
"R6.4.0(7)","SCP10440"
"R6.4.0(7)","SCP10996"
"R6.4.0(7)","SCP11320"
"R6.4.0(7)","SCP11702"
"R6.4.0(7)","SCP11812"
"R6.4.0(7)","SCP12157"
"R6.4.0(7)","SCP12449"
"R6.4.0(7)","SCP13187"
"R6.4.0(7)","SCP13327"
"R6.4.0(7)","SCP13351"
"R6.4.0(7)","SCP13739"
"R6.4.0(7)","SCP13799"
"R6.4.0(7)","SCP14450"
"R6.4.0(7)","SCP14627"
"R6.2.0(8)","SCP336"
"R6.2.0(8)","SCP405"
"R6.2.0(8)","SCP1016"
"R6.2.0(8)","SCP1239"
"R6.2.0(8)","SCP1279"
"R6.2.0(8)","SCP1310"
"R6.2.0(8)","SCP1749"
"R6.2.0(8)","SCP2353"
"R6.2.0(8)","SCP2539"
"R6.2.0(8)","SCP2780"
"R6.2.0(8)","SCP3394"
"R6.2.0(8)","SCP3819"
"R6.2.0(8)","SCP3883"
"R6.2.0(8)","SCP4136"
"R6.2.0(8)","SCP5577"
"R6.2.0(8)","SCP5607"
"R6.2.0(8)","SCP5937"
"R6.2.0(8)","SCP6126"
"R6.2.0(8)","SCP6343"
"R6.2.0(8)","SCP6565"
"R6.2.0(8)","SCP6711"
"R6.2.0(8)","SCP7429"
"R6.2.0(8)","SCP7839"
"R6.2.0(8)","SCP7989"
"R6.2.0(8)","SCP8009"
"R6.2.0(8)","SCP8275"
"R6.2.0(8)","SCP8330"
"R6.2.0(8)","SCP8450"
"R6.2.0(8)","SCP9045"
"R6.2.0(8)","SCP9647"
"R6.2.0(8)","SCP10085"
"R6.2.0(8)","SCP10440"
"R6.2.0(8)","SCP10996"
"R6.2.0(8)","SCP11320"
"R6.2.0(8)","SCP11702"
"R6.2.0(8)","SCP11812"
"R6.2.0(8)","SCP12157"
"R6.2.0(8)","SCP12449"
"R6.2.0(8)","SCP13187"
"R6.2.0(8)","SCP13327"
"R6.2.0(8)","SCP13351"
"R6.2.0(8)","SCP13739"
"R6.2.0(8)","SCP13799"
"R6.2.0(8)","SCP14450"
"R6.2.0(8)","SCP14627"
"R5.9.0(6)","SCP336"
"R5.9.0(6)","SCP405"
"R5.9.0(6)","SCP1016"
"R5.9.0(6)","SCP1239"
"R5.9.0(6)","SCP1279"
"R5.9.0(6)","SCP1310"
"R5.9.0(6)","SCP1749"
"R5.9.0(6)","SCP2353"
"R5.9.0(6)","SCP2539"
"R5.9.0(6)","SCP2780"
"R5.9.0(6)","SCP3394"
"R5.9.0(6)","SCP3819"
"R5.9.0(6)","SCP3883"
"R5.9.0(6)","SCP4136"
"R5.9.0(6)","SCP5577"
"R5.9.0(6)","SCP5607"
"R5.9.0(6)","SCP5937"
"R5.9.0(6)","SCP6126"
"R5.9.0(6)","SCP6343"
"R5.9.0(6)","SCP6565"
"R5.9.0(6)","SCP6711"
"R5.9.0(6)","SCP7429"
"R5.9.0(6)","SCP7839"
"R5.9.0(6)","SCP7989"
"R5.9.0(6)","SCP8009"
"R5.9.0(6)","SCP8275"
"R5.9.0(6)","SCP8330"
"R5.9.0(6)","SCP8450"
"R5.9.0(6)","SCP9045"
"R5.9.0(6)","SCP9647"
"R5.9.0(6)","SCP10085"
"R5.9.0(6)","SCP10440"
"R5.9.0(6)","SCP10996"
"R5.9.0(6)","SCP11320"
"R5.9.0(6)","SCP11702"
"R5.9.0(6)","SCP11812"
"R5.9.0(6)","SCP12157"
"R5.9.0(6)","SCP12449"
"R5.9.0(6)","SCP13187"
"R5.9.0(6)","SCP13327"
"R5.9.0(6)","SCP13351"
"R5.9.0(6)","SCP13739"
"R5.9.0(6)","SCP13799"
"R5.9.0(6)","SCP14450"
"R5.9.0(6)","SCP14627"
"R6.1.0(1)","SCP66"
"R6.1.0(1)","SCP986"
"R6.1.0(1)","SCP1139"
"R6.1.0(1)","SCP1186"
"R6.1.0(1)","SCP1670"
"R6.1.0(1)","SCP2054"
"R6.1.0(1)","SCP2379"
"R6.1.0(1)","SCP2537"
"R6.1.0(1)","SCP2571"
"R6.1.0(1)","SCP4902"
"R6.1.0(1)","SCP5129"
"R6.1.0(1)","SCP5778"
"R6.1.0(1)","SCP6183"
"R6.1.0(1)","SCP7814"
"R6.1.0(1)","SCP8536"
"R6.1.0(1)","SCP9268"
"R6.1.0(1)","SCP9924"
"R6.1.0(1)","SCP10732"
"R6.1.0(1)","SCP10906"
"R6.1.0(1)","SCP11382"
"R6.1.0(1)","SCP11754"
"R6.1.0(1)","SCP11799"
"R6.1.0(1)","SCP12595"
"R6.1.0(1)","SCP12621"
"R6.1.0(1)","SCP13064"
"R6.1.0(1)","SCP13126"
"R6.1.0(1)","SCP14323"
"R6.1.0(1)","SCP14341"
"R6.1.0(1)","SCP14443"
"R6.1.0(1)","SCP14755"
"R6.1.0(1)","SCP14913"
"R6.2.0(8)","SCP14990"
"R6.1.0(1)","SCP2234"
"R6.4.0(7)","SCP12566"
"R6.4.0(1)","SCP8534"
"R6.4.0(1)","SCP9253"
"R5.8.0(1)","SCP8534"
"R5.8.0(1)","SCP9253"
"R5.7.0(1)","SCP8534"
"R5.7.0(1)","SCP9253"
"R5.9.0(6)","SCP1462"
"R5.9.0(6)","SCP3963"
"R5.9.0(6)","SCP11872"
"R5.5.0(1)","SCP10441"
"R5.5.0(9)","SCP982"
"R6.2.0(1)","SCP5664"
"R6.2.0(1)","SCP8164"
"R6.2.0(1)","SCP12639"
"R6.2.0(1)","SCP12793"
"R4.1.0(1)","SCP5664"
"R4.1.0(1)","SCP8164"
"R4.1.0(1)","SCP12639"
"R4.1.0(1)","SCP12793"
"R5.6.0(8)","SCP5664"
"R5.6.0(8)","SCP8164"
"R5.6.0(8)","SCP12639"
"R5.6.0(8)","SCP12793"
"R7.3.0(4)","SCP8885"
"R7.3.0(4)","SCP13794"
"R7.3.0(4)","SCP13930"
"R4.1.0(2)","SCP1052"
"R4.1.0(2)","SCP1515"
"R4.1.0(2)","SCP2684"
"R4.1.0(2)","SCP3599"
"R6.3.0(8)","SCP1052"
"R6.3.0(8)","SCP1515"
"R6.3.0(8)","SCP2684"
"R6.3.0(8)","SCP3599"
"R5.7.0(1)","SCP1052"
"R5.7.0(1)","SCP1515"
"R5.7.0(1)","SCP2684"
"R5.7.0(1)","SCP3599"
"R5.7.0(5)","SCP4730"
"R5.7.0(5)","SCP7245"
"R6.2.0(8)","SCP4730"
"R6.2.0(8)","SCP7245"
"R4.1.0(2)","SCP4730"
"R4.1.0(2)","SCP7245"
"R6.5.0(1)","SCP14806"
"R7.3.0(4)","SCP4616"
"R7.3.0(4)","SCP6967"
"R7.1.0(3)","SCP4616"
"R7.1.0(3)","SCP6967"
"R5.4.4(3)","SCP4616"
"R5.4.4(3)","SCP6967"
"R6.3.0(1)","SCP2070"
"R6.4.0(1)","SCP2070"
"R5.9.0(1)","SCP2070"
"R6.2.0(1)","SCP1072"
"R6.2.0(1)","SCP9794"
"R4.1.0(1)","SCP6138"
"R5.6.0(8)","SCP166"
"R5.6.0(8)","SCP9255"
"R5.6.0(8)","SCP14312"
"R5.5.0(1)","SCP259"
"R5.5.0(1)","SCP5088"
"R6.3.0(1)","SCP2650"
"R5.7.0(5)","SCP2650"
"R5.9.0(6)","SCP2650"
"R5.8.0(1)","SCP7725"
"R6.1.0(1)","SCP969"
"R6.1.0(1)","SCP3536"
"R4.1.0(2)","SCP2693"
"R4.1.0(2)","SCP9280"
"R4.1.0(2)","SCP9337"
"R4.1.0(2)","SCP9664"
"R6.3.0(8)","SCP11906"
"R6.3.0(8)","SCP14428"
"R7.3.0(4)","SCP11906"
"R7.3.0(4)","SCP14428"
"R6.2.0(1)","SCP11906"
"R6.2.0(1)","SCP14428"
"R5.8.0(1)","SCP1840"
"R6.2.0(8)","SCP1840"
"R7.1.0(3)","SCP1840"
"R7.1.0(3)","SCP10144"
"R6.3.0(1)","SCP10144"
"R6.1.0(1)","SCP10144"
"R4.1.0(2)","SCP12528"
"R5.9.0(6)","SCP12528"
"R5.9.0(1)","SCP12528"
"R4.1.0(1)","SCP11458"
"R4.1.0(1)","SCP13019"
"R6.1.0(1)","SCP11458"
"R6.1.0(1)","SCP13019"
"R7.1.0(3)","SCP11458"
"R7.1.0(3)","SCP13019"
"R5.4.4(3)","SCP8490"
"R5.5.0(9)","SCP8467"
"R5.5.0(9)","SCP11206"
"R5.5.0(9)","SCP13747"
"R5.4.4(3)","SCP10296"
"R5.4.4(3)","SCP12923"
"R5.8.0(1)","SCP10296"
"R5.8.0(1)","SCP12923"
"R6.4.0(6)","SCP10296"
"R6.4.0(6)","SCP12923"
"R5.4.4(3)","SCP6484"
"R5.4.4(3)","SCP8987"
"R5.6.0(8)","SCP782"
"R5.6.0(8)","SCP11466"
"R4.1.0(1)","SCP782"
"R4.1.0(1)","SCP11466"
"R6.1.0(1)","SCP782"
"R6.1.0(1)","SCP11466"
"R6.5.0(1)","SCP2965"
"R5.6.0(8)","SCP2965"
"R7.3.0(4)","SCP2965"
"R5.6.0(1)","SCP489"
"R5.4.4(3)","SCP489"
"R6.3.0(1)","SCP489"
"R5.1.0(1)","SCP1759"
"R5.1.0(1)","SCP11761"
"R5.1.0(1)","SCP12576"
"R6.4.0(6)","SCP3821"
"R6.4.0(6)","SCP6376"
"R6.4.0(6)","SCP14902"
"R6.3.0(8)","SCP6697"
"R6.3.0(8)","SCP10150"
"R6.4.0(6)","SCP6697"
"R6.4.0(6)","SCP10150"
"R6.4.0(1)","SCP6697"
"R6.4.0(1)","SCP10150"
"R6.1.0(1)","SCP6643"
"R5.6.0(8)","SCP6132"
"R5.6.0(8)","SCP11590"
"R5.7.0(5)","SCP2400"
"R5.7.0(5)","SCP11662"
"R5.1.0(1)","SCP9059"
"R6.4.0(7)","SCP3753"
"R6.4.0(7)","SCP4696"
"R6.4.0(1)","SCP3753"
"R6.4.0(1)","SCP4696"
"R6.2.0(8)","SCP3753"
"R6.2.0(8)","SCP4696"
"R6.3.0(8)","SCP9171"
"R6.3.0(8)","SCP12754"
"R6.3.0(8)","SCP9523"
"R7.1.0(3)","SCP9523"
"R6.1.0(1)","SCP9523"
"R5.5.0(9)","SCP1997"
"R6.4.0(6)","SCP739"
"R6.2.0(1)","SCP9472"
"R6.5.0(1)","SCP9472"
"R6.3.0(1)","SCP9472"
"R6.4.0(1)","SCP5733"
"R5.9.0(6)","SCP5733"
"R4.1.0(1)","SCP5733"
"R5.5.0(1)","SCP9498"
"R6.3.0(8)","SCP9498"
"R5.4.4(3)","SCP9498"
"R7.1.0(3)","SCP1541"
"R7.1.0(3)","SCP7286"
"R6.4.0(6)","SCP2206"
"R6.4.0(6)","SCP11853"
"R6.1.0(1)","SCP2206"
"R6.1.0(1)","SCP11853"
"R5.5.0(1)","SCP2206"
"R5.5.0(1)","SCP11853"
"R5.9.0(6)","SCP4889"
"R5.9.0(6)","SCP8681"
"R4.1.0(2)","SCP1124"
"R6.5.0(1)","SCP12692"
"R5.1.0(1)","SCP2492"
"R5.9.0(1)","SCP2492"
"R6.5.0(1)","SCP2492"
"R5.8.0(1)","SCP6337"
"R6.5.0(1)","SCP6337"
"R6.3.0(1)","SCP6337"
"R4.1.0(1)","SCP2286"
"R5.9.0(1)","SCP2366"
"R6.2.0(8)","SCP10659"
"R5.7.0(5)","SCP10659"
"R4.1.0(1)","SCP10659"
"R5.9.0(1)","SCP11528"
"R7.1.0(3)","SCP9446"
"R7.1.0(3)","SCP1978"
"R6.3.0(9)","SCP8874"
"R4.1.0(1)","SCP8874"
"R7.1.0(3)","SCP8874"
"R7.3.0(4)","SCP4715"
"R5.8.0(9)","SCP11655"
"R7.3.0(4)","SCP11655"
"R6.2.0(8)","SCP11655"
"R5.9.0(1)","SCP3826"
"R5.9.0(1)","SCP12985"
"R6.2.0(8)","SCP3826"
"R6.2.0(8)","SCP12985"
"R5.7.0(1)","SCP3826"
"R5.7.0(1)","SCP12985"
"R7.1.0(3)","SCP748"
"R7.1.0(3)","SCP11838"
"R6.2.0(1)","SCP748"
"R6.2.0(1)","SCP11838"
"R5.7.0(1)","SCP748"
"R5.7.0(1)","SCP11838"
"R6.2.0(1)","SCP5089"
"R5.5.0(9)","SCP2660"
"R5.5.0(9)","SCP6437"
"R5.5.0(9)","SCP12144"
"R5.8.0(1)","SCP2660"
"R5.8.0(1)","SCP6437"
"R5.8.0(1)","SCP12144"
"R5.9.0(6)","SCP2660"
"R5.9.0(6)","SCP6437"
"R5.9.0(6)","SCP12144"
"R5.8.0(1)","SCP7525"
"R5.8.0(1)","SCP11885"
"R5.5.0(1)","SCP7525"
"R5.5.0(1)","SCP11885"
"R6.3.0(1)","SCP7525"
"R6.3.0(1)","SCP11885"
"R7.3.0(4)","SCP4527"
"R6.3.0(1)","SCP7983"
"R5.6.0(8)","SCP7983"
"R6.5.0(1)","SCP7983"
"R5.8.0(1)","SCP386"
"R5.1.0(1)","SCP386"
"R6.5.0(1)","SCP386"
"R5.5.0(1)","SCP5398"
"R5.5.0(1)","SCP8301"
"R6.2.0(1)","SCP6486"
"R6.2.0(1)","SCP9189"
"R5.4.4(3)","SCP6486"
"R5.4.4(3)","SCP9189"
"R5.5.0(1)","SCP6486"
"R5.5.0(1)","SCP9189"
"R7.1.0(3)","SCP4190"
"R4.1.0(1)","SCP591"
"R7.3.0(4)","SCP1623"
"R7.3.0(4)","SCP9845"
"R5.8.0(1)","SCP1623"
"R5.8.0(1)","SCP9845"
"R5.8.0(9)","SCP1623"
"R5.8.0(9)","SCP9845"
"R7.3.0(4)","SCP3168"
"R7.3.0(4)","SCP14727"
"R6.4.0(1)","SCP3168"
"R6.4.0(1)","SCP14727"
"R6.5.0(1)","SCP3168"
"R6.5.0(1)","SCP14727"
"R6.1.0(1)","SCP3778"
"R6.1.0(1)","SCP13471"
"R5.7.0(1)","SCP3778"
"R5.7.0(1)","SCP13471"
"R6.2.0(1)","SCP3778"
"R6.2.0(1)","SCP13471"
"R6.2.0(8)","SCP4509"
"R5.8.0(1)","SCP4509"
"R5.6.0(1)","SCP4509"
"R5.7.0(1)","SCP5998"
"R5.5.0(9)","SCP5998"
"R5.8.0(1)","SCP5998"
"R6.2.0(1)","SCP2330"
"R6.4.0(6)","SCP6697"
