"ID","CLASSNAME"
"R5.7.0(5)","PCA3136"
"R5.7.0(5)","PCA9014"
"R5.7.0(5)","PCA8244"
"R5.7.0(5)","PCA30"
"R5.7.0(5)","PCA534"
"R5.7.0(5)","PCA41"
"R5.7.0(5)","PCA8612"
"R5.7.0(5)","PCA2813"
"R5.7.0(5)","PCA3291"
"R5.7.0(5)","PCA2589"
"R5.7.0(5)","PCA1175"
"R5.7.0(5)","PCA4297"
"R5.7.0(5)","PCA7"
"R5.7.0(5)","PCA1873"
"R5.7.0(5)","PCA376"
"R5.7.0(5)","PCA4420"
"R5.7.0(5)","PCA1273"
"R5.7.0(5)","PCA9857"
"R5.7.0(5)","PCA2217"
"R5.7.0(5)","PCA1106"
"R5.7.0(5)","PCA225"
"R5.7.0(5)","PCA2138"
"R5.7.0(5)","PCA65"
"R5.7.0(5)","PCA40"
"R5.7.0(5)","PCA6873"
"R5.7.0(5)","PCA2973"
"R5.7.0(5)","PCA2980"
"R5.7.0(5)","PCA5224"
"R5.7.0(5)","PCA5566"
"R5.7.0(5)","PCA9779"
"R5.7.0(5)","PCA27"
"R5.7.0(5)","PCA1829"
"R5.7.0(5)","PCA4131"
"R5.7.0(5)","PCA4577"
"R5.7.0(5)","PCA8829"
"R5.7.0(5)","PCA7214"
"R5.7.0(5)","PCA1015"
"R5.7.0(5)","PCA7"
"R5.7.0(5)","PCA431"
"R5.7.0(5)","PCA3479"
"R5.7.0(5)","PCA2109"
"R5.7.0(5)","PCA8240"
"R5.7.0(5)","PCA5303"
"R5.7.0(5)","PCA2682"
"R5.7.0(5)","PCA48"
"R5.7.0(5)","PCA30"
"R5.7.0(5)","PCA19"
"R5.7.0(5)","PCA26"
"R6.3.0(9)","PCA1226"
"R6.3.0(9)","PCA1821"
"R6.3.0(9)","PCA5367"
"R6.3.0(9)","PCA5478"
"R6.3.0(9)","PCA8844"
"R6.3.0(9)","PCA2034"
"R6.3.0(9)","PCA8649"
"R6.3.0(9)","PCA3136"
"R6.3.0(9)","PCA9014"
"R6.3.0(9)","PCA8244"
"R6.3.0(9)","PCA30"
"R6.3.0(9)","PCA534"
"R6.3.0(9)","PCA41"
"R6.3.0(9)","PCA8612"
"R6.3.0(9)","PCA2813"
"R6.3.0(9)","PCA3291"
"R6.3.0(9)","PCA2589"
"R6.3.0(9)","PCA1175"
"R6.3.0(9)","PCA4297"
"R6.3.0(9)","PCA7"
"R6.3.0(9)","PCA1873"
"R6.3.0(9)","PCA376"
"R6.3.0(9)","PCA4420"
"R6.3.0(9)","PCA1273"
"R6.3.0(9)","PCA9857"
"R6.3.0(9)","PCA2217"
"R6.3.0(9)","PCA1106"
"R6.3.0(9)","PCA225"
"R6.3.0(9)","PCA2138"
"R6.3.0(9)","PCA65"
"R6.3.0(9)","PCA40"
"R6.3.0(9)","PCA6873"
"R6.3.0(9)","PCA2973"
"R6.3.0(9)","PCA2980"
"R6.3.0(9)","PCA5224"
"R6.3.0(9)","PCA5566"
"R6.3.0(9)","PCA9779"
"R6.3.0(9)","PCA27"
"R6.3.0(9)","PCA1829"
"R6.3.0(9)","PCA4131"
"R6.3.0(9)","PCA4577"
"R6.3.0(9)","PCA8829"
"R6.3.0(9)","PCA7214"
"R6.3.0(9)","PCA1015"
"R6.3.0(9)","PCA7"
"R6.3.0(9)","PCA431"
"R6.3.0(9)","PCA3479"
"R6.3.0(9)","PCA2109"
"R6.3.0(9)","PCA8240"
"R6.3.0(9)","PCA5303"
"R6.3.0(9)","PCA2682"
"R6.3.0(9)","PCA48"
"R6.3.0(9)","PCA30"
"R6.3.0(9)","PCA19"
"R6.3.0(9)","PCA26"
"R6.4.0(7)","PCA1226"
"R6.4.0(7)","PCA1821"
"R6.4.0(7)","PCA5367"
"R6.4.0(7)","PCA5478"
"R6.4.0(7)","PCA8844"
"R6.4.0(7)","PCA2034"
"R6.4.0(7)","PCA8649"
"R6.4.0(7)","PCA3136"
"R6.4.0(7)","PCA9014"
"R6.4.0(7)","PCA8244"
"R6.4.0(7)","PCA30"
"R6.4.0(7)","PCA534"
"R6.4.0(7)","PCA41"
"R6.4.0(7)","PCA8612"
"R6.4.0(7)","PCA2813"
"R6.4.0(7)","PCA3291"
"R6.4.0(7)","PCA2589"
"R6.4.0(7)","PCA1175"
"R6.4.0(7)","PCA4297"
"R6.4.0(7)","PCA7"
"R6.4.0(7)","PCA1873"
"R6.4.0(7)","PCA376"
"R6.4.0(7)","PCA4420"
"R6.4.0(7)","PCA1273"
"R6.4.0(7)","PCA9857"
"R6.4.0(7)","PCA2217"
"R6.4.0(7)","PCA1106"
"R6.4.0(7)","PCA225"
"R6.4.0(7)","PCA2138"
"R6.4.0(7)","PCA65"
"R6.4.0(7)","PCA40"
"R6.4.0(7)","PCA6873"
"R6.4.0(7)","PCA2973"
"R6.4.0(7)","PCA2980"
"R6.4.0(7)","PCA5224"
"R6.4.0(7)","PCA5566"
"R6.4.0(7)","PCA9779"
"R6.4.0(7)","PCA27"
"R6.4.0(7)","PCA1829"
"R6.4.0(7)","PCA4131"
"R6.4.0(7)","PCA4577"
"R6.4.0(7)","PCA8829"
"R6.4.0(7)","PCA7214"
"R6.4.0(7)","PCA1015"
"R6.4.0(7)","PCA7"
"R6.4.0(7)","PCA431"
"R6.4.0(7)","PCA3479"
"R6.4.0(7)","PCA2109"
"R6.4.0(7)","PCA8240"
"R6.4.0(7)","PCA5303"
"R6.4.0(7)","PCA2682"
"R6.4.0(7)","PCA48"
"R6.4.0(7)","PCA30"
"R6.4.0(7)","PCA19"
"R6.4.0(7)","PCA26"
"R6.4.0(7)","PCA5290"
"R6.4.0(7)","PCA2472"
"R6.4.0(7)","PCA4495"
"R6.4.0(7)","PCA883"
"R6.4.0(7)","PCA4299"
"R6.4.0(7)","PCA4609"
"R6.4.0(7)","PCA51"
"R6.4.0(7)","PCA49"
"R6.4.0(7)","PCA2"
"R6.4.0(7)","PCA6087"
"R6.4.0(7)","PCA6235"
"R6.4.0(7)","PCA2665"
"R6.4.0(7)","PCA65"
"R6.4.0(7)","PCA37"
"R6.4.0(7)","PCA1203"
"R6.4.0(7)","PCA2738"
"R6.4.0(7)","PCA2"
"R6.4.0(7)","PCA4542"
"R6.4.0(7)","PCA3910"
"R6.4.0(7)","PCA3175"
"R6.4.0(7)","PCA35"
"R6.4.0(7)","PCA68"
"R6.4.0(7)","PCA29"
"R6.4.0(7)","PCA40"
"R6.4.0(7)","PCA1910"
"R6.4.0(7)","PCA1428"
"R6.4.0(7)","PCA9923"
"R6.4.0(7)","PCA5507"
"R6.4.0(7)","PCA2824"
"R6.4.0(7)","PCA5594"
"R6.4.0(7)","PCA3916"
"R6.4.0(7)","PCA3954"
"R6.4.0(7)","PCA8063"
"R6.4.0(7)","PCA56"
"R6.1.0(1)","PCA68"
"R6.1.0(1)","PCA319"
"R6.1.0(1)","PCA8272"
"R6.1.0(1)","PCA5689"
"R6.1.0(1)","PCA59"
"R6.1.0(1)","PCA22"
"R6.1.0(1)","PCA318"
"R6.1.0(1)","PCA8297"
"R6.1.0(1)","PCA1093"
"R6.1.0(1)","PCA19"
"R6.1.0(1)","PCA38"
"R6.1.0(1)","PCA5978"
"R6.1.0(1)","PCA4496"
"R6.1.0(1)","PCA7648"
"R6.1.0(1)","PCA20"
"R6.1.0(1)","PCA3823"
"R6.1.0(1)","PCA7714"
"R6.1.0(1)","PCA488"
"R6.1.0(1)","PCA31"
"R6.1.0(1)","PCA7503"
"R6.1.0(1)","PCA1200"
"R6.1.0(1)","PCA1374"
"R6.1.0(1)","PCA3919"
"R6.1.0(1)","PCA6225"
"R6.1.0(1)","PCA5311"
"R6.1.0(1)","PCA9158"
"R6.1.0(1)","PCA7216"
"R6.1.0(1)","PCA4353"
"R6.1.0(1)","PCA5103"
"R6.1.0(1)","PCA7956"
"R6.1.0(1)","PCA5176"
"R6.1.0(1)","PCA4693"
"R6.1.0(1)","PCA2989"
"R6.1.0(1)","PCA295"
"R6.1.0(1)","PCA59"
"R6.1.0(1)","PCA2714"
"R6.1.0(1)","PCA701"
"R6.1.0(1)","PCA650"
"R6.1.0(1)","PCA67"
"R6.1.0(1)","PCA6215"
"R6.1.0(1)","PCA9423"
"R6.1.0(1)","PCA9714"
"R6.1.0(1)","PCA18"
"R6.1.0(1)","PCA8689"
"R6.1.0(1)","PCA1357"
"R6.1.0(1)","PCA177"
"R6.1.0(1)","PCA69"
"R6.1.0(1)","PCA34"
"R6.1.0(1)","PCA27"
"R6.1.0(1)","PCA9674"
"R6.1.0(1)","PCA7623"
"R6.1.0(1)","PCA9701"
"R5.8.0(1)","PCA68"
"R5.8.0(1)","PCA319"
"R5.8.0(1)","PCA8272"
"R5.8.0(1)","PCA5689"
"R5.8.0(1)","PCA59"
"R5.8.0(1)","PCA22"
"R5.8.0(1)","PCA318"
"R5.8.0(1)","PCA8297"
"R5.8.0(1)","PCA1093"
"R5.8.0(1)","PCA19"
"R5.8.0(1)","PCA38"
"R5.8.0(1)","PCA5978"
"R5.8.0(1)","PCA4496"
"R5.8.0(1)","PCA7648"
"R5.8.0(1)","PCA20"
"R5.8.0(1)","PCA3823"
"R5.8.0(1)","PCA7714"
"R5.8.0(1)","PCA488"
"R5.8.0(1)","PCA31"
"R5.8.0(1)","PCA7503"
"R5.8.0(1)","PCA1200"
"R5.8.0(1)","PCA1374"
"R5.8.0(1)","PCA3919"
"R5.8.0(1)","PCA6225"
"R5.8.0(1)","PCA5311"
"R5.8.0(1)","PCA9158"
"R5.8.0(1)","PCA7216"
"R5.8.0(1)","PCA4353"
"R5.8.0(1)","PCA5103"
"R5.8.0(1)","PCA7956"
"R5.8.0(1)","PCA5176"
"R5.8.0(1)","PCA4693"
"R5.8.0(1)","PCA2989"
"R5.8.0(1)","PCA295"
"R5.8.0(1)","PCA59"
"R5.8.0(1)","PCA2714"
"R5.8.0(1)","PCA701"
"R5.8.0(1)","PCA650"
"R5.8.0(1)","PCA67"
"R5.8.0(1)","PCA6215"
"R5.8.0(1)","PCA9423"
"R5.8.0(1)","PCA9714"
"R5.8.0(1)","PCA18"
"R5.8.0(1)","PCA8689"
"R5.8.0(1)","PCA1357"
"R5.8.0(1)","PCA177"
"R5.8.0(1)","PCA69"
"R5.8.0(1)","PCA34"
"R5.8.0(1)","PCA27"
"R5.8.0(1)","PCA9674"
"R5.8.0(1)","PCA7623"
"R5.8.0(1)","PCA9701"
"R5.4.4(3)","PCA68"
"R5.4.4(3)","PCA319"
"R5.4.4(3)","PCA8272"
"R5.4.4(3)","PCA5689"
"R5.4.4(3)","PCA59"
"R5.4.4(3)","PCA22"
"R5.4.4(3)","PCA318"
"R5.4.4(3)","PCA8297"
"R5.4.4(3)","PCA1093"
"R5.4.4(3)","PCA19"
"R5.4.4(3)","PCA38"
"R5.4.4(3)","PCA5978"
"R5.4.4(3)","PCA4496"
"R5.4.4(3)","PCA7648"
"R5.4.4(3)","PCA20"
"R5.4.4(3)","PCA3823"
"R5.4.4(3)","PCA7714"
"R5.4.4(3)","PCA488"
"R5.4.4(3)","PCA31"
"R5.4.4(3)","PCA7503"
"R5.4.4(3)","PCA1200"
"R5.4.4(3)","PCA1374"
"R5.4.4(3)","PCA3919"
"R5.4.4(3)","PCA6225"
"R5.4.4(3)","PCA5311"
"R5.4.4(3)","PCA9158"
"R5.4.4(3)","PCA7216"
"R5.4.4(3)","PCA4353"
"R5.4.4(3)","PCA5103"
"R5.4.4(3)","PCA7956"
"R5.4.4(3)","PCA5176"
"R5.4.4(3)","PCA4693"
"R5.4.4(3)","PCA2989"
"R5.4.4(3)","PCA295"
"R5.4.4(3)","PCA59"
"R5.4.4(3)","PCA2714"
"R5.4.4(3)","PCA701"
"R5.4.4(3)","PCA650"
"R5.4.4(3)","PCA67"
"R5.4.4(3)","PCA6215"
"R5.4.4(3)","PCA9423"
"R5.4.4(3)","PCA9714"
"R5.4.4(3)","PCA18"
"R5.4.4(3)","PCA8689"
"R5.4.4(3)","PCA1357"
"R5.4.4(3)","PCA177"
"R5.4.4(3)","PCA69"
"R5.4.4(3)","PCA34"
"R5.4.4(3)","PCA27"
"R5.4.4(3)","PCA9674"
"R5.4.4(3)","PCA7623"
"R5.4.4(3)","PCA9701"
"R6.3.0(1)","PCA9419"
"R6.3.0(1)","PCA3423"
"R6.3.0(1)","PCA1895"
"R6.3.0(1)","PCA59"
"R6.3.0(1)","PCA37"
"R6.3.0(1)","PCA7800"
"R6.3.0(1)","PCA4691"
"R6.3.0(1)","PCA5287"
"R6.3.0(1)","PCA21"
"R6.3.0(1)","PCA12"
"R6.3.0(1)","PCA62"
"R6.3.0(1)","PCA5027"
"R6.3.0(1)","PCA4044"
"R6.3.0(1)","PCA4073"
"R6.3.0(1)","PCA2292"
"R6.3.0(1)","PCA7769"
"R6.3.0(1)","PCA972"
"R6.3.0(1)","PCA3227"
"R6.3.0(1)","PCA8508"
"R6.3.0(1)","PCA8120"
"R6.3.0(1)","PCA6091"
"R6.3.0(1)","PCA5211"
"R6.3.0(1)","PCA4732"
"R6.3.0(1)","PCA27"
"R6.3.0(1)","PCA2922"
"R6.3.0(1)","PCA9744"
"R6.3.0(1)","PCA7476"
"R6.3.0(1)","PCA9648"
"R6.3.0(1)","PCA6639"
"R6.3.0(1)","PCA1744"
"R6.3.0(1)","PCA5"
"R6.3.0(1)","PCA9047"
"R6.3.0(1)","PCA2869"
"R6.3.0(1)","PCA8957"
"R6.3.0(1)","PCA5471"
"R6.3.0(1)","PCA7178"
"R6.3.0(1)","PCA4224"
"R6.3.0(1)","PCA6073"
"R6.3.0(1)","PCA1343"
"R6.3.0(1)","PCA6730"
"R6.3.0(1)","PCA790"
"R6.3.0(1)","PCA8905"
"R6.3.0(1)","PCA4974"
"R6.3.0(1)","PCA3"
"R6.3.0(1)","PCA66"
"R6.3.0(1)","PCA8873"
"R6.3.0(1)","PCA7257"
"R6.3.0(1)","PCA7534"
"R6.3.0(1)","PCA26"
"R6.2.0(1)","PCA2148"
"R6.2.0(1)","PCA2655"
"R6.2.0(1)","PCA5594"
"R6.2.0(1)","PCA29"
"R6.2.0(1)","PCA10"
"R6.2.0(1)","PCA20"
"R6.2.0(1)","PCA9592"
"R6.2.0(1)","PCA2338"
"R6.2.0(1)","PCA8055"
"R6.2.0(1)","PCA33"
"R6.2.0(1)","PCA9553"
"R6.2.0(1)","PCA2057"
"R6.2.0(1)","PCA8182"
"R6.2.0(1)","PCA40"
"R6.2.0(1)","PCA40"
"R6.2.0(1)","PCA3166"
"R6.2.0(1)","PCA2412"
"R6.2.0(1)","PCA8075"
"R6.2.0(1)","PCA36"
"R6.2.0(1)","PCA4807"
"R6.2.0(1)","PCA3128"
"R6.2.0(1)","PCA631"
"R6.4.0(1)","PCA1022"
"R6.4.0(1)","PCA2825"
"R6.4.0(1)","PCA5124"
"R6.4.0(1)","PCA6631"
"R6.4.0(1)","PCA3753"
"R6.4.0(1)","PCA3838"
"R6.4.0(1)","PCA6"
"R6.4.0(1)","PCA9064"
"R6.4.0(1)","PCA6409"
"R6.4.0(1)","PCA691"
"R6.4.0(1)","PCA16"
"R6.4.0(1)","PCA3516"
"R6.4.0(1)","PCA1511"
"R6.4.0(1)","PCA644"
"R6.4.0(1)","PCA9241"
"R6.4.0(1)","PCA9451"
"R6.4.0(1)","PCA1190"
"R6.4.0(1)","PCA32"
"R6.4.0(1)","PCA6360"
"R6.4.0(1)","PCA4274"
"R6.4.0(1)","PCA5744"
"R6.4.0(1)","PCA40"
"R6.4.0(1)","PCA2705"
"R6.4.0(1)","PCA2269"
"R6.4.0(1)","PCA7540"
"R6.4.0(1)","PCA9"
"R6.4.0(1)","PCA1"
"R6.4.0(1)","PCA639"
"R6.4.0(1)","PCA4010"
"R6.4.0(1)","PCA9173"
"R6.4.0(1)","PCA6753"
"R6.4.0(1)","PCA6780"
"R6.4.0(1)","PCA4142"
"R6.4.0(1)","PCA7749"
"R6.4.0(1)","PCA4866"
"R6.4.0(1)","PCA728"
"R6.4.0(1)","PCA70"
"R6.4.0(1)","PCA36"
"R6.4.0(1)","PCA57"
"R6.4.0(1)","PCA918"
"R6.4.0(1)","PCA378"
"R6.4.0(1)","PCA3108"
"R6.4.0(1)","PCA255"
"R6.4.0(1)","PCA7977"
"R6.4.0(1)","PCA8226"
"R6.4.0(1)","PCA29"
"R6.4.0(1)","PCA7"
"R5.8.0(9)","PCA88"
"R5.8.0(9)","PCA3948"
"R5.8.0(9)","PCA9306"
"R5.8.0(9)","PCA8226"
"R5.8.0(9)","PCA6426"
"R5.8.0(9)","PCA777"
"R5.8.0(9)","PCA2"
"R5.8.0(9)","PCA36"
"R5.8.0(9)","PCA59"
"R5.8.0(9)","PCA53"
"R5.8.0(9)","PCA5"
"R5.8.0(9)","PCA22"
"R5.8.0(9)","PCA36"
"R5.8.0(9)","PCA8300"
"R5.8.0(9)","PCA9232"
"R5.8.0(9)","PCA681"
"R5.8.0(9)","PCA3194"
"R5.8.0(9)","PCA2769"
"R5.8.0(9)","PCA9871"
"R5.8.0(9)","PCA8939"
"R5.8.0(9)","PCA7296"
"R5.8.0(9)","PCA935"
"R5.8.0(9)","PCA781"
"R5.8.0(9)","PCA7136"
"R5.8.0(9)","PCA9402"
"R5.8.0(9)","PCA9123"
"R5.8.0(9)","PCA560"
"R5.8.0(9)","PCA9804"
"R5.8.0(1)","PCA88"
"R5.8.0(1)","PCA3948"
"R5.8.0(1)","PCA9306"
"R5.8.0(1)","PCA8226"
"R5.8.0(1)","PCA6426"
"R5.8.0(1)","PCA777"
"R5.8.0(1)","PCA2"
"R5.8.0(1)","PCA36"
"R5.8.0(1)","PCA59"
"R5.8.0(1)","PCA53"
"R5.8.0(1)","PCA5"
"R5.8.0(1)","PCA22"
"R5.8.0(1)","PCA36"
"R5.8.0(1)","PCA8300"
"R5.8.0(1)","PCA9232"
"R5.8.0(1)","PCA681"
"R5.8.0(1)","PCA3194"
"R5.8.0(1)","PCA2769"
"R5.8.0(1)","PCA9871"
"R5.8.0(1)","PCA8939"
"R5.8.0(1)","PCA7296"
"R5.8.0(1)","PCA935"
"R5.8.0(1)","PCA781"
"R5.8.0(1)","PCA7136"
"R5.8.0(1)","PCA9402"
"R5.8.0(1)","PCA9123"
"R5.8.0(1)","PCA560"
"R5.8.0(1)","PCA9804"
"R6.5.0(1)","PCA88"
"R6.5.0(1)","PCA3948"
"R6.5.0(1)","PCA9306"
"R6.5.0(1)","PCA8226"
"R6.5.0(1)","PCA6426"
"R6.5.0(1)","PCA777"
"R6.5.0(1)","PCA2"
"R6.5.0(1)","PCA36"
"R6.5.0(1)","PCA59"
"R6.5.0(1)","PCA53"
"R6.5.0(1)","PCA5"
"R6.5.0(1)","PCA22"
"R6.5.0(1)","PCA36"
"R6.5.0(1)","PCA8300"
"R6.5.0(1)","PCA9232"
"R6.5.0(1)","PCA681"
"R6.5.0(1)","PCA3194"
"R6.5.0(1)","PCA2769"
"R6.5.0(1)","PCA9871"
"R6.5.0(1)","PCA8939"
"R6.5.0(1)","PCA7296"
"R6.5.0(1)","PCA935"
"R6.5.0(1)","PCA781"
"R6.5.0(1)","PCA7136"
"R6.5.0(1)","PCA9402"
"R6.5.0(1)","PCA9123"
"R6.5.0(1)","PCA560"
"R6.5.0(1)","PCA9804"
"R6.3.0(8)","PCA5170"
"R6.3.0(8)","PCA7534"
"R6.3.0(8)","PCA4291"
"R6.3.0(8)","PCA31"
"R6.3.0(8)","PCA36"
"R6.3.0(8)","PCA47"
"R6.3.0(8)","PCA6642"
"R6.3.0(8)","PCA4427"
"R6.3.0(8)","PCA3907"
"R6.3.0(8)","PCA22"
"R6.3.0(8)","PCA30"
"R6.3.0(8)","PCA33"
"R6.3.0(8)","PCA2658"
"R6.3.0(8)","PCA7262"
"R6.3.0(8)","PCA9558"
"R6.3.0(8)","PCA6418"
"R6.3.0(8)","PCA5393"
"R6.3.0(8)","PCA2414"
"R6.3.0(8)","PCA52"
"R6.3.0(8)","PCA6783"
"R6.3.0(8)","PCA7469"
"R6.3.0(8)","PCA5291"
"R6.3.0(8)","PCA45"
"R6.3.0(8)","PCA64"
"R7.3.0(4)","PCA1125"
"R7.3.0(4)","PCA9482"
"R7.3.0(4)","PCA9409"
"R7.3.0(4)","PCA6417"
"R7.3.0(4)","PCA6677"
"R7.3.0(4)","PCA3014"
"R7.3.0(4)","PCA14"
"R7.3.0(4)","PCA21"
"R7.3.0(4)","PCA54"
"R7.3.0(4)","PCA6343"
"R7.3.0(4)","PCA7272"
"R7.3.0(4)","PCA6751"
"R7.3.0(4)","PCA60"
"R7.3.0(4)","PCA370"
"R7.3.0(4)","PCA6141"
"R7.3.0(4)","PCA2462"
"R7.3.0(4)","PCA14"
"R7.3.0(4)","PCA5"
"R7.3.0(4)","PCA8577"
"R7.3.0(4)","PCA2225"
"R7.3.0(4)","PCA4809"
"R7.3.0(4)","PCA22"
"R7.3.0(4)","PCA5"
"R7.3.0(4)","PCA7565"
"R7.3.0(4)","PCA8229"
"R7.3.0(4)","PCA1885"
"R7.3.0(4)","PCA39"
"R7.3.0(4)","PCA7839"
"R7.3.0(4)","PCA7878"
"R7.3.0(4)","PCA6737"
"R7.3.0(4)","PCA41"
"R7.3.0(4)","PCA5311"
"R7.3.0(4)","PCA4880"
"R7.3.0(4)","PCA9915"
"R7.3.0(4)","PCA10"
"R7.3.0(4)","PCA4511"
"R7.3.0(4)","PCA3574"
"R7.3.0(4)","PCA5661"
"R7.3.0(4)","PCA13"
"R7.3.0(4)","PCA32"
"R6.4.0(7)","PCA1125"
"R6.4.0(7)","PCA9482"
"R6.4.0(7)","PCA9409"
"R6.4.0(7)","PCA6417"
"R6.4.0(7)","PCA6677"
"R6.4.0(7)","PCA3014"
"R6.4.0(7)","PCA14"
"R6.4.0(7)","PCA21"
"R6.4.0(7)","PCA54"
"R6.4.0(7)","PCA6343"
"R6.4.0(7)","PCA7272"
"R6.4.0(7)","PCA6751"
"R6.4.0(7)","PCA60"
"R6.4.0(7)","PCA370"
"R6.4.0(7)","PCA6141"
"R6.4.0(7)","PCA2462"
"R6.4.0(7)","PCA14"
"R6.4.0(7)","PCA5"
"R6.4.0(7)","PCA8577"
"R6.4.0(7)","PCA2225"
"R6.4.0(7)","PCA4809"
"R6.4.0(7)","PCA22"
"R6.4.0(7)","PCA5"
"R6.4.0(7)","PCA7565"
"R6.4.0(7)","PCA8229"
"R6.4.0(7)","PCA1885"
"R6.4.0(7)","PCA39"
"R6.4.0(7)","PCA7839"
"R6.4.0(7)","PCA7878"
"R6.4.0(7)","PCA6737"
"R6.4.0(7)","PCA41"
"R6.4.0(7)","PCA5311"
"R6.4.0(7)","PCA4880"
"R6.4.0(7)","PCA9915"
"R6.4.0(7)","PCA10"
"R6.4.0(7)","PCA4511"
"R6.4.0(7)","PCA3574"
"R6.4.0(7)","PCA5661"
"R6.4.0(7)","PCA13"
"R6.4.0(7)","PCA32"
"R5.1.0(1)","PCA1125"
"R5.1.0(1)","PCA9482"
"R5.1.0(1)","PCA9409"
"R5.1.0(1)","PCA6417"
"R5.1.0(1)","PCA6677"
"R5.1.0(1)","PCA3014"
"R5.1.0(1)","PCA14"
"R5.1.0(1)","PCA21"
"R5.1.0(1)","PCA54"
"R5.1.0(1)","PCA6343"
"R5.1.0(1)","PCA7272"
"R5.1.0(1)","PCA6751"
"R5.1.0(1)","PCA60"
"R5.1.0(1)","PCA370"
"R5.1.0(1)","PCA6141"
"R5.1.0(1)","PCA2462"
"R5.1.0(1)","PCA14"
"R5.1.0(1)","PCA5"
"R5.1.0(1)","PCA8577"
"R5.1.0(1)","PCA2225"
"R5.1.0(1)","PCA4809"
"R5.1.0(1)","PCA22"
"R5.1.0(1)","PCA5"
"R5.1.0(1)","PCA7565"
"R5.1.0(1)","PCA8229"
"R5.1.0(1)","PCA1885"
"R5.1.0(1)","PCA39"
"R5.1.0(1)","PCA7839"
"R5.1.0(1)","PCA7878"
"R5.1.0(1)","PCA6737"
"R5.1.0(1)","PCA41"
"R5.1.0(1)","PCA5311"
"R5.1.0(1)","PCA4880"
"R5.1.0(1)","PCA9915"
"R5.1.0(1)","PCA10"
"R5.1.0(1)","PCA4511"
"R5.1.0(1)","PCA3574"
"R5.1.0(1)","PCA5661"
"R5.1.0(1)","PCA13"
"R5.1.0(1)","PCA32"
"R4.1.0(1)","PCA15"
"R4.1.0(1)","PCA19"
"R4.1.0(1)","PCA254"
"R4.1.0(1)","PCA6759"
"R4.1.0(1)","PCA1305"
"R4.1.0(1)","PCA9770"
"R4.1.0(1)","PCA2167"
"R4.1.0(1)","PCA3394"
"R4.1.0(1)","PCA43"
"R4.1.0(1)","PCA31"
"R4.1.0(1)","PCA31"
"R4.1.0(1)","PCA41"
"R4.1.0(1)","PCA10"
"R4.1.0(1)","PCA45"
"R4.1.0(1)","PCA3546"
"R4.1.0(1)","PCA1822"
"R4.1.0(1)","PCA7770"
"R4.1.0(1)","PCA5632"
"R4.1.0(1)","PCA9333"
"R4.1.0(1)","PCA373"
"R4.1.0(1)","PCA13"
"R4.1.0(1)","PCA7871"
"R4.1.0(1)","PCA8759"
"R4.1.0(1)","PCA2684"
"R4.1.0(1)","PCA45"
"R4.1.0(1)","PCA29"
"R4.1.0(1)","PCA61"
"R4.1.0(1)","PCA523"
"R4.1.0(1)","PCA5875"
"R4.1.0(1)","PCA395"
"R6.2.0(8)","PCA3585"
"R6.2.0(8)","PCA4273"
"R6.2.0(8)","PCA6121"
"R6.2.0(8)","PCA9863"
"R6.2.0(8)","PCA835"
"R6.2.0(8)","PCA2360"
"R6.2.0(8)","PCA51"
"R6.2.0(8)","PCA69"
"R6.2.0(8)","PCA49"
"R6.2.0(8)","PCA35"
"R6.2.0(8)","PCA70"
"R6.2.0(8)","PCA7619"
"R6.2.0(8)","PCA6897"
"R6.2.0(8)","PCA4019"
"R6.2.0(8)","PCA37"
"R6.2.0(8)","PCA1538"
"R6.2.0(8)","PCA5036"
"R6.2.0(8)","PCA7897"
"R6.2.0(8)","PCA9"
"R6.2.0(8)","PCA8809"
"R6.2.0(8)","PCA2462"
"R6.2.0(8)","PCA1925"
"R6.2.0(8)","PCA3474"
"R6.2.0(8)","PCA7388"
"R6.2.0(8)","PCA2678"
"R6.2.0(8)","PCA7802"
"R6.2.0(8)","PCA3303"
"R6.2.0(8)","PCA4018"
"R4.1.0(2)","PCA3585"
"R4.1.0(2)","PCA4273"
"R4.1.0(2)","PCA6121"
"R4.1.0(2)","PCA9863"
"R4.1.0(2)","PCA835"
"R4.1.0(2)","PCA2360"
"R4.1.0(2)","PCA51"
"R4.1.0(2)","PCA69"
"R4.1.0(2)","PCA49"
"R4.1.0(2)","PCA35"
"R4.1.0(2)","PCA70"
"R4.1.0(2)","PCA7619"
"R4.1.0(2)","PCA6897"
"R4.1.0(2)","PCA4019"
"R4.1.0(2)","PCA37"
"R4.1.0(2)","PCA1538"
"R4.1.0(2)","PCA5036"
"R4.1.0(2)","PCA7897"
"R4.1.0(2)","PCA9"
"R4.1.0(2)","PCA8809"
"R4.1.0(2)","PCA2462"
"R4.1.0(2)","PCA1925"
"R4.1.0(2)","PCA3474"
"R4.1.0(2)","PCA7388"
"R4.1.0(2)","PCA2678"
"R4.1.0(2)","PCA7802"
"R4.1.0(2)","PCA3303"
"R4.1.0(2)","PCA4018"
"R5.9.0(6)","PCA3585"
"R5.9.0(6)","PCA4273"
"R5.9.0(6)","PCA6121"
"R5.9.0(6)","PCA9863"
"R5.9.0(6)","PCA835"
"R5.9.0(6)","PCA2360"
"R5.9.0(6)","PCA51"
"R5.9.0(6)","PCA69"
"R5.9.0(6)","PCA49"
"R5.9.0(6)","PCA35"
"R5.9.0(6)","PCA70"
"R5.9.0(6)","PCA7619"
