"GOALID","EXCEPTIONCASEID"
"G26","EC135"
"G26","EC4581"
"G26","EC58"
"G34","EC2018"
"G34","EC156"
"G34","EC6178"
"G40","EC2018"
"G40","EC156"
"G40","EC6178"
"G47","EC2018"
"G47","EC156"
"G47","EC6178"
"G15","EC47"
"G69","EC15"
"G63","EC15"
"G24","EC15"
"G34","EC3151"
"G34","EC66"
"G34","EC9118"
"G16","EC7441"
"G16","EC8009"
"G16","EC1762"
"G3","EC31"
"G70","EC31"
"G60","EC31"
"G29","EC35"
"G29","EC24"
"G39","EC8540"
"G39","EC8358"
"G39","EC8458"
"G68","EC8540"
"G68","EC8358"
"G68","EC8458"
"G59","EC8540"
"G59","EC8358"
"G59","EC8458"
"G47","EC70"
"G35","EC70"
"G2","EC70"
"G18","EC49"
"G27","EC7252"
"G27","EC8041"
"G27","EC968"
"G27","EC8"
"G66","EC7252"
"G66","EC8041"
"G66","EC968"
"G66","EC8"
"G69","EC7252"
"G69","EC8041"
"G69","EC968"
"G69","EC8"
"G14","EC15"
"G16","EC15"
"G64","EC15"
"G44","EC47"
"G44","EC58"
"G44","EC7"
"G46","EC59"
"G59","EC59"
"G43","EC59"
"G37","EC68"
"G11","EC8553"
"G11","EC3616"
"G11","EC3325"
"G19","EC372"
"G19","EC7424"
"G19","EC9164"
"G68","EC5"
"G6","EC5"
"G39","EC5"
"G7","EC63"
"G7","EC5710"
"G7","EC6449"
"G7","EC417"
"G26","EC63"
"G26","EC5710"
"G26","EC6449"
"G26","EC417"
"G65","EC63"
"G65","EC5710"
"G65","EC6449"
"G65","EC417"
"G48","EC2047"
"G48","EC100"
"G48","EC1162"
"G35","EC2047"
"G35","EC100"
"G35","EC1162"
"G3","EC2047"
"G3","EC100"
"G3","EC1162"
"G49","EC56"
"G49","EC3011"
"G49","EC9561"
"G49","EC9178"
"G49","EC9134"
"G49","EC1058"
"G20","EC56"
"G20","EC3011"
"G20","EC9561"
"G20","EC9178"
"G20","EC9134"
"G20","EC1058"
"G70","EC56"
"G70","EC3011"
"G70","EC9561"
"G70","EC9178"
"G70","EC9134"
"G70","EC1058"
"G1","EC2335"
"G1","EC6848"
"G1","EC6338"
"G1","EC3418"
"G1","EC9562"
"G1","EC8604"
"G13","EC2335"
"G13","EC6848"
"G13","EC6338"
"G13","EC3418"
"G13","EC9562"
"G13","EC8604"
"G45","EC2335"
"G45","EC6848"
"G45","EC6338"
"G45","EC3418"
"G45","EC9562"
"G45","EC8604"
"G22","EC95"
"G22","EC7136"
"G22","EC5542"
"G52","EC95"
"G52","EC7136"
"G52","EC5542"
"G15","EC95"
"G15","EC7136"
"G15","EC5542"
"G13","EC23"
"G16","EC23"
"G57","EC23"
"G60","EC35"
"G45","EC35"
"G59","EC35"
"G10","EC4625"
"G10","EC3483"
"G10","EC7489"
"G12","EC1495"
"G12","EC6"
"G12","EC8620"
"G21","EC32"
"G21","EC31"
"G46","EC32"
"G46","EC31"
"G65","EC32"
"G65","EC31"
"G63","EC53"
"G26","EC53"
"G37","EC53"
"G60","EC5148"
"G60","EC1282"
"G60","EC21"
"G3","EC1130"
"G3","EC2806"
"G3","EC7574"
"G35","EC7642"
"G35","EC509"
"G35","EC4788"
"G43","EC2868"
"G43","EC1810"
"G43","EC6557"
"G5","EC34"
"G63","EC34"
"G67","EC34"
"G11","EC3860"
"G11","EC6771"
"G11","EC9245"
"G1","EC3860"
"G1","EC6771"
"G1","EC9245"
"G13","EC3860"
"G13","EC6771"
"G13","EC9245"
"G21","EC51"
"G21","EC3203"
"G21","EC3378"
"G21","EC9291"
"G28","EC65"
"G34","EC65"
"G9","EC65"
"G14","EC6"
"G14","EC57"
"G23","EC3643"
"G23","EC706"
"G23","EC3651"
"G32","EC3643"
"G32","EC706"
"G32","EC3651"
"G19","EC3643"
"G19","EC706"
"G19","EC3651"
"G51","EC65"
"G6","EC44"
"G54","EC52"
"G66","EC52"
"G9","EC52"
"G48","EC4526"
"G48","EC979"
"G48","EC3295"
"G1","EC4526"
"G1","EC979"
"G1","EC3295"
"G7","EC4526"
"G7","EC979"
"G7","EC3295"
"G37","EC3427"
"G37","EC6899"
"G37","EC8415"
"G39","EC9121"
"G39","EC9337"
"G39","EC4600"
"G6","EC9121"
"G6","EC9337"
"G6","EC4600"
"G29","EC9121"
"G29","EC9337"
"G29","EC4600"
"G49","EC7527"
"G49","EC1844"
"G49","EC8967"
"G49","EC28"
"G31","EC7527"
"G31","EC1844"
"G31","EC8967"
"G31","EC28"
"G48","EC7527"
"G48","EC1844"
"G48","EC8967"
"G48","EC28"
"G65","EC5557"
"G65","EC8816"
"G65","EC8065"
"G67","EC8274"
"G67","EC5824"
"G67","EC8734"
"G48","EC8274"
"G48","EC5824"
"G48","EC8734"
"G32","EC8274"
"G32","EC5824"
"G32","EC8734"
"G44","EC2781"
"G44","EC1710"
"G44","EC2763"
"G4","EC2781"
"G4","EC1710"
"G4","EC2763"
"G13","EC2781"
"G13","EC1710"
"G13","EC2763"
"G20","EC671"
"G20","EC9776"
"G20","EC9674"
"G24","EC5245"
"G24","EC748"
"G24","EC1"
"G33","EC5245"
"G33","EC748"
"G33","EC1"
"G15","EC5245"
"G15","EC748"
"G15","EC1"
"G68","EC8056"
"G68","EC7203"
"G68","EC1329"
"G33","EC1477"
"G33","EC5886"
"G33","EC268"
"G58","EC16"
"G39","EC16"
"G20","EC16"
"G42","EC54"
"G42","EC21"
"G51","EC59"
"G66","EC3835"
"G66","EC2696"
"G66","EC1589"
"G54","EC5836"
"G54","EC1587"
"G54","EC726"
"G54","EC1694"
"G54","EC9834"
"G54","EC1447"
"G56","EC4150"
"G56","EC7282"
"G56","EC4056"
"G55","EC70"
"G56","EC70"
"G11","EC70"
"G9","EC4608"
"G9","EC9088"
"G9","EC8801"
"G21","EC5554"
"G21","EC9386"
"G21","EC5073"
"G16","EC5554"
"G16","EC9386"
"G16","EC5073"
"G57","EC5554"
"G57","EC9386"
"G57","EC5073"
"G16","EC63"
"G21","EC4007"
"G21","EC7894"
"G21","EC1945"
"G66","EC9681"
"G66","EC1710"
"G66","EC2109"
"G54","EC9681"
"G54","EC1710"
"G54","EC2109"
"G40","EC9681"
"G40","EC1710"
"G40","EC2109"
"G4","EC4915"
"G4","EC2373"
"G4","EC4626"
"G4","EC31"
"G53","EC4915"
"G53","EC2373"
"G53","EC4626"
"G53","EC31"
"G20","EC4915"
"G20","EC2373"
"G20","EC4626"
"G20","EC31"
"G56","EC7438"
"G56","EC4932"
"G56","EC4615"
"G11","EC54"
"G11","EC35"
"G69","EC3230"
"G69","EC6078"
"G69","EC3258"
"G53","EC3230"
"G53","EC6078"
"G53","EC3258"
"G18","EC3230"
"G18","EC6078"
"G18","EC3258"
"G51","EC67"
"G43","EC67"
"G67","EC67"
"G25","EC27"
"G57","EC27"
"G42","EC27"
"G51","EC24"
"G66","EC9434"
"G66","EC3589"
"G66","EC8693"
"G41","EC9434"
"G41","EC3589"
"G41","EC8693"
"G65","EC9434"
"G65","EC3589"
"G65","EC8693"
"G12","EC23"
"G12","EC52"
"G12","EC54"
"G51","EC8969"
"G51","EC9696"
"G51","EC3718"
"G7","EC55"
"G7","EC1709"
"G7","EC2074"
"G7","EC4469"
"G61","EC55"
"G61","EC1709"
"G61","EC2074"
"G61","EC4469"
"G60","EC55"
"G60","EC1709"
"G60","EC2074"
"G60","EC4469"
"G9","EC51"
"G9","EC7035"
"G9","EC8365"
"G9","EC7787"
"G62","EC51"
"G62","EC7035"
"G62","EC8365"
"G62","EC7787"
"G14","EC51"
"G14","EC7035"
"G14","EC8365"
"G14","EC7787"
"G34","EC22"
"G22","EC65"
"G45","EC65"
"G17","EC65"
"G5","EC154"
"G5","EC1528"
"G5","EC7333"
"G49","EC463"
"G49","EC6819"
"G49","EC873"
"G30","EC6089"
"G30","EC8772"
"G30","EC9457"
"G30","EC5755"
"G30","EC4036"
"G30","EC4582"
"G29","EC6089"
"G29","EC8772"
"G29","EC9457"
"G29","EC5755"
"G29","EC4036"
"G29","EC4582"
"G55","EC6089"
"G55","EC8772"
"G55","EC9457"
"G55","EC5755"
"G55","EC4036"
"G55","EC4582"
"G4","EC4803"
"G4","EC906"
"G4","EC6213"
"G4","EC58"
"G44","EC4803"
"G44","EC906"
"G44","EC6213"
"G44","EC58"
"G18","EC4803"
"G18","EC906"
"G18","EC6213"
"G18","EC58"
"G4","EC841"
"G4","EC6266"
"G4","EC4876"
"G10","EC33"
"G10","EC37"
"G10","EC55"
"G10","EC54"
"G29","EC33"
"G29","EC37"
"G29","EC55"
"G29","EC54"
"G12","EC33"
"G12","EC37"
"G12","EC55"
"G12","EC54"
"G53","EC9035"
"G53","EC5842"
"G53","EC499"
"G53","EC57"
"G44","EC9035"
"G44","EC5842"
"G44","EC499"
"G44","EC57"
"G18","EC9035"
"G18","EC5842"
"G18","EC499"
"G18","EC57"
"G3","EC53"
"G2","EC53"
"G58","EC53"
"G67","EC8270"
"G67","EC2633"
"G67","EC4240"
"G10","EC8270"
"G10","EC2633"
"G10","EC4240"
"G63","EC8270"
"G63","EC2633"
"G63","EC4240"
"G3","EC66"
"G17","EC8846"
"G17","EC2867"
"G17","EC1121"
"G67","EC8846"
"G67","EC2867"
"G67","EC1121"
"G57","EC8846"
"G57","EC2867"
"G57","EC1121"
"G14","EC499"
"G14","EC894"
"G14","EC702"
"G11","EC499"
"G11","EC894"
"G11","EC702"
"G17","EC499"
"G17","EC894"
"G17","EC702"
"G16","EC4158"
"G16","EC1016"
"G16","EC3120"
"G43","EC4158"
"G43","EC1016"
"G43","EC3120"
"G63","EC4158"
"G63","EC1016"
"G63","EC3120"
"G4","EC17"
"G61","EC17"
"G51","EC17"
"G39","EC6461"
"G39","EC2585"
"G39","EC6315"
"G21","EC6461"
"G21","EC2585"
"G21","EC6315"
"G47","EC6461"
"G47","EC2585"
"G47","EC6315"
"G28","EC4804"
"G28","EC4338"
"G28","EC9016"
"G21","EC4804"
"G21","EC4338"
"G21","EC9016"
"G43","EC4804"
"G43","EC4338"
"G43","EC9016"
"G26","EC5307"
"G26","EC9065"
"G26","EC2741"
"G12","EC48"
"G12","EC57"
"G12","EC64"
"G48","EC48"
"G48","EC57"
"G48","EC64"
"G32","EC48"
"G32","EC57"
"G32","EC64"
"G18","EC6152"
"G18","EC2420"
"G18","EC2734"
"G57","EC6152"
"G57","EC2420"
"G57","EC2734"
"G58","EC6152"
"G58","EC2420"
"G58","EC2734"
"G35","EC4"
"G13","EC5398"
"G13","EC1802"
"G13","EC9237"
"G44","EC47"
"G21","EC47"
"G70","EC47"
"G57","EC54"
"G66","EC20"
"G40","EC20"
"G44","EC20"
"G12","EC7010"
"G12","EC6882"
"G12","EC5821"
"G21","EC19"
"G45","EC19"
"G1","EC19"
"G28","EC64"
"G23","EC7426"
"G23","EC2291"
"G23","EC776"
"G18","EC1"
"G18","EC8876"
"G18","EC9033"
"G18","EC3622"
"G18","EC6590"
"G18","EC9532"
"G18","EC5079"
"G49","EC1"
"G49","EC8876"
"G49","EC9033"
"G49","EC3622"
"G49","EC6590"
"G49","EC9532"
"G49","EC5079"
"G62","EC1"
"G62","EC8876"
"G62","EC9033"
"G62","EC3622"
"G62","EC6590"
"G62","EC9532"
"G62","EC5079"
"G54","EC67"
"G36","EC19"
"G40","EC19"
"G19","EC19"
"G70","EC6821"
"G70","EC665"
"G70","EC8220"
"G70","EC5871"
"G70","EC7046"
"G70","EC329"
"G40","EC36"
"G66","EC36"
"G13","EC36"
"G44","EC9"
"G56","EC9"
"G39","EC9"
"G4","EC37"
"G24","EC7157"
"G24","EC1227"
"G24","EC5492"
"G24","EC54"
"G30","EC7157"
"G30","EC1227"
"G30","EC5492"
"G30","EC54"
"G67","EC7157"
"G67","EC1227"
"G67","EC5492"
"G67","EC54"
"G59","EC9082"
"G59","EC1815"
"G59","EC3502"
"G34","EC9082"
"G34","EC1815"
"G34","EC3502"
"G3","EC9082"
"G3","EC1815"
"G3","EC3502"
"G22","EC67"
"G2","EC28"
"G20","EC42"
"G21","EC9208"
"G21","EC6992"
"G21","EC4508"
"G21","EC22"
"G10","EC9208"
"G10","EC6992"
"G10","EC4508"
"G10","EC22"
"G60","EC9208"
"G60","EC6992"
"G60","EC4508"
"G60","EC22"
"G53","EC3233"
"G53","EC4735"
"G53","EC2383"
"G53","EC8139"
"G53","EC3117"
"G53","EC9415"
"G56","EC3233"
"G56","EC4735"
"G56","EC2383"
"G56","EC8139"
"G56","EC3117"
"G56","EC9415"
"G37","EC3233"
"G37","EC4735"
"G37","EC2383"
"G37","EC8139"
"G37","EC3117"
"G37","EC9415"
"G16","EC9838"
"G16","EC6402"
"G16","EC6959"
"G16","EC3"
"G5","EC9838"
"G5","EC6402"
"G5","EC6959"
"G5","EC3"
"G46","EC9838"
"G46","EC6402"
"G46","EC6959"
"G46","EC3"
"G39","EC898"
"G39","EC473"
"G39","EC6913"
"G39","EC7447"
"G39","EC1867"
"G39","EC5969"
"G47","EC763"
"G47","EC3554"
"G47","EC7199"
"G47","EC9294"
"G47","EC9281"
"G47","EC546"
"G47","EC68"
"G41","EC68"
"G41","EC61"
"G64","EC68"
"G64","EC61"
"G62","EC68"
"G62","EC61"
"G28","EC8247"
"G28","EC8728"
"G28","EC9641"
"G28","EC31"
"G41","EC8247"
"G41","EC8728"
"G41","EC9641"
"G41","EC31"
"G19","EC8247"
"G19","EC8728"
"G19","EC9641"
"G19","EC31"
"G13","EC3803"
"G13","EC9290"
"G13","EC2161"
"G32","EC3803"
"G32","EC9290"
"G32","EC2161"
"G31","EC3803"
"G31","EC9290"
"G31","EC2161"
"G34","EC8153"
"G34","EC8598"
"G34","EC3840"
"G34","EC25"
"G27","EC8153"
"G27","EC8598"
"G27","EC3840"
"G27","EC25"
"G37","EC8153"
"G37","EC8598"
"G37","EC3840"
"G37","EC25"
"G48","EC50"
"G48","EC1437"
"G48","EC1377"
"G48","EC7328"
"G25","EC4992"
"G25","EC1335"
"G25","EC4699"
"G25","EC8247"
"G25","EC8728"
"G25","EC9641"
"G52","EC722"
"G52","EC5927"
"G52","EC2688"
"G37","EC722"
"G37","EC5927"
"G37","EC2688"
"G45","EC722"
"G45","EC5927"
"G45","EC2688"
"G51","EC15"
"G51","EC7438"
"G51","EC4932"
"G51","EC4615"
"G70","EC15"
"G70","EC7438"
"G70","EC4932"
"G70","EC4615"
"G17","EC15"
"G17","EC7438"
"G17","EC4932"
"G17","EC4615"
"G15","EC62"
"G15","EC51"
"G51","EC62"
"G51","EC51"
"G21","EC62"
"G21","EC51"
"G59","EC8565"
"G59","EC5760"
"G59","EC8125"
"G45","EC8565"
"G45","EC5760"
"G45","EC8125"
"G19","EC8565"
"G19","EC5760"
"G19","EC8125"
"G43","EC600"
"G43","EC5174"
"G43","EC7821"
"G18","EC5154"
"G18","EC8377"
"G18","EC6546"
"G61","EC7699"
"G61","EC2321"
"G61","EC3270"
"G61","EC63"
"G61","EC32"
"G49","EC1951"
"G49","EC4345"
"G49","EC7658"
"G26","EC6872"
"G26","EC2034"
"G26","EC1901"
"G42","EC23"
"G42","EC70"
"G42","EC14"
"G28","EC23"
"G28","EC70"
"G28","EC14"
"G56","EC23"
"G56","EC70"
"G56","EC14"
"G43","EC50"
"G65","EC50"
"G27","EC50"
"G36","EC5"
"G36","EC7046"
"G36","EC2057"
"G36","EC8924"
"G23","EC65"
"G20","EC65"
"G22","EC65"
"G1","EC2739"
"G1","EC447"
"G1","EC3829"
"G1","EC27"
"G21","EC2739"
"G21","EC447"
"G21","EC3829"
"G21","EC27"
"G43","EC2739"
"G43","EC447"
"G43","EC3829"
"G43","EC27"
"G42","EC5"
"G53","EC5"
"G48","EC5"
"G42","EC49"
"G42","EC47"
"G20","EC32"
"G20","EC28"
"G50","EC49"
"G50","EC3251"
"G50","EC1787"
"G50","EC1699"
"G18","EC49"
"G18","EC3251"
"G18","EC1787"
"G18","EC1699"
"G70","EC49"
"G70","EC3251"
"G70","EC1787"
"G70","EC1699"
"G49","EC9129"
"G49","EC3660"
"G49","EC5048"
"G49","EC55"
"G24","EC3650"
"G24","EC7781"
"G24","EC3204"
"G34","EC37"
"G57","EC22"
"G57","EC29"
"G30","EC311"
"G30","EC7024"
"G30","EC9850"
"G10","EC9742"
"G10","EC757"
"G10","EC620"
"G53","EC7777"
"G53","EC3988"
"G53","EC3337"
"G70","EC7777"
"G70","EC3988"
"G70","EC3337"
"G24","EC7777"
"G24","EC3988"
"G24","EC3337"
"G33","EC2076"
"G33","EC2129"
"G33","EC4876"
"G56","EC2076"
"G56","EC2129"
"G56","EC4876"
"G4","EC2076"
"G4","EC2129"
"G4","EC4876"
"G4","EC24"
"G26","EC6244"
"G26","EC6670"
"G26","EC7897"
"G34","EC4577"
"G34","EC7675"
"G34","EC5249"
"G34","EC54"
"G29","EC4577"
"G29","EC7675"
"G29","EC5249"
"G29","EC54"
"G9","EC4577"
"G9","EC7675"
"G9","EC5249"
"G9","EC54"
"G33","EC34"
"G42","EC34"
"G70","EC34"
"G46","EC30"
"G46","EC3157"
"G46","EC9411"
"G46","EC2677"
"G46","EC65"
"G39","EC3930"
"G39","EC9334"
"G39","EC9971"
"G38","EC3930"
"G38","EC9334"
"G38","EC9971"
"G15","EC3930"
"G15","EC9334"
"G15","EC9971"
"G60","EC40"
"G3","EC40"
"G41","EC40"
"G7","EC4303"
"G7","EC5754"
"G7","EC8300"
"G45","EC4303"
"G45","EC5754"
"G45","EC8300"
"G69","EC4303"
"G69","EC5754"
"G69","EC8300"
"G43","EC10"
"G65","EC2860"
"G65","EC6021"
"G65","EC6724"
"G65","EC1374"
"G65","EC2471"
"G65","EC7969"
"G47","EC32"
"G47","EC26"
"G70","EC32"
"G70","EC26"
"G21","EC32"
"G21","EC26"
"G32","EC3071"
"G32","EC9181"
"G32","EC5799"
"G32","EC38"
"G9","EC18"
"G59","EC5473"
"G59","EC9746"
"G59","EC4595"
"G69","EC133"
"G69","EC828"
"G69","EC5057"
"G60","EC2733"
"G60","EC1977"
"G60","EC8744"
"G1","EC8800"
"G1","EC6957"
"G1","EC3585"
"G1","EC4800"
"G1","EC4759"
"G1","EC6641"
"G3","EC8800"
"G3","EC6957"
"G3","EC3585"
"G3","EC4800"
"G3","EC4759"
"G3","EC6641"
"G55","EC8800"
"G55","EC6957"
"G55","EC3585"
"G55","EC4800"
"G55","EC4759"
"G55","EC6641"
"G10","EC5081"
"G10","EC3374"
"G10","EC9416"
"G10","EC43"
"G30","EC5081"
"G30","EC3374"
"G30","EC9416"
"G30","EC43"
"G12","EC5081"
"G12","EC3374"
"G12","EC9416"
"G12","EC43"
"G50","EC49"
"G20","EC8884"
"G20","EC126"
"G20","EC4443"
"G21","EC8884"
"G21","EC126"
"G21","EC4443"
"G70","EC8884"
"G70","EC126"
"G70","EC4443"
"G25","EC6303"
"G25","EC3796"
"G25","EC9909"
"G42","EC6303"
"G42","EC3796"
"G42","EC9909"
"G59","EC6303"
"G59","EC3796"
"G59","EC9909"
"G57","EC9"
"G57","EC6818"
"G57","EC4370"
"G57","EC8407"
"G51","EC2175"
"G51","EC478"
"G51","EC3180"
"G51","EC14"
"G52","EC2175"
"G52","EC478"
"G52","EC3180"
"G52","EC14"
"G59","EC2175"
"G59","EC478"
"G59","EC3180"
"G59","EC14"
"G27","EC4054"
"G27","EC3468"
"G27","EC8815"
"G36","EC51"
"G15","EC7920"
"G15","EC1429"
"G15","EC6623"
"G12","EC7920"
"G12","EC1429"
"G12","EC6623"
"G44","EC7920"
"G44","EC1429"
"G44","EC6623"
"G14","EC42"
"G46","EC55"
"G45","EC55"
"G12","EC55"
"G33","EC8071"
"G33","EC2533"
"G33","EC4611"
"G33","EC68"
"G34","EC8071"
"G34","EC2533"
"G34","EC4611"
"G34","EC68"
"G6","EC8071"
"G6","EC2533"
"G6","EC4611"
"G6","EC68"
"G28","EC2733"
"G28","EC1977"
"G28","EC8744"
"G23","EC2733"
"G23","EC1977"
"G23","EC8744"
"G49","EC2733"
"G49","EC1977"
"G49","EC8744"
"G39","EC66"
"G37","EC66"
"G18","EC66"
"G1","EC2"
"G9","EC33"
"G9","EC35"
"G17","EC65"
"G63","EC65"
"G25","EC65"
"G42","EC41"
"G42","EC7474"
"G42","EC3605"
"G42","EC9177"
"G42","EC55"
"G19","EC8815"
"G19","EC7963"
"G19","EC3810"
"G34","EC8815"
"G34","EC7963"
"G34","EC3810"
"G36","EC8815"
"G36","EC7963"
"G36","EC3810"
"G54","EC51"
"G3","EC2018"
"G3","EC156"
"G3","EC6178"
"G58","EC1709"
"G58","EC2074"
"G58","EC4469"
"G51","EC1709"
"G51","EC2074"
"G51","EC4469"
"G63","EC1709"
"G63","EC2074"
"G63","EC4469"
"G10","EC22"
"G20","EC24"
"G24","EC15"
"G63","EC17"
"G58","EC17"
"G23","EC17"
"G52","EC1"
"G52","EC63"
"G52","EC1"
"G18","EC1"
"G18","EC63"
"G18","EC1"
"G60","EC1"
"G60","EC63"
"G60","EC1"
"G17","EC53"
"G1","EC53"
"G57","EC53"
"G15","EC42"
"G58","EC42"
"G28","EC42"
"G4","EC22"
"G4","EC58"
"G63","EC22"
"G63","EC58"
"G53","EC22"
"G53","EC58"
"G3","EC47"
"G3","EC1930"
"G3","EC1356"
"G3","EC3186"
"G3","EC43"
"G15","EC47"
"G15","EC1930"
"G15","EC1356"
"G15","EC3186"
"G15","EC43"
"G29","EC47"
"G29","EC1930"
"G29","EC1356"
"G29","EC3186"
"G29","EC43"
"G29","EC9196"
"G29","EC7581"
"G29","EC9754"
"G39","EC2458"
"G39","EC2670"
"G39","EC4716"
"G63","EC25"
"G49","EC25"
"G62","EC25"
"G62","EC66"
"G61","EC4602"
"G61","EC726"
"G61","EC5252"
"G29","EC55"
"G55","EC259"
"G55","EC6495"
"G55","EC1820"
"G5","EC259"
"G5","EC6495"
"G5","EC1820"
"G60","EC259"
"G60","EC6495"
"G60","EC1820"
"G21","EC22"
"G21","EC6490"
"G21","EC7634"
"G21","EC9997"
"G34","EC22"
"G34","EC6490"
"G34","EC7634"
"G34","EC9997"
"G14","EC22"
"G14","EC6490"
"G14","EC7634"
"G14","EC9997"
"G25","EC7573"
"G25","EC5176"
"G25","EC1558"
"G22","EC7573"
"G22","EC5176"
"G22","EC1558"
"G28","EC7573"
"G28","EC5176"
"G28","EC1558"
"G39","EC9050"
"G39","EC9084"
"G39","EC4166"
"G39","EC2837"
"G39","EC2279"
"G39","EC360"
"G58","EC9050"
"G58","EC9084"
"G58","EC4166"
"G58","EC2837"
"G58","EC2279"
"G58","EC360"
"G3","EC9050"
"G3","EC9084"
"G3","EC4166"
"G3","EC2837"
"G3","EC2279"
"G3","EC360"
"G61","EC56"
"G32","EC3266"
"G32","EC5370"
"G32","EC2952"
"G32","EC5867"
"G32","EC6601"
"G32","EC2352"
"G32","EC19"
"G49","EC3266"
"G49","EC5370"
"G49","EC2952"
"G49","EC5867"
"G49","EC6601"
"G49","EC2352"
"G49","EC19"
"G18","EC3266"
"G18","EC5370"
"G18","EC2952"
"G18","EC5867"
"G18","EC6601"
"G18","EC2352"
"G18","EC19"
"G13","EC52"
"G9","EC24"
"G9","EC2025"
"G9","EC2643"
"G9","EC7922"
"G5","EC68"
"G27","EC68"
"G45","EC68"
"G1","EC1616"
"G1","EC5880"
"G1","EC6435"
"G2","EC1616"
"G2","EC5880"
"G2","EC6435"
"G36","EC1616"
"G36","EC5880"
"G36","EC6435"
"G2","EC3836"
"G2","EC7026"
"G2","EC524"
"G2","EC7916"
"G2","EC7345"
"G2","EC8782"
"G30","EC3836"
"G30","EC7026"
"G30","EC524"
"G30","EC7916"
"G30","EC7345"
"G30","EC8782"
"G37","EC3836"
"G37","EC7026"
"G37","EC524"
"G37","EC7916"
"G37","EC7345"
"G37","EC8782"
"G8","EC60"
"G8","EC2110"
"G8","EC4167"
"G8","EC6664"
"G8","EC4390"
"G8","EC5501"
"G8","EC5271"
"G61","EC60"
"G61","EC2110"
"G61","EC4167"
"G61","EC6664"
"G61","EC4390"
"G61","EC5501"
"G61","EC5271"
"G49","EC60"
"G49","EC2110"
"G49","EC4167"
"G49","EC6664"
"G49","EC4390"
"G49","EC5501"
"G49","EC5271"
"G48","EC379"
"G48","EC5841"
"G48","EC1542"
"G48","EC5637"
"G48","EC3919"
"G48","EC9701"
"G57","EC379"
"G57","EC5841"
"G57","EC1542"
"G57","EC5637"
"G57","EC3919"
"G57","EC9701"
"G62","EC379"
"G62","EC5841"
"G62","EC1542"
"G62","EC5637"
"G62","EC3919"
"G62","EC9701"
"G16","EC1687"
"G16","EC4690"
"G16","EC7996"
"G48","EC64"
"G42","EC53"
"G26","EC799"
"G26","EC1075"
"G26","EC8597"
"G2","EC16"
"G29","EC16"
"G21","EC16"
"G27","EC2866"
"G27","EC1676"
"G27","EC2514"
"G23","EC61"
"G57","EC61"
"G40","EC61"
"G8","EC4610"
"G8","EC1187"
"G8","EC3122"
"G52","EC4610"
"G52","EC1187"
"G52","EC3122"
"G10","EC4610"
"G10","EC1187"
"G10","EC3122"
"G27","EC17"
"G27","EC7272"
"G27","EC690"
"G27","EC8561"
"G11","EC23"
"G20","EC15"
"G20","EC9468"
"G20","EC8081"
"G20","EC5485"
"G6","EC15"
"G6","EC9468"
"G6","EC8081"
"G6","EC5485"
"G42","EC15"
"G42","EC9468"
"G42","EC8081"
"G42","EC5485"
"G19","EC8932"
"G19","EC2922"
"G19","EC4487"
"G5","EC8932"
"G5","EC2922"
"G5","EC4487"
"G29","EC8932"
"G29","EC2922"
"G29","EC4487"
"G4","EC9312"
"G4","EC7628"
"G4","EC8828"
"G67","EC9312"
"G67","EC7628"
"G67","EC8828"
"G45","EC9312"
"G45","EC7628"
"G45","EC8828"
"G30","EC6531"
"G30","EC1934"
"G30","EC2289"
"G2","EC6531"
"G2","EC1934"
"G2","EC2289"
"G24","EC6531"
"G24","EC1934"
"G24","EC2289"
"G43","EC4978"
"G43","EC6604"
"G43","EC1315"
"G43","EC4"
"G62","EC4193"
"G62","EC7047"
"G62","EC8877"
"G62","EC9"
"G60","EC1892"
"G60","EC412"
"G60","EC2386"
"G60","EC3104"
"G60","EC8091"
"G60","EC2599"
"G21","EC1892"
"G21","EC412"
"G21","EC2386"
"G21","EC3104"
"G21","EC8091"
"G21","EC2599"
"G43","EC1892"
"G43","EC412"
"G43","EC2386"
"G43","EC3104"
"G43","EC8091"
"G43","EC2599"
"G61","EC3532"
"G61","EC1793"
"G61","EC326"
"G55","EC3532"
"G55","EC1793"
"G55","EC326"
"G20","EC3532"
"G20","EC1793"
"G20","EC326"
"G1","EC7388"
"G1","EC4458"
"G1","EC4198"
"G1","EC57"
"G29","EC7388"
"G29","EC4458"
"G29","EC4198"
"G29","EC57"
"G43","EC7388"
"G43","EC4458"
"G43","EC4198"
"G43","EC57"
"G1","EC2781"
"G1","EC1710"
"G1","EC2763"
"G1","EC67"
"G60","EC2781"
"G60","EC1710"
"G60","EC2763"
"G60","EC67"
"G2","EC2781"
"G2","EC1710"
"G2","EC2763"
"G2","EC67"
"G59","EC42"
"G23","EC1693"
"G23","EC5912"
"G23","EC2164"
"G47","EC64"
"G33","EC9732"
"G33","EC1651"
"G33","EC2111"
"G33","EC5059"
"G33","EC4542"
"G33","EC5376"
"G17","EC9732"
"G17","EC1651"
"G17","EC2111"
"G17","EC5059"
"G17","EC4542"
"G17","EC5376"
"G49","EC9732"
"G49","EC1651"
"G49","EC2111"
"G49","EC5059"
"G49","EC4542"
"G49","EC5376"
"G24","EC3835"
"G24","EC2696"
"G24","EC1589"
"G60","EC3835"
"G60","EC2696"
"G60","EC1589"
"G5","EC3835"
"G5","EC2696"
"G5","EC1589"
"G70","EC1891"
"G70","EC36"
"G70","EC2170"
"G22","EC57"
