ID,COMPONENTID
R4.1.0(1),CP1403
R5.5.0(9),CP1406
R5.6.0(1),CP1406
R5.7.0(1),CP1406
R5.5.0(9),CP1407
R6.1.0(1),CP1408
R5.7.0(1),CP1408
R6.5.0(1),CP1408
R6.3.0(8),CP1409
R4.1.0(1),CP1410
R6.2.0(1),CP1412
R6.4.0(6),CP1412
R4.1.0(1),CP1412
R5.8.0(9),CP1413
R6.3.0(9),CP1417
R6.4.0(6),CP1419
R6.1.0(1),CP1420
R6.3.0(9),CP1420
R5.8.0(1),CP1420
R5.9.0(6),CP1422
R7.3.0(4),CP1431
R5.9.0(1),CP1438
R6.4.0(6),CP1438
R5.6.0(8),CP1438
R6.4.0(7),CP1439
R4.1.0(1),CP1440
R5.7.0(5),CP1440
R6.4.0(7),CP1440
R5.6.0(1),CP1448
R6.4.0(6),CP1449
R6.1.0(1),CP1451
R5.8.0(1),CP1457
R5.6.0(8),CP1457
R4.1.0(2),CP1457
R5.9.0(1),CP1460
R5.6.0(1),CP1460
R5.5.0(9),CP1460
R5.5.0(1),CP1463
R6.5.0(1),CP1463
R5.1.0(1),CP1463
R5.9.0(1),CP1464
R4.1.0(2),CP1466
R6.4.0(1),CP1468
R5.6.0(8),CP1468
R6.3.0(1),CP1468
R6.2.0(1),CP1471
R5.5.0(9),CP1471
R6.4.0(1),CP1471
R5.5.0(1),CP1476
R5.9.0(1),CP1477
R6.4.0(7),CP1480
R6.5.0(1),CP1483
R6.2.0(1),CP1486
R5.6.0(1),CP1486
R4.1.0(1),CP1486
R6.1.0(1),CP1487
R6.4.0(7),CP1491
R5.4.4(3),CP1493
R6.3.0(1),CP1493
R5.6.0(8),CP1493
R4.1.0(2),CP1494
R7.3.0(4),CP1494
R6.2.0(1),CP1494
R6.1.0(1),CP1496
R6.4.0(1),CP1496
R5.4.4(3),CP1496
R4.1.0(1),CP1499
R4.1.0(2),CP1499
R5.8.0(1),CP1499
R5.8.0(1),CP1500
R6.3.0(1),CP1500
R6.4.0(6),CP1500
R6.2.0(8),CP1503
R6.2.0(8),CP1505
R6.3.0(9),CP1507
R5.5.0(9),CP1507
R6.3.0(1),CP1507
R6.3.0(9),CP1512
R5.7.0(5),CP1512
R6.3.0(8),CP1512
R6.4.0(6),CP1513
R4.1.0(2),CP1513
R6.1.0(1),CP1513
R6.3.0(9),CP1519
R7.1.0(3),CP1525
R7.3.0(4),CP1529
R5.7.0(5),CP1535
R6.2.0(1),CP1535
R7.3.0(4),CP1535
R5.5.0(9),CP1538
R6.1.0(1),CP1538
R6.3.0(9),CP1538
R5.8.0(9),CP1539
R4.1.0(2),CP1539
R6.3.0(8),CP1539
R6.1.0(1),CP1541
R5.9.0(6),CP1542
R5.7.0(1),CP1542
R6.2.0(8),CP1542
R6.3.0(9),CP1545
R6.1.0(1),CP1547
R6.1.0(1),CP1549
R6.4.0(1),CP1549
R6.3.0(1),CP1549
R4.1.0(2),CP1550
R6.2.0(8),CP1552
R5.6.0(1),CP1554
R6.1.0(1),CP1562
R5.5.0(1),CP1562
R6.4.0(1),CP1562
R5.8.0(1),CP1564
R5.5.0(1),CP1565
R5.6.0(8),CP1565
R6.2.0(1),CP1565
R6.4.0(7),CP1566
R4.1.0(2),CP1569
R5.9.0(6),CP1569
R5.5.0(9),CP1569
R6.2.0(8),CP1571
R5.5.0(9),CP1571
R7.3.0(4),CP1571
R7.3.0(4),CP1574
R5.7.0(5),CP1576
R5.9.0(6),CP1579
R5.8.0(9),CP1580
R5.9.0(6),CP1581
R6.4.0(1),CP1581
R6.3.0(9),CP1581
R5.4.4(3),CP1583
R7.1.0(3),CP1586
R5.8.0(9),CP1593
R6.4.0(1),CP1593
R5.4.4(3),CP1593
R4.1.0(2),CP1598
R4.1.0(1),CP1598
R6.5.0(1),CP1598
R6.4.0(1),CP1601
R4.1.0(1),CP1603
R6.3.0(8),CP1603
R6.2.0(8),CP1603
R6.2.0(1),CP1604
R5.8.0(9),CP1610
R5.6.0(1),CP1611
R4.1.0(1),CP1615
R6.4.0(6),CP1616
R5.8.0(1),CP1621
R5.9.0(6),CP1622
R6.4.0(1),CP1623
R5.4.4(3),CP1626
R5.5.0(1),CP1634
R6.3.0(1),CP1636
R6.3.0(8),CP1637
R5.8.0(9),CP1637
R5.7.0(1),CP1637
R6.4.0(6),CP1638
R6.1.0(1),CP1640
R5.4.4(3),CP1641
R6.1.0(1),CP1645
R6.4.0(6),CP1645
R6.3.0(9),CP1645
R6.4.0(6),CP1647
R5.7.0(5),CP1650
R5.8.0(1),CP1651
R6.4.0(6),CP1652
R5.8.0(9),CP1652
R5.6.0(8),CP1652
R6.3.0(1),CP1654
R6.4.0(7),CP1654
R5.5.0(9),CP1654
R7.3.0(4),CP1658
R5.8.0(1),CP1659
R6.4.0(7),CP1659
R7.1.0(3),CP1659
R5.5.0(1),CP1660
R6.3.0(1),CP1663
R5.9.0(1),CP1664
R6.2.0(1),CP1665
R4.1.0(1),CP1665
R5.7.0(1),CP1665
R6.4.0(6),CP1666
R5.8.0(9),CP1666
R6.5.0(1),CP1666
R6.4.0(7),CP1673
R6.3.0(1),CP1674
R4.1.0(2),CP1674
R6.4.0(6),CP1674
R5.9.0(6),CP1675
R6.2.0(1),CP1675
R5.9.0(1),CP1675
R6.4.0(1),CP1676
R5.4.4(3),CP1676
R5.5.0(1),CP1676
R5.5.0(1),CP1679
R5.9.0(1),CP1682
R5.6.0(1),CP1682
R6.1.0(1),CP1682
R6.4.0(6),CP1683
R6.3.0(1),CP1683
R6.1.0(1),CP1683
R4.1.0(2),CP1686
R4.1.0(1),CP1687
R5.1.0(1),CP1689
R5.1.0(1),CP1690
R5.7.0(1),CP1690
R5.6.0(1),CP1690
R5.7.0(5),CP1691
R5.5.0(9),CP1694
R5.5.0(9),CP1696
R6.1.0(1),CP1696
R6.5.0(1),CP1696
R6.3.0(9),CP1700
R5.4.4(3),CP1703
R6.4.0(6),CP1705
R4.1.0(2),CP1705
R5.8.0(9),CP1705
R5.4.4(3),CP1710
R5.7.0(1),CP1710
R5.1.0(1),CP1710
R6.5.0(1),CP1711
R5.9.0(6),CP1714
R6.4.0(6),CP1715
R5.4.4(3),CP1715
R5.6.0(8),CP1715
R6.3.0(8),CP1717
R5.8.0(1),CP1717
R5.6.0(1),CP1717
R5.8.0(1),CP1724
R6.3.0(1),CP1727
R5.8.0(9),CP1727
R5.7.0(1),CP1727
R6.3.0(8),CP1729
R6.2.0(8),CP1729
R6.1.0(1),CP1729
R5.1.0(1),CP1730
R6.5.0(1),CP1732
R5.9.0(6),CP1735
R6.3.0(1),CP1735
R4.1.0(1),CP1735
R5.5.0(9),CP1737
R6.3.0(8),CP1738
R4.1.0(2),CP1738
R5.6.0(8),CP1738
R5.9.0(1),CP1739
R5.7.0(1),CP1739
R6.4.0(6),CP1739
R6.4.0(6),CP1755
R6.3.0(9),CP1756
R6.5.0(1),CP1756
R5.9.0(6),CP1756
R6.4.0(6),CP1761
R5.7.0(1),CP1762
R5.9.0(6),CP1762
R4.1.0(1),CP1762
R5.9.0(6),CP1763
R5.8.0(1),CP1763
R5.1.0(1),CP1763
R5.8.0(9),CP1765
R6.3.0(8),CP1765
R5.7.0(5),CP1765
R5.7.0(1),CP1770
R5.7.0(5),CP1770
R7.3.0(4),CP1770
R5.5.0(1),CP1771
R5.6.0(8),CP1771
R7.1.0(3),CP1771
R5.8.0(9),CP1773
R6.3.0(1),CP1775
R4.1.0(1),CP1777
R5.4.4(3),CP1780
R5.5.0(9),CP1780
R7.3.0(4),CP1780
R6.3.0(9),CP1783
R5.9.0(6),CP1787
R6.3.0(8),CP1787
R6.2.0(8),CP1787
R5.6.0(1),CP1789
R5.8.0(1),CP1789
R5.4.4(3),CP1789
R5.1.0(1),CP1790
R5.7.0(1),CP1790
R7.1.0(3),CP1790
R5.7.0(5),CP1792
R5.6.0(8),CP1792
R4.1.0(2),CP1792
R5.6.0(8),CP1796
R4.1.0(1),CP1800
R5.9.0(6),CP1802
R5.9.0(6),CP1808
R5.8.0(1),CP1808
R6.4.0(7),CP1808
R6.3.0(1),CP1818
R6.4.0(1),CP1820
R7.3.0(4),CP1821
R5.8.0(9),CP1821
R5.9.0(6),CP1821
R6.4.0(6),CP1828
R5.8.0(9),CP1834
R6.5.0(1),CP1843
R6.3.0(9),CP1843
R5.5.0(9),CP1843
R5.1.0(1),CP1845
R5.9.0(1),CP1845
R5.4.4(3),CP1845
R5.7.0(1),CP1846
R6.3.0(9),CP1848
R4.1.0(2),CP1848
R6.2.0(8),CP1848
R6.2.0(1),CP1849
R6.3.0(9),CP1851
R6.4.0(7),CP1853
R6.3.0(8),CP1853
R5.8.0(9),CP1853
R5.5.0(1),CP1854
R6.4.0(6),CP1855
R5.8.0(9),CP1855
R4.1.0(2),CP1855
R5.5.0(9),CP1856
R5.5.0(9),CP1858
R5.5.0(1),CP1859
R5.9.0(6),CP1860
R4.1.0(2),CP1860
R6.2.0(8),CP1860
R4.1.0(1),CP1861
R5.7.0(5),CP1861
R5.8.0(1),CP1861
R7.1.0(3),CP1862
R6.3.0(8),CP1862
R5.8.0(1),CP1862
R6.1.0(1),CP1864
R7.1.0(3),CP1864
R5.8.0(9),CP1864
R4.1.0(2),CP1867
R7.1.0(3),CP1867
R5.6.0(8),CP1867
R5.1.0(1),CP1870
R6.4.0(6),CP1872
R6.3.0(1),CP1874
R6.2.0(8),CP1874
R5.6.0(8),CP1874
R6.4.0(6),CP1876
R7.3.0(4),CP1876
R4.1.0(1),CP1876
R6.2.0(1),CP1882
R6.2.0(8),CP1885
R5.6.0(1),CP1885
R6.5.0(1),CP1885
R6.3.0(1),CP1887
R5.9.0(6),CP1887
R5.8.0(9),CP1887
R6.3.0(8),CP1892
R5.5.0(1),CP1894
R5.9.0(6),CP1894
R6.5.0(1),CP1894
R6.4.0(6),CP1895
R7.1.0(3),CP1895
R5.5.0(1),CP1895
R5.7.0(1),CP1899
R5.8.0(9),CP1899
R6.2.0(1),CP1899
R4.1.0(2),CP1900
R6.1.0(1),CP1909
R7.1.0(3),CP1917
R6.3.0(1),CP1917
R5.9.0(6),CP1917
R5.8.0(9),CP1918
R5.8.0(1),CP1920
R5.4.4(3),CP1935
R5.9.0(6),CP1937
R6.5.0(1),CP1937
R6.1.0(1),CP1937
R6.1.0(1),CP1939
R7.1.0(3),CP1939
R6.2.0(1),CP1939
R7.3.0(4),CP1943
R6.2.0(1),CP1943
R6.4.0(6),CP1943
R5.1.0(1),CP1945
R5.8.0(9),CP1946
R5.6.0(1),CP1946
R6.4.0(1),CP1946
R6.4.0(1),CP1951
R5.9.0(6),CP1951
R6.1.0(1),CP1951
R5.8.0(9),CP1952
R6.3.0(8),CP1953
R4.1.0(1),CP1955
R5.6.0(1),CP1957
R7.3.0(4),CP1958
R5.5.0(9),CP1958
R5.8.0(1),CP1958
R6.5.0(1),CP1959
R6.4.0(7),CP1959
R5.7.0(5),CP1959
R6.3.0(1),CP1960
R6.5.0(1),CP1963
R6.4.0(7),CP1963
R6.3.0(8),CP1963
R6.2.0(8),CP1966
R5.7.0(5),CP1966
R6.3.0(8),CP1966
R5.7.0(5),CP1967
R6.1.0(1),CP1969
R5.7.0(1),CP1970
R6.2.0(8),CP1970
R6.1.0(1),CP1970
R6.3.0(8),CP1971
R5.8.0(9),CP1976
R5.6.0(1),CP1976
R6.5.0(1),CP1976
R7.1.0(3),CP1978
R7.1.0(3),CP1980
R6.2.0(8),CP1982
R7.1.0(3),CP1990
R4.1.0(2),CP1991
R5.1.0(1),CP1991
R6.1.0(1),CP1991
R4.1.0(2),CP1995
R6.4.0(1),CP1995
R6.4.0(7),CP1995
R5.4.4(3),CP1998
R4.1.0(2),CP2000
R5.5.0(1),CP2003
R6.5.0(1),CP2007
R6.3.0(9),CP2009
R6.3.0(9),CP2010
R6.1.0(1),CP2010
R6.4.0(1),CP2010
R7.1.0(3),CP2011
R5.9.0(1),CP2018
R6.1.0(1),CP2018
R6.3.0(1),CP2018
R5.8.0(1),CP2022
R6.4.0(7),CP2022
R6.2.0(8),CP2022
R6.1.0(1),CP2029
R6.3.0(8),CP2030
R5.7.0(5),CP2033
R5.8.0(1),CP2036
R4.1.0(1),CP2037
R5.8.0(1),CP2037
R5.8.0(9),CP2037
R6.4.0(1),CP2042
R6.4.0(7),CP2043
R6.3.0(9),CP2045
R7.1.0(3),CP2046
R5.9.0(6),CP2048
R5.6.0(1),CP2049
R6.3.0(1),CP2049
R5.9.0(6),CP2049
R5.4.4(3),CP2054
R5.7.0(1),CP2054
R6.5.0(1),CP2054
R5.7.0(5),CP2056
R6.1.0(1),CP2058
R6.3.0(8),CP2058
R5.4.4(3),CP2058
R5.8.0(1),CP2059
R5.7.0(1),CP2060
R6.3.0(8),CP2060
R5.9.0(6),CP2060
R5.8.0(1),CP2063
R4.1.0(1),CP2064
R6.3.0(9),CP2064
R6.2.0(1),CP2064
R5.8.0(9),CP2065
R5.9.0(1),CP2069
R6.4.0(1),CP2069
R6.5.0(1),CP2069
R5.1.0(1),CP2071
R6.4.0(7),CP2071
R5.7.0(1),CP2071
R4.1.0(1),CP2084
R6.5.0(1),CP2084
R5.1.0(1),CP2084
R7.1.0(3),CP2089
R6.3.0(8),CP2089
R5.5.0(1),CP2089
R7.3.0(4),CP2092
R5.8.0(9),CP2092
R4.1.0(1),CP2092
R6.3.0(9),CP2093
R6.5.0(1),CP2093
R5.9.0(6),CP2093
R4.1.0(1),CP2094
R5.1.0(1),CP2094
R7.1.0(3),CP2094
R5.7.0(1),CP2095
R6.2.0(8),CP2095
R6.3.0(9),CP2095
R6.5.0(1),CP2096
R5.7.0(5),CP2096
R5.6.0(8),CP2096
R5.9.0(1),CP2097
R6.3.0(8),CP2099
R7.1.0(3),CP2099
R6.2.0(8),CP2099
R5.5.0(1),CP2100
R5.9.0(6),CP2105
R5.9.0(1),CP2105
R5.5.0(1),CP2105
R6.3.0(9),CP2109
R6.4.0(6),CP2113
R4.1.0(1),CP2113
R5.4.4(3),CP2113
R5.6.0(8),CP2114
R6.5.0(1),CP2122
R6.4.0(6),CP2122
R5.6.0(1),CP2122
R6.4.0(1),CP2125
R5.5.0(9),CP2125
R6.2.0(1),CP2125
R6.3.0(9),CP2128
R6.3.0(8),CP2128
R5.1.0(1),CP2128
R6.5.0(1),CP2130
R6.3.0(8),CP2130
R6.3.0(9),CP2130
R5.1.0(1),CP2135
R5.5.0(1),CP2135
R6.3.0(1),CP2135
R6.3.0(8),CP2137
R5.8.0(1),CP2137
R6.4.0(6),CP2137
R5.7.0(5),CP2138
R5.5.0(1),CP2138
R6.2.0(1),CP2138
R6.4.0(1),CP2150
R5.5.0(9),CP2152
R6.3.0(9),CP2153
R5.9.0(6),CP2153
R5.9.0(1),CP2153
R6.3.0(8),CP2155
R6.4.0(6),CP2157
R5.9.0(6),CP2161
R5.6.0(1),CP2161
R5.7.0(5),CP2161
R5.6.0(1),CP2162
R4.1.0(1),CP2162
R5.8.0(1),CP2162
R5.4.4(3),CP2166
R5.9.0(6),CP2166
R5.1.0(1),CP2166
R6.4.0(1),CP2167
R5.6.0(8),CP2167
R6.2.0(8),CP2167
R6.3.0(8),CP2173
R5.7.0(1),CP2177
R6.3.0(9),CP2177
R6.3.0(8),CP2177
R5.8.0(1),CP2180
R5.7.0(5),CP2180
R6.4.0(6),CP2180
R6.4.0(6),CP2182
R5.9.0(6),CP2182
R5.6.0(8),CP2182
R5.7.0(1),CP2183
R4.1.0(2),CP2183
R5.9.0(6),CP2183
R6.4.0(6),CP2190
R5.1.0(1),CP2190
R6.1.0(1),CP2190
R5.8.0(9),CP2193
R6.4.0(6),CP2193
R6.4.0(1),CP2193
R5.5.0(1),CP2194
R6.4.0(7),CP2195
R6.2.0(8),CP2195
R6.2.0(1),CP2195
R5.4.4(3),CP2196
R5.7.0(1),CP2196
R5.5.0(9),CP2196
R6.4.0(7),CP2197
R6.3.0(1),CP2197
R7.3.0(4),CP2197
R4.1.0(1),CP2198
R6.2.0(1),CP2198
R7.1.0(3),CP2198
R5.7.0(1),CP2199
R5.6.0(1),CP2201
R5.7.0(1),CP2203
R6.2.0(8),CP2203
R6.1.0(1),CP2203
R6.3.0(9),CP2204
R7.3.0(4),CP2211
R6.1.0(1),CP2216
R5.8.0(1),CP2216
R5.6.0(8),CP2216
R5.7.0(5),CP2217
R6.5.0(1),CP2217
R5.6.0(1),CP2217
R5.1.0(1),CP2219
R6.4.0(6),CP2223
R5.5.0(9),CP2223
R5.6.0(8),CP2223
R6.2.0(1),CP2225
R6.3.0(8),CP2226
R4.1.0(1),CP2226
R5.6.0(8),CP2226
R5.9.0(6),CP2231
R7.3.0(4),CP2232
R4.1.0(2),CP2232
R5.6.0(8),CP2232
R6.4.0(7),CP2233
R5.9.0(6),CP2234
R5.5.0(9),CP2234
R6.4.0(6),CP2234
R5.5.0(9),CP2237
R6.4.0(7),CP2237
R5.6.0(8),CP2237
R5.6.0(8),CP2238
R6.3.0(1),CP2238
R6.1.0(1),CP2238
R6.1.0(1),CP2240
R6.4.0(7),CP2240
R6.3.0(9),CP2240
R5.8.0(1),CP2244
R4.1.0(2),CP2244
R5.8.0(9),CP2244
R5.5.0(1),CP2248
R5.7.0(5),CP2249
R7.3.0(4),CP2250
R4.1.0(2),CP2251
R6.3.0(9),CP2251
R5.6.0(1),CP2251
R5.8.0(9),CP2254
R5.5.0(9),CP2254
R5.8.0(1),CP2254
R5.5.0(1),CP2258
R6.4.0(6),CP2258
R6.4.0(1),CP2258
R6.4.0(6),CP2262
R7.1.0(3),CP2264
R6.1.0(1),CP2264
R5.6.0(8),CP2264
R6.2.0(1),CP2265
R5.5.0(1),CP2270
R5.6.0(8),CP2272
R6.3.0(8),CP2275
R6.2.0(8),CP2277
R5.8.0(1),CP2277
R6.3.0(8),CP2277
R6.4.0(6),CP2278
R7.1.0(3),CP2278
R6.2.0(8),CP2278
R6.4.0(6),CP2280
R5.8.0(1),CP2286
R6.3.0(8),CP2287
R5.1.0(1),CP2291
R6.5.0(1),CP2291
R5.8.0(1),CP2291
R6.3.0(9),CP2299
R4.1.0(2),CP2299
R5.5.0(1),CP2299
R6.4.0(7),CP2300
R4.1.0(1),CP2301
R6.2.0(8),CP2301
R6.3.0(1),CP2301
R7.1.0(3),CP2310
R6.4.0(1),CP2310
R5.8.0(1),CP2310
R7.3.0(4),CP2311
R6.2.0(8),CP2312
R6.2.0(1),CP2312
R4.1.0(2),CP2312
R6.3.0(8),CP2314
R5.9.0(6),CP2314
R5.6.0(1),CP2314
R5.7.0(1),CP2317
R5.9.0(1),CP2317
R7.3.0(4),CP2317
R4.1.0(1),CP2318
R5.7.0(1),CP2318
R5.4.4(3),CP2318
R5.9.0(6),CP2319
R5.8.0(1),CP2323
R5.4.4(3),CP2329
R5.6.0(8),CP2329
R5.5.0(9),CP2329
R6.3.0(8),CP2334
R6.2.0(1),CP2336
R5.8.0(1),CP2336
R5.9.0(1),CP2336
R6.4.0(7),CP2337
R6.2.0(1),CP2337
R7.1.0(3),CP2337
R4.1.0(1),CP2338
R5.4.4(3),CP2344
R6.2.0(1),CP2347
R6.3.0(9),CP2349
R6.4.0(1),CP2349
R7.3.0(4),CP2349
R5.8.0(1),CP2351
R6.5.0(1),CP2352
R6.4.0(6),CP2352
R6.3.0(9),CP2352
R7.1.0(3),CP2353
R5.1.0(1),CP2353
R5.4.4(3),CP2353
R5.5.0(1),CP2355
R4.1.0(1),CP2355
R5.5.0(9),CP2355
R5.5.0(9),CP2358
R6.3.0(9),CP2359
R5.6.0(1),CP2361
R6.4.0(1),CP2362
R4.1.0(2),CP2362
R5.9.0(1),CP2362
R5.7.0(5),CP2363
R6.3.0(9),CP2363
R6.3.0(8),CP2363
R5.4.4(3),CP2364
R5.7.0(5),CP2367
R6.2.0(1),CP2367
R4.1.0(2),CP2367
R5.4.4(3),CP2368
R5.1.0(1),CP2369
R5.4.4(3),CP2370
R6.1.0(1),CP2371
R5.7.0(5),CP2372
R7.1.0(3),CP2372
R5.8.0(9),CP2372
R6.5.0(1),CP2373
R5.8.0(9),CP2373
R6.3.0(8),CP2373
R6.4.0(7),CP2375
R5.1.0(1),CP2375
R6.1.0(1),CP2375
R6.5.0(1),CP2376
R5.8.0(9),CP2378
R5.8.0(1),CP2379
R6.4.0(6),CP2379
R5.9.0(6),CP2379
R6.2.0(1),CP2380
R5.4.4(3),CP2384
R6.4.0(1),CP2392
R5.7.0(1),CP2394
R6.3.0(9),CP2394
R6.1.0(1),CP2394
R5.7.0(1),CP2396
R6.5.0(1),CP2396
R5.7.0(5),CP2396
R6.3.0(9),CP2397
R5.6.0(8),CP2397
R6.5.0(1),CP2397
R7.3.0(4),CP2406
R6.3.0(1),CP2406
R5.6.0(1),CP2406
R6.2.0(8),CP2409
R5.9.0(1),CP2410
R6.4.0(7),CP2414
R6.3.0(9),CP2416
R5.7.0(5),CP2416
R5.8.0(9),CP2416
R5.4.4(3),CP2417
R6.4.0(7),CP2418
R5.9.0(6),CP2418
R5.9.0(1),CP2418
R5.7.0(5),CP2420
R5.5.0(9),CP2420
R6.4.0(1),CP2420
R5.5.0(9),CP2422
R5.9.0(1),CP2422
R7.1.0(3),CP2422
R5.4.4(3),CP2426
R5.5.0(1),CP2427
R5.6.0(1),CP2427
R4.1.0(2),CP2427
R4.1.0(2),CP2429
R6.1.0(1),CP2430
R6.2.0(1),CP2431
R6.4.0(1),CP2431
R5.7.0(5),CP2431
R4.1.0(2),CP2436
R5.6.0(1),CP2436
R5.9.0(6),CP2436
R4.1.0(2),CP2437
R4.1.0(2),CP2438
R6.2.0(8),CP2443
R5.7.0(5),CP2443
R4.1.0(1),CP2443
R5.7.0(5),CP2444
R5.8.0(1),CP2445
R5.8.0(9),CP2446
R6.3.0(1),CP2446
R6.4.0(6),CP2446
R6.3.0(9),CP2447
R5.8.0(9),CP2447
R6.4.0(1),CP2447
R6.4.0(1),CP2449
R6.4.0(6),CP2450
R6.2.0(8),CP2450
R4.1.0(2),CP2450
R6.4.0(7),CP2451
R6.2.0(1),CP2451
R5.9.0(6),CP2451
R6.1.0(1),CP2452
R5.4.4(3),CP2457
R5.7.0(1),CP2458
R6.1.0(1),CP2463
R6.5.0(1),CP2463
R7.1.0(3),CP2463
R7.3.0(4),CP2464
R5.5.0(9),CP2464
R5.7.0(5),CP2464
R6.4.0(7),CP2465
R6.3.0(1),CP2465
R5.4.4(3),CP2465
R5.9.0(1),CP2466
R5.7.0(1),CP2466
R5.1.0(1),CP2466
R6.1.0(1),CP2467
R5.1.0(1),CP2467
R6.3.0(1),CP2467
R5.5.0(1),CP2470
R5.4.4(3),CP2470
R6.2.0(1),CP2470
R5.6.0(8),CP2473
R6.4.0(1),CP2473
R6.3.0(1),CP2473
R5.7.0(1),CP2476
R4.1.0(1),CP2477
R6.1.0(1),CP2477
R5.8.0(9),CP2477
R6.4.0(7),CP2480
R5.5.0(9),CP2481
R6.2.0(1),CP2482
R5.7.0(5),CP2483
R5.4.4(3),CP2483
R6.4.0(1),CP2483
R5.9.0(6),CP2484
R5.6.0(1),CP2484
R6.3.0(9),CP2484
R6.5.0(1),CP2486
R5.1.0(1),CP2488
R6.1.0(1),CP2491
R5.6.0(1),CP2495
R7.3.0(4),CP2495
R4.1.0(2),CP2495
R5.9.0(6),CP2496
R5.7.0(1),CP2497
R7.1.0(3),CP2498
R5.8.0(9),CP2500
R7.1.0(3),CP2501
R5.7.0(1),CP2502
R5.8.0(1),CP2505
R6.3.0(9),CP2506
R6.3.0(1),CP2506
R7.3.0(4),CP2506
R4.1.0(1),CP2508
R6.3.0(9),CP2508
R7.3.0(4),CP2508
R4.1.0(2),CP2518
R6.4.0(6),CP2518
R5.6.0(8),CP2518
R7.1.0(3),CP2519
R5.1.0(1),CP2521
R4.1.0(1),CP2521
R5.7.0(1),CP2521
R5.7.0(1),CP2523
R6.4.0(7),CP2524
R5.5.0(1),CP2525
R7.3.0(4),CP2526
R6.3.0(9),CP2526
R6.2.0(8),CP2526
R5.7.0(1),CP2528
R7.1.0(3),CP2529
R5.7.0(1),CP2529
R4.1.0(2),CP2529
R6.2.0(8),CP2534
R5.9.0(1),CP2534
R5.9.0(6),CP2534
R6.4.0(1),CP2536
R6.2.0(8),CP2536
R6.4.0(6),CP2536
R6.4.0(7),CP2537
R5.7.0(1),CP2539
R7.1.0(3),CP2541
R6.4.0(6),CP2541
R5.9.0(1),CP2541
R5.7.0(1),CP2544
R5.5.0(9),CP2544
R6.2.0(1),CP2544
R6.3.0(8),CP2546
R7.3.0(4),CP2548
R5.5.0(1),CP2551
R5.7.0(1),CP2555
R5.9.0(6),CP2555
R4.1.0(1),CP2555
R6.4.0(6),CP2560
R6.4.0(7),CP2563
R6.2.0(1),CP2563
R5.6.0(8),CP2563
R5.9.0(6),CP2565
R5.4.4(3),CP2565
R4.1.0(2),CP2565
R5.4.4(3),CP2567
R5.9.0(6),CP2568
R6.4.0(7),CP2570
R6.4.0(1),CP2571
R5.6.0(1),CP2571
R5.4.4(3),CP2571
R6.2.0(1),CP2574
R5.4.4(3),CP2574
R5.9.0(6),CP2574
R4.1.0(2),CP2576
R5.4.4(3),CP2576
R5.8.0(9),CP2576
R7.1.0(3),CP2577
R6.3.0(1),CP2582
R6.2.0(8),CP2583
R6.5.0(1),CP2585
R6.4.0(6),CP2585
R6.4.0(7),CP2585
R5.1.0(1),CP2586
R5.7.0(1),CP2589
R5.8.0(1),CP2593
R4.1.0(2),CP2594
R4.1.0(1),CP2597
R6.2.0(1),CP2597
R5.5.0(9),CP2597
R7.1.0(3),CP2602
R5.9.0(6),CP2603
R6.3.0(8),CP2603
R5.7.0(1),CP2603
R7.1.0(3),CP2606
R5.4.4(3),CP2608
R5.6.0(1),CP2608
R6.4.0(7),CP2608
R7.3.0(4),CP2611
R4.1.0(1),CP2612
R5.6.0(8),CP2612
R6.4.0(1),CP2612
R6.4.0(1),CP2614
R5.9.0(6),CP2614
R5.8.0(9),CP2614
R5.9.0(6),CP2623
R5.1.0(1),CP2623
R5.8.0(9),CP2623
R6.2.0(1),CP2624
R5.5.0(9),CP2625
R5.6.0(8),CP2632
R7.3.0(4),CP2633
R5.9.0(1),CP2633
R6.4.0(1),CP2633
R6.2.0(8),CP2634
R6.4.0(7),CP2634
R6.3.0(1),CP2634
R6.4.0(7),CP2635
R5.7.0(5),CP2635
R6.2.0(8),CP2635
R6.2.0(1),CP2637
R7.3.0(4),CP2639
R5.8.0(9),CP2640
R5.8.0(1),CP2640
R5.5.0(9),CP2640
R5.8.0(9),CP2647
R5.5.0(9),CP2648
R6.3.0(9),CP2648
R6.5.0(1),CP2648
R6.1.0(1),CP2655
R4.1.0(1),CP2657
R5.5.0(1),CP2657
R5.9.0(1),CP2657
R5.5.0(9),CP2658
R5.4.4(3),CP2659
R6.1.0(1),CP2659
R4.1.0(1),CP2659
R6.3.0(1),CP2667
R5.5.0(9),CP2667
R6.4.0(6),CP2667
R6.3.0(8),CP2668
R6.2.0(1),CP2668
R6.4.0(1),CP2668
R4.1.0(2),CP2676
R6.4.0(1),CP2677
R5.9.0(6),CP2677
R5.4.4(3),CP2677
R6.4.0(7),CP2678
R5.4.4(3),CP2678
R6.2.0(1),CP2678
R7.1.0(3),CP2683
R5.6.0(1),CP2684
R5.5.0(9),CP2684
R5.8.0(1),CP2684
R6.5.0(1),CP2685
R4.1.0(1),CP2685
R5.8.0(9),CP2685
R5.5.0(9),CP2686
R5.9.0(6),CP2686
R5.7.0(5),CP2686
R6.5.0(1),CP2693
R5.5.0(1),CP2693
R6.1.0(1),CP2693
R5.9.0(1),CP2695
R6.1.0(1),CP2695
R5.1.0(1),CP2695
R5.5.0(1),CP2696
R4.1.0(2),CP2698
R5.9.0(6),CP2698
